IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,REC_R_HSA_3928578_CSV,GO_0002223,GO_0006977,GO_0006977_EXP,GO_0007095_EXP,GO_0034976_EXP,GO_0042981_EXP,GO_0043547,GO_0043547_EXP,GO_2000378,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_MYLK3,PKA_109_ASA_X_Fingerprint_611,PKA_109_CSV_X_Fingerprint_611,PKA_109_ENG_X_Fingerprint_611,PKA_109_POL_X_Fingerprint_611,PKA_155_HYD_X_Fingerprint_611,PKA_214_ASA_X_Fingerprint_658,EXP_CDK10_X_EXP_ETS2,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_CSF2RA,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_PAG1,EXP_LYN_X_EXP_PLA2G4A,EXP_LYN_X_EXP_SNCA,EXP_MAP2K4_X_EXP_FASLG,EXP_MAP2K4_X_EXP_NFKB1,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,EXP_STK24_X_EXP_STRN4,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,GO_0001525_EXP_X_GO_0030036_EXP,Predicted IC50,Validation
0.558256,753614,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.506070961,1,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.1659823641,0,0,0,0,0,0,43.226268881,33.355796409,22.824198955,31.44539114,26.08253824,43.106706724,26.648623189,19.468798468,51.775737179,73.946117809,20.552598801,59.258827414,34.229611018,20.329618945,0,25.831426639,0.0208629579,7
1.341274,907320,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.8662423366,0,0,0,5.4402825137,3.3752683862,4.7977038341,5.100615154,4.2517785937,3.4546982138,0,0,0,0,0,0,42.899092189,35.575756439,17.206942407,22.965502533,19.580404795,21.977959336,32.351409583,15.986737057,42.892010881,69.647998845,15.566923664,61.064200575,25.72067965,21.660801658,0,18.197956018,1.5698885497,3
3.287313,735784,1203,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,4.4008893188,10
0.588912,907321,202,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,8.2322831926,0,0,0,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,3.2388993702,0,0,0,0,0,0,51.256157198,33.20515838,25.413555138,31.919255478,25.893872851,24.805325499,48.573572888,18.446116644,56.965652394,50.647882177,18.061792449,57.159554518,21.414350502,17.250452004,0,0,1.4388973466,3
-3.77585,753622,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.4058295189,0,0,1,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,0,0,0,0,0,0,40.686801564,32.822039405,20.090363434,21.776462374,26.300779705,20.174867743,47.763143126,18.357017,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,17.609705452,0,9.7175372151,0.3987413976,4
1.3008117076,735784,1032,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,0.4734469114,1
4.750453,753574,288,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.4851696122,1,3.6336053876,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,0,0,0,0,0,0,37.925182381,35.320281037,18.810192724,26.375407412,31.916948362,31.241586511,47.845038218,15.700814412,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,19.294709075,0,17.181024469,3.671659064,7
4.271869,753576,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,9.7700546369,11.154907696,0,0,0,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,3.2327676618,0,0,0,0,0,0,28.925822039,28.923110296,19.256844929,24.921579429,23.567611741,27.517094082,62.533642912,19.173561497,49.923276612,44.409497688,14.464529936,58.210199543,23.635489093,18.272040658,0,0,4.3439395448,4
2.178137,907318,277,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.6331119888,12.441670137,0,0,0,5.4214037807,3.5673200619,4.7893470111,4.9771215491,4.0086619666,3.2892426737,0,0,0,0,0,0,36.693688282,29.726645694,19.747854389,26.245128636,21.145768467,44.145461291,39.009333083,21.11198288,47.476057988,46.347388499,14.07548477,63.950409189,27.299347944,19.872966614,0,0,2.4175443357,1
-0.622463,753623,308,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.4230752411,0,0,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,0,0,0,0,0,0,38.433288531,28.822284203,17.7251058,21.275644803,25.220844063,17.491044412,25.64544926,16.424289223,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,16.044557495,0,0,1.8491967811,5
0.289691,753623,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.4230752411,0,0,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,0,0,0,0,0,0,38.433288531,28.822284203,17.7251058,21.275644803,25.220844063,17.491044412,25.64544926,16.424289223,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,16.044557495,0,0,-0.54909707,10
5.2056,735784,260,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,5.09621736,7
2.903039,946356,288,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.8122885527,0,0,0,6.236311149,3.6336718221,4.6771559445,3.9168515506,4.2769090777,3.1184701205,0,0,0,0,0,0,41.142623013,34.081705657,19.702158637,29.806903189,26.567502764,36.390998361,30.235151081,19.021410712,53.971563956,60.71822059,20.103727877,59.46169553,24.670568655,18.053782274,0,0,3.3313616719,4
-6.086182,1503368,283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.503313294,1,8.2944817855,0,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,3.0278739624,0,0,0,0,0,0,40.529346704,35.744662406,22.874819109,26.883136523,35.025957178,40.691464417,24.631826593,16.604214862,45.652816134,56.582985478,24.139184331,58.735802082,21.843740999,17.69842818,0,0,-4.708518543,9
-0.764591,753573,1024,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.4851102753,0,0,0,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,3.0256244141,0,0,0,0,0,0,37.470943083,33.939273013,8.1404222615,10.047564102,9.0193015036,8.23629211,22.659733551,18.708871019,47.631133809,51.562673738,14.99654572,54.830559102,23.702977062,17.069611635,0,0,-0.833975122,7
2.480326,753555,249,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,0,0,0,0,0,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,2.5949995183,1
3.62101,753555,295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,0,0,0,0,0,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,3.6612534807,1
4.621775,753574,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.4851696122,1,3.6336053876,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,0,0,0,0,0,0,37.925182381,35.320281037,18.810192724,26.375407412,31.916948362,31.241586511,47.845038218,15.700814412,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,19.294709075,0,17.181024469,4.6633857054,10
1.61867,907319,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.823146,1,0,0,0,3.289108413,0,0,0,0,5.341572257,3.4002064326,4.6533349612,4.505848874,3.7916810195,3.1049879229,0,0,0,0,0,0,46.138780692,33.348001217,27.231835686,28.737611365,34.111589148,27.40564332,59.77115638,18.763277832,53.119537213,68.628852373,17.555586719,59.878646709,24.771965637,17.357213554,0,0,1.5646435529,3
3.460653,735784,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,3.2272522003,8
5.304122,753555,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,10.7,0.592294,-0.096,0.5,0.65,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,6.1882210301,4
-2.201082,1299064,1057,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3424828689,3.5171396341,4.6321631322,4.1903723132,4.5177914637,3.1653649893,0,0,0,0,0,0,34.905282138,30.986077614,21.224738363,23.261500969,22.009214589,23.929741612,34.813023397,18.326147506,45.566711621,47.070668581,17.873245973,62.225209323,33.490607871,19.618213409,0,9.8062578095,-3.31564705,2
3.46555,907321,1030,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.2322831926,0,0,0,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,3.2388993702,0,0,0,0,0,0,51.256157198,33.20515838,25.413555138,31.919255478,25.893872851,24.805325499,48.573572888,18.446116644,56.965652394,50.647882177,18.061792449,57.159554518,21.414350502,17.250452004,0,0,5.0688560348,2
3.298601,753621,1038,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.4333362406,5.324511614,0,0,0,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,3.0829764634,0,0,0,0,0,0,28.413446254,32.009296284,20.096959364,44.020696985,30.357294875,22.248635953,33.729070834,19.290067662,48.401647843,57.411584612,15.946768295,53.98165348,22.791062113,16.611132307,0,0,3.1413125212,3
1.43269,946354,1021,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,44,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,1.1844478057,1
1.119568,910079,153,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,8.384900173,8.384900173,12.373017503,6.5632657531,0,0,0,6.0678003847,3.3546847965,4.7412806155,4.6135122091,6.2986149516,2.9617462642,0,0,0,0,0,0,34.506378388,30.839864033,32.980157253,33.763492566,57.899053133,69.957000075,30.939226983,20.125549956,56.27627271,41.463957073,18.356551157,61.669784317,23.146863345,19.95444626,70.306550911,0,1.0191510968,1
3.373699,753555,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,0,0,0,0,0,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,4.0023039811,3
2.419845,1298359,1158,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.8586363428,0,0,0,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,3.1840598406,0,0,0,0,0,0,41.255761129,27.084211379,21.919894282,27.97412117,35.207808413,58.520015538,59.146965298,22.086076303,60.315159371,53.12582213,15.529684952,57.557009635,20.549963461,18.90453597,49.499720914,0,3.1999427719,8
-2.188132,946354,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,0,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,-0.142488722,7
1.329705,1298222,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5320793637,0,0,0,6.5292812219,3.5597350877,4.8249656716,4.6594428478,4.5737122337,3.1942956833,0,0,0,0,0,0,41.034571632,36.279037196,13.697367618,17.498484951,15.751986218,13.972775211,17.679174057,22.600259401,58.811102116,41.669947139,22.853771926,53.99432896,22.474921474,16.838524677,0,0,0.3639422691,5
1.861639,753622,152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6.4058295189,0,0,1,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,0,0,0,0,0,0,40.686801564,32.822039405,20.090363434,21.776462374,26.300779705,20.174867743,47.763143126,18.357017,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,17.609705452,0,9.7175372151,2.6664056774,3
2.672732,946354,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,0,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,2.3456578447,1
5.8995,910079,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,8.384900173,8.384900173,12.373017503,6.5632657531,0,0,0,6.0678003847,3.3546847965,4.7412806155,4.6135122091,6.2986149516,2.9617462642,0,0,0,0,0,0,34.506378388,30.839864033,32.980157253,33.763492566,57.899053133,69.957000075,30.939226983,20.125549956,56.27627271,41.463957073,18.356551157,61.669784317,23.146863345,19.95444626,70.306550911,0,5.549805791,4
4.715095,1240167,1043,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3986137668,0,5.3986137668,0,0,0,6.0968373432,3.5682214766,4.5571080159,5.1808507417,4.9303094614,3.1553400879,0,0,0,0,0,0,35.971898331,30.876209516,17.206680846,21.403746186,28.232066739,20.295876266,42.525807512,19.962770373,53.46307072,44.421784799,14.172614688,54.222128525,25.626339311,16.152558717,0,0,3.9748696973,7
3.994675,753555,260,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,10.7,0.592294,-0.096,0.5,0.65,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,8.4024068379,2
3.478519,1298359,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.8586363428,0,0,0,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,3.1840598406,0,0,0,0,0,0,41.255761129,27.084211379,21.919894282,27.97412117,35.207808413,58.520015538,59.146965298,22.086076303,60.315159371,53.12582213,15.529684952,57.557009635,20.549963461,18.90453597,49.499720914,0,3.5896455896,6
3.54318,1298359,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.8586363428,0,0,0,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,3.1840598406,0,0,0,0,0,0,41.255761129,27.084211379,21.919894282,27.97412117,35.207808413,58.520015538,59.146965298,22.086076303,60.315159371,53.12582213,15.529684952,57.557009635,20.549963461,18.90453597,49.499720914,0,3.4641158076,4
5.410908,910079,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8.384900173,8.384900173,12.373017503,6.5632657531,0,0,0,6.0678003847,3.3546847965,4.7412806155,4.6135122091,6.2986149516,2.9617462642,0,0,0,0,0,0,34.506378388,30.839864033,32.980157253,33.763492566,57.899053133,69.957000075,30.939226983,20.125549956,56.27627271,41.463957073,18.356551157,61.669784317,23.146863345,19.95444626,70.306550911,0,5.687858772,5
3.925164,1503361,1143,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2084641238,3.6219062409,4.5738538751,3.5885391683,4.9191041317,3.0776430393,0,0,0,0,0,0,24.960508591,27.986490955,20.657484712,21.805940522,34.417807339,18.878796459,24.712917879,17.102857634,48.424677969,52.471649363,15.454334267,54.076130472,19.96215478,15.080305753,0,0,3.601209369,5
-0.288721,907320,312,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.8662423366,0,0,0,5.4402825137,3.3752683862,4.7977038341,5.100615154,4.2517785937,3.4546982138,0,0,0,0,0,0,42.899092189,35.575756439,17.206942407,22.965502533,19.580404795,21.977959336,32.351409583,15.986737057,42.892010881,69.647998845,15.566923664,61.064200575,25.72067965,21.660801658,0,18.197956018,-0.051210956,5
0.429155,907318,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.6331119888,12.441670137,0,0,0,5.4214037807,3.5673200619,4.7893470111,4.9771215491,4.0086619666,3.2892426737,0,0,0,0,0,0,36.693688282,29.726645694,19.747854389,26.245128636,21.145768467,44.145461291,39.009333083,21.11198288,47.476057988,46.347388499,14.07548477,63.950409189,27.299347944,19.872966614,0,0,0.9836627482,1
