IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,REC_R_HSA_3928578_CSV,GO_0002223,GO_0006977,GO_0006977_EXP,GO_0007095_EXP,GO_0034976_EXP,GO_0042981_EXP,GO_0043547,GO_0043547_EXP,GO_2000378,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_MYLK3,PKA_109_ASA_X_Fingerprint_611,PKA_109_CSV_X_Fingerprint_611,PKA_109_ENG_X_Fingerprint_611,PKA_109_POL_X_Fingerprint_611,PKA_155_HYD_X_Fingerprint_611,PKA_214_ASA_X_Fingerprint_658,EXP_CDK10_X_EXP_ETS2,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_CSF2RA,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_PAG1,EXP_LYN_X_EXP_PLA2G4A,EXP_LYN_X_EXP_SNCA,EXP_MAP2K4_X_EXP_FASLG,EXP_MAP2K4_X_EXP_NFKB1,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,EXP_STK24_X_EXP_STRN4,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,GO_0001525_EXP_X_GO_0030036_EXP,Predicted IC50,Validation
-0.54112,753573,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.4851102753,0,0,0,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,3.0256244141,0,0,0,0,0,0,37.470943083,33.939273013,8.1404222615,10.047564102,9.0193015036,8.23629211,22.659733551,18.708871019,47.631133809,51.562673738,14.99654572,54.830559102,23.702977062,17.069611635,0,0,-1.709532505,7
1.100945,946354,1046,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,0,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,1.6421638757,6
2.980073,1503368,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.503313294,1,8.2944817855,0,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,3.0278739624,0,0,0,0,0,0,40.529346704,35.744662406,22.874819109,26.883136523,35.025957178,40.691464417,24.631826593,16.604214862,45.652816134,56.582985478,24.139184331,58.735802082,21.843740999,17.69842818,0,0,2.5030591868,7
4.893149,753574,1039,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7.4851696122,1,3.6336053876,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,0,0,0,0,0,0,37.925182381,35.320281037,18.810192724,26.375407412,31.916948362,31.241586511,47.845038218,15.700814412,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,19.294709075,0,17.181024469,5.0037247045,7
3.869392,946354,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,44,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,3.7302245671,1
5.330323,907318,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.6331119888,12.441670137,0,0,0,5.4214037807,3.5673200619,4.7893470111,4.9771215491,4.0086619666,3.2892426737,0,0,0,0,0,0,36.693688282,29.726645694,19.747854389,26.245128636,21.145768467,44.145461291,39.009333083,21.11198288,47.476057988,46.347388499,14.07548477,63.950409189,27.299347944,19.872966614,0,0,5.1448846575,9
1.274346,753622,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.4058295189,0,0,1,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,0,0,0,0,0,0,40.686801564,32.822039405,20.090363434,21.776462374,26.300779705,20.174867743,47.763143126,18.357017,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,17.609705452,0,9.7175372151,1.7054211565,8
4.493524,753559,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.2823987688,0,0,0,0,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,0,0,0,0,0,0,31.230931442,30.378416608,35.72684775,23.488707482,31.289993658,34.300709757,44.768154421,20.155352701,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,14.837014992,0,0,4.7945712097,7
3.659037,907319,279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.823146,1,0,0,0,3.289108413,0,0,0,0,5.341572257,3.4002064326,4.6533349612,4.505848874,3.7916810195,3.1049879229,0,0,0,0,0,0,46.138780692,33.348001217,27.231835686,28.737611365,34.111589148,27.40564332,59.77115638,18.763277832,53.119537213,68.628852373,17.555586719,59.878646709,24.771965637,17.357213554,0,0,3.2322599314,3
3.926662,1503371,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.897567984,0,0,0,5.2295547327,3.188249988,4.8276379688,3.6743306374,4.8167929067,3.1563935563,0,0,0,0,0,0,32.813726506,30.215229092,19.966207198,25.950181737,47.413087615,62.81600691,51.19120625,20.135915449,52.91423071,38.333601774,17.665154658,48.021200131,20.719522624,14.085704665,0,0,4.4908233557,9
4.258419,753559,293,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.2823987688,0,0,0,0,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,0,0,0,0,0,0,31.230931442,30.378416608,35.72684775,23.488707482,31.289993658,34.300709757,44.768154421,20.155352701,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,14.837014992,0,0,4.0081339579,2
1.940603,753559,38,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2823987688,0,0,0,0,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,0,0,0,0,0,0,31.230931442,30.378416608,35.72684775,23.488707482,31.289993658,34.300709757,44.768154421,20.155352701,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,14.837014992,0,0,1.5465430645,9
3.090096,1298222,1021,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5320793637,0,0,0,6.5292812219,3.5597350877,4.8249656716,4.6594428478,4.5737122337,3.1942956833,0,0,0,0,0,0,41.034571632,36.279037196,13.697367618,17.498484951,15.751986218,13.972775211,17.679174057,22.600259401,58.811102116,41.669947139,22.853771926,53.99432896,22.474921474,16.838524677,0,0,2.7291200465,4
0.725466,753623,312,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4230752411,0,0,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,0,0,0,0,0,0,38.433288531,28.822284203,17.7251058,21.275644803,25.220844063,17.491044412,25.64544926,16.424289223,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,16.044557495,0,0,0.8973499569,7
4.855401,753622,1043,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4058295189,0,0,1,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,0,0,0,0,0,0,40.686801564,32.822039405,20.090363434,21.776462374,26.300779705,20.174867743,47.763143126,18.357017,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,17.609705452,0,9.7175372151,4.6255812347,6
3.377164,946355,176,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.787478,0,0,0,0,0,28.101780067,0,0,0,5.7083121846,3.3886562218,4.1830750356,4.1744329281,4.6989945689,2.853938978,0,0,0,0,0,0,35.670427482,26.272014962,23.56896404,31.586942691,31.295946031,35.393693506,48.960702567,21.543986102,59.152561548,50.409011872,13.811659389,55.370721903,23.494731646,17.119191136,0,0,3.3182060157,9
0.319987,907317,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.1714193156,0,0,9.5071171524,0,0,0,6.8957675112,3.3023972851,4.7173848352,4.1843673085,4.053723523,3.2246881343,0,0,0,0,0,0,46.888462531,34.916199772,23.812750867,29.466119861,26.115702867,25.127749576,39.805324795,18.096017258,48.434315733,47.900469444,16.012152372,56.745482048,23.186516339,17.949134672,0,0,-0.35980156,9
0.098117,907321,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2322831926,0,0,0,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,3.2388993702,0,0,0,0,0,0,51.256157198,33.20515838,25.413555138,31.919255478,25.893872851,24.805325499,48.573572888,18.446116644,56.965652394,50.647882177,18.061792449,57.159554518,21.414350502,17.250452004,0,0,-0.682086607,4
3.356004,1503365,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3200520201,3.3886339159,4.2308596188,3.9500278546,4.9600948329,3.1029731471,0,0,0,0,0,0,38.321512818,37.186048148,22.719036923,30.434273035,46.31355248,50.256600056,25.750513648,17.152530843,50.674198086,69.427700743,15.988986509,51.165712675,22.169519822,15.101253773,0,0,4.0963091145,1
0.569201,946354,1010,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.6202638095,0,0,9.7715569858,0,0,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,0,0,0,0,0,0,44.995545948,39.32400324,23.619194946,28.44523275,33.060595308,33.135215368,35.302522685,17.572877968,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,17.9821705,0,0,-0.461753376,2
5.884879,735784,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,5.338888905,2
1.571447,753559,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2823987688,0,0,0,0,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,0,0,0,0,0,0,31.230931442,30.378416608,35.72684775,23.488707482,31.289993658,34.300709757,44.768154421,20.155352701,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,14.837014992,0,0,3.3838954412,3
-0.445813,753623,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4230752411,0,0,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,0,0,0,0,0,0,38.433288531,28.822284203,17.7251058,21.275644803,25.220844063,17.491044412,25.64544926,16.424289223,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,16.044557495,0,0,0.4972455339,9
2.942277,753574,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.4851696122,1,3.6336053876,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,0,0,0,0,0,0,37.925182381,35.320281037,18.810192724,26.375407412,31.916948362,31.241586511,47.845038218,15.700814412,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,19.294709075,0,17.181024469,2.3835940361,2
0.885203,753555,1242,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,0,0,0,0,0,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,0.8805084253,7
2.67572,753573,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.4851102753,0,0,0,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,3.0256244141,0,0,0,0,0,0,37.470943083,33.939273013,8.1404222615,10.047564102,9.0193015036,8.23629211,22.659733551,18.708871019,47.631133809,51.562673738,14.99654572,54.830559102,23.702977062,17.069611635,0,0,1.987038643,2
4.071218,946355,1219,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.787478,0,0,0,0,0,28.101780067,0,0,0,5.7083121846,3.3886562218,4.1830750356,4.1744329281,4.6989945689,2.853938978,0,0,0,0,0,0,35.670427482,26.272014962,23.56896404,31.586942691,31.295946031,35.393693506,48.960702567,21.543986102,59.152561548,50.409011872,13.811659389,55.370721903,23.494731646,17.119191136,0,0,2.4662617258,5
0.170728,753574,312,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4851696122,1,3.6336053876,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,0,0,0,0,0,0,37.925182381,35.320281037,18.810192724,26.375407412,31.916948362,31.241586511,47.845038218,15.700814412,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,19.294709075,0,17.181024469,0.7794790078,10
3.584063,753575,1050,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3649364359,0,0,0,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,3.0461556778,0,0,0,0,0,0,34.478320985,32.507598009,21.345146435,33.272827096,33.217715304,43.968978091,42.169192174,21.093522317,57.076270068,42.626133901,12.764093331,54.652391516,20.999830585,16.690648246,0,0,3.3352380809,8
4.763099,735784,295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.813307,0,0,0,6.4039760326,0,9.6772447164,0,0,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,0,0,0,0,0,0,36.30643597,31.059633613,22.214768764,29.878528877,23.722539579,42.762919363,56.38201438,18.362884472,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,15.771576699,0,0,5.2558171396,7
2.596804,1503368,288,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3.503313294,1,8.2944817855,0,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,3.0278739624,0,0,0,0,0,0,40.529346704,35.744662406,22.874819109,26.883136523,35.025957178,40.691464417,24.631826593,16.604214862,45.652816134,56.582985478,24.139184331,58.735802082,21.843740999,17.69842818,0,0,2.558171778,6
2.588402,753559,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2823987688,0,0,0,0,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,0,0,0,0,0,0,31.230931442,30.378416608,35.72684775,23.488707482,31.289993658,34.300709757,44.768154421,20.155352701,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,14.837014992,0,0,2.0883458098,3
5.502434,753575,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.3649364359,0,0,0,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,3.0461556778,0,0,0,0,0,0,34.478320985,32.507598009,21.345146435,33.272827096,33.217715304,43.968978091,42.169192174,21.093522317,57.076270068,42.626133901,12.764093331,54.652391516,20.999830585,16.690648246,0,0,6.339931362,6
1.893817,753576,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,9.7700546369,11.154907696,0,0,0,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,3.2327676618,0,0,0,0,0,0,28.925822039,28.923110296,19.256844929,24.921579429,23.567611741,27.517094082,62.533642912,19.173561497,49.923276612,44.409497688,14.464529936,58.210199543,23.635489093,18.272040658,0,0,2.2470859905,3
-4.823087,1298359,1057,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.8586363428,0,0,0,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,3.1840598406,0,0,0,0,0,0,41.255761129,27.084211379,21.919894282,27.97412117,35.207808413,58.520015538,59.146965298,22.086076303,60.315159371,53.12582213,15.529684952,57.557009635,20.549963461,18.90453597,49.499720914,0,-3.128312892,4
3.410438,1240167,257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5.3986137668,0,5.3986137668,0,0,0,6.0968373432,3.5682214766,4.5571080159,5.1808507417,4.9303094614,3.1553400879,0,0,0,0,0,0,35.971898331,30.876209516,17.206680846,21.403746186,28.232066739,20.295876266,42.525807512,19.962770373,53.46307072,44.421784799,14.172614688,54.222128525,25.626339311,16.152558717,0,0,2.9133935185,1
4.579254,907321,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,8.2322831926,0,0,0,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,3.2388993702,0,0,0,0,0,0,51.256157198,33.20515838,25.413555138,31.919255478,25.893872851,24.805325499,48.573572888,18.446116644,56.965652394,50.647882177,18.061792449,57.159554518,21.414350502,17.250452004,0,0,5.5266563816,9
4.135116,753555,1043,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5292712426,11.39094966,0,0,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,0,0,0,0,0,0,39.730845327,28.315689227,29.14409551,35.351536954,36.120207672,37.36220774,47.286668252,23.184499751,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,16.213711392,0,0,4.3592238148,9
-0.22855,753614,1059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.506070961,1,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.1659823641,0,0,0,0,0,0,43.226268881,33.355796409,22.824198955,31.44539114,26.08253824,43.106706724,26.648623189,19.468798468,51.775737179,73.946117809,20.552598801,59.258827414,34.229611018,20.329618945,0,25.831426639,0.5268029791,8
1.644202,753621,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4333362406,5.324511614,0,0,0,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,3.0829764634,0,0,0,0,0,0,28.413446254,32.009296284,20.096959364,44.020696985,30.357294875,22.248635953,33.729070834,19.290067662,48.401647843,57.411584612,15.946768295,53.98165348,22.791062113,16.611132307,0,0,1.3783112199,4
1.204662,753621,308,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.4333362406,5.324511614,0,0,0,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,3.0829764634,0,0,0,0,0,0,28.413446254,32.009296284,20.096959364,44.020696985,30.357294875,22.248635953,33.729070834,19.290067662,48.401647843,57.411584612,15.946768295,53.98165348,22.791062113,16.611132307,0,0,2.6082906766,5
3.294146,753614,275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.506070961,1,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.1659823641,0,0,0,0,0,0,43.226268881,33.355796409,22.824198955,31.44539114,26.08253824,43.106706724,26.648623189,19.468798468,51.775737179,73.946117809,20.552598801,59.258827414,34.229611018,20.329618945,0,25.831426639,3.8515662149,5
