
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 3.4760
2    1 0.01014 3.1670
3    1 0.01858 2.8860
4    1 0.02561 2.6300
5    1 0.03146 2.3960
6    1 0.03633 2.1830
7    1 0.04038 1.9890
8    1 0.04375 1.8130
9    1 0.04656 1.6510
10   1 0.04889 1.5050
11   1 0.05083 1.3710
12   1 0.05244 1.2490
13   1 0.05378 1.1380
14   1 0.05489 1.0370
15   1 0.05582 0.9450
16   1 0.05658 0.8611
17   1 0.05722 0.7846
18   1 0.05775 0.7149
19   1 0.05820 0.6514
20   1 0.05856 0.5935
21   1 0.05887 0.5408
22   1 0.05912 0.4927
23   1 0.05933 0.4490
24   1 0.05950 0.4091
25   1 0.05965 0.3727
26   2 0.06025 0.3396
27   3 0.06975 0.3095
28   3 0.08238 0.2820
29   3 0.09315 0.2569
30   3 0.10230 0.2341
31   4 0.11280 0.2133
32   5 0.12550 0.1943
33   5 0.13640 0.1771
34   6 0.14790 0.1614
35   6 0.15850 0.1470
36   7 0.16800 0.1340
37   9 0.17900 0.1221
38   9 0.19110 0.1112
39  11 0.20240 0.1013
40  13 0.21470 0.0923
41  13 0.22570 0.0841
42  16 0.23730 0.0767
43  17 0.24940 0.0698
44  19 0.26040 0.0636
45  21 0.27240 0.0580
46  21 0.28310 0.0528
47  22 0.29310 0.0481
48  22 0.30190 0.0439
49  25 0.31000 0.0400
50  26 0.31980 0.0364
51  27 0.32850 0.0332
52  28 0.33660 0.0302
53  30 0.34470 0.0276
54  30 0.35310 0.0251
55  30 0.36010 0.0229
56  30 0.36600 0.0208
57  31 0.37110 0.0190
58  31 0.37530 0.0173
59  31 0.37890 0.0158
60  31 0.38190 0.0144
61  31 0.38440 0.0131
62  31 0.38650 0.0119
63  31 0.38830 0.0109
64  31 0.38980 0.0099
65  31 0.39100 0.0090
66  32 0.39210 0.0082
67  32 0.39310 0.0075
68  32 0.39390 0.0068
69  32 0.39460 0.0062
70  32 0.39520 0.0057
71  32 0.39560 0.0052
72  32 0.39600 0.0047
73  32 0.39640 0.0043
74  32 0.39670 0.0039
75  32 0.39690 0.0036
76  32 0.39710 0.0032
77  32 0.39720 0.0030
78  32 0.39740 0.0027
79  32 0.39750 0.0025
80  33 0.39760 0.0022
81  33 0.39770 0.0020
82  33 0.39780 0.0019
83  33 0.39790 0.0017
84  33 0.39790 0.0015
85  33 0.39800 0.0014
86  33 0.39800 0.0013
87  33 0.39810 0.0012
88  33 0.39810 0.0011
89  33 0.39810 0.0010
90  33 0.39810 0.0009
91  32 0.39820 0.0008
92  32 0.39820 0.0007
93  32 0.39820 0.0007
94  32 0.39820 0.0006
95  33 0.39820 0.0006
96  33 0.39820 0.0005
97  33 0.39820 0.0005
98  33 0.39820 0.0004
99  33 0.39820 0.0004
100 33 0.39820 0.0003
