
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 55.620
2    1 0.00558 50.680
3    1 0.01087 46.180
4    1 0.01583 42.070
5    1 0.02046 38.340
6    1 0.02476 34.930
7    1 0.02873 31.830
8    1 0.03236 29.000
9    1 0.03567 26.420
10   1 0.03867 24.080
11   1 0.04138 21.940
12   1 0.04380 19.990
13   1 0.04597 18.210
14   1 0.04788 16.590
15   1 0.04958 15.120
16   1 0.05107 13.780
17   1 0.05238 12.550
18   1 0.05352 11.440
19   1 0.05451 10.420
20   1 0.05537  9.496
21   1 0.05611  8.653
22   1 0.05675  7.884
23   1 0.05730  7.184
24   1 0.05777  6.545
25   1 0.05817  5.964
26   2 0.05923  5.434
27   3 0.06081  4.951
28   4 0.06307  4.511
29   4 0.06573  4.111
30   5 0.06874  3.745
31   6 0.07201  3.413
32   6 0.07591  3.110
33   6 0.07991  2.833
34   7 0.08410  2.582
35   9 0.08916  2.352
36  10 0.09482  2.143
37  10 0.10060  1.953
38  12 0.10660  1.779
39  13 0.11320  1.621
40  14 0.12010  1.477
41  15 0.12730  1.346
42  15 0.13470  1.226
43  16 0.14230  1.118
44  17 0.15010  1.018
45  17 0.15800  0.928
46  18 0.16600  0.845
47  20 0.17430  0.770
48  23 0.18270  0.702
49  24 0.19140  0.640
50  26 0.20030  0.583
51  26 0.20920  0.531
52  27 0.21820  0.484
53  27 0.22710  0.441
54  27 0.23580  0.402
55  28 0.24430  0.366
56  30 0.25290  0.333
57  30 0.26140  0.304
58  30 0.26970  0.277
59  30 0.27780  0.252
60  32 0.28560  0.230
61  32 0.29330  0.209
62  32 0.30060  0.191
63  32 0.30770  0.174
64  32 0.31450  0.158
65  32 0.32100  0.144
66  32 0.32720  0.132
67  32 0.33310  0.120
68  32 0.33860  0.109
69  33 0.34380  0.099
70  33 0.34870  0.091
71  33 0.35330  0.083
72  33 0.35760  0.075
73  33 0.36160  0.069
74  33 0.36530  0.062
75  33 0.36870  0.057
76  33 0.37180  0.052
77  33 0.37460  0.047
78  33 0.37720  0.043
79  33 0.37960  0.039
80  33 0.38180  0.036
81  33 0.38370  0.033
82  33 0.38550  0.030
83  33 0.38700  0.027
84  33 0.38840  0.025
85  33 0.38970  0.022
86  33 0.39080  0.020
87  33 0.39180  0.019
88  33 0.39260  0.017
89  33 0.39340  0.015
90  33 0.39400  0.014
91  33 0.39460  0.013
92  33 0.39510  0.012
93  33 0.39560  0.011
94  33 0.39600  0.010
95  33 0.39630  0.009
96  33 0.39660  0.008
97  33 0.39680  0.007
98  33 0.39700  0.007
99  33 0.39720  0.006
100 33 0.39740  0.006
