
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 0.73790
2   1 0.007999 0.67230
3   1 0.014830 0.61260
4   1 0.020650 0.55820
5   2 0.029800 0.50860
6   2 0.038480 0.46340
7   3 0.045840 0.42230
8   3 0.055420 0.38470
9   3 0.063520 0.35060
10  4 0.074880 0.31940
11  6 0.087570 0.29100
12  9 0.100100 0.26520
13 11 0.113700 0.24160
14 11 0.127100 0.22020
15 13 0.138500 0.20060
16 15 0.149100 0.18280
17 16 0.158800 0.16650
18 19 0.168400 0.15170
19 20 0.177000 0.13830
20 21 0.184700 0.12600
21 23 0.191600 0.11480
22 26 0.200600 0.10460
23 26 0.208500 0.09530
24 29 0.216600 0.08684
25 28 0.223900 0.07912
26 30 0.230400 0.07209
27 31 0.236400 0.06569
28 33 0.242100 0.05985
29 34 0.247800 0.05454
30 36 0.253300 0.04969
31 37 0.258600 0.04528
32 37 0.263200 0.04125
33 38 0.266900 0.03759
34 38 0.270100 0.03425
35 39 0.272900 0.03121
36 40 0.275300 0.02844
37 41 0.277600 0.02591
38 42 0.279500 0.02361
39 43 0.281000 0.02151
40 44 0.282500 0.01960
41 45 0.284000 0.01786
42 46 0.285300 0.01627
43 47 0.286400 0.01483
44 47 0.287300 0.01351
45 47 0.288100 0.01231
46 47 0.288800 0.01122
47 48 0.289400 0.01022
48 48 0.289800 0.00931
49 48 0.290300 0.00848
50 48 0.290600 0.00773
51 48 0.290900 0.00704
52 48 0.291100 0.00642
53 48 0.291300 0.00585
54 48 0.291500 0.00533
55 48 0.291600 0.00486
56 48 0.291700 0.00442
57 48 0.291800 0.00403
58 48 0.291900 0.00367
59 48 0.291900 0.00335
60 48 0.292000 0.00305
61 48 0.292000 0.00278
62 48 0.292100 0.00253
63 48 0.292100 0.00231
64 48 0.292100 0.00210
65 48 0.292100 0.00192
66 48 0.292200 0.00174
67 48 0.292200 0.00159
68 48 0.292200 0.00145
69 48 0.292200 0.00132
70 48 0.292200 0.00120
71 48 0.292200 0.00110
72 48 0.292200 0.00100
73 48 0.292200 0.00091
74 48 0.292200 0.00083
75 48 0.292200 0.00076
76 48 0.292200 0.00069
77 48 0.292200 0.00063
78 48 0.292200 0.00057
