
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 9.7290
2    1 0.000354 8.8640
3    1 0.000738 8.0770
4    2 0.001436 7.3590
5    2 0.002200 6.7060
6    3 0.003226 6.1100
7    3 0.004369 5.5670
8    4 0.005707 5.0730
9    5 0.007232 4.6220
10   5 0.008999 4.2110
11   6 0.010950 3.8370
12   7 0.013160 3.4960
13   7 0.015570 3.1860
14   8 0.018160 2.9030
15  11 0.021150 2.6450
16  14 0.024570 2.4100
17  14 0.028280 2.1960
18  14 0.032190 2.0010
19  17 0.036440 1.8230
20  19 0.041000 1.6610
21  19 0.045770 1.5130
22  20 0.050780 1.3790
23  22 0.056010 1.2570
24  24 0.061490 1.1450
25  27 0.067200 1.0430
26  27 0.073100 0.9505
27  30 0.079220 0.8661
28  31 0.085490 0.7891
29  31 0.091870 0.7190
30  32 0.098350 0.6551
31  33 0.104900 0.5969
32  34 0.111600 0.5439
33  36 0.118400 0.4956
34  37 0.125200 0.4516
35  37 0.132000 0.4114
36  37 0.138700 0.3749
37  38 0.145400 0.3416
38  39 0.152100 0.3112
39  41 0.158700 0.2836
40  41 0.165100 0.2584
41  41 0.171400 0.2354
42  41 0.177500 0.2145
43  41 0.183500 0.1955
44  41 0.189200 0.1781
45  42 0.194800 0.1623
46  43 0.200300 0.1479
47  44 0.205600 0.1347
48  43 0.210700 0.1228
49  44 0.215600 0.1119
50  43 0.220400 0.1019
51  44 0.224900 0.0929
52  45 0.229300 0.0846
53  46 0.233600 0.0771
54  46 0.237700 0.0703
55  46 0.241500 0.0640
56  48 0.245300 0.0583
57  47 0.248900 0.0531
58  47 0.252200 0.0484
59  48 0.255400 0.0441
60  48 0.258400 0.0402
61  48 0.261300 0.0366
62  48 0.264000 0.0334
63  47 0.266600 0.0304
64  47 0.268900 0.0277
65  48 0.271200 0.0253
66  48 0.273200 0.0230
67  48 0.275200 0.0210
68  47 0.276900 0.0191
69  48 0.278500 0.0174
70  48 0.280000 0.0159
71  48 0.281300 0.0144
72  48 0.282600 0.0132
73  48 0.283700 0.0120
74  48 0.284700 0.0109
75  48 0.285700 0.0100
76  48 0.286500 0.0091
77  48 0.287200 0.0083
78  48 0.287900 0.0075
79  48 0.288400 0.0069
80  48 0.288900 0.0063
81  48 0.289400 0.0057
82  48 0.289800 0.0052
83  48 0.290100 0.0047
84  48 0.290400 0.0043
85  48 0.290700 0.0039
86  48 0.290900 0.0036
87  48 0.291100 0.0033
88  48 0.291300 0.0030
89  48 0.291400 0.0027
90  48 0.291600 0.0025
91  48 0.291700 0.0022
92  48 0.291800 0.0020
93  48 0.291800 0.0019
94  48 0.291900 0.0017
95  48 0.292000 0.0015
96  48 0.292000 0.0014
97  48 0.292000 0.0013
98  48 0.292100 0.0012
99  48 0.292100 0.0011
100 48 0.292100 0.0010
