
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 532.10
2    1 0.003197 484.90
3    1 0.005980 441.80
4    2 0.009530 402.50
5    2 0.013800 366.80
6    2 0.017510 334.20
7    2 0.020740 304.50
8    2 0.023520 277.40
9    2 0.025930 252.80
10   2 0.028000 230.30
11   2 0.029780 209.90
12   2 0.031300 191.20
13   2 0.032600 174.20
14   2 0.033710 158.80
15   4 0.035270 144.70
16   5 0.037600 131.80
17   5 0.039780 120.10
18   5 0.041660 109.40
19   6 0.043780  99.71
20   6 0.045640  90.85
21   6 0.047290  82.78
22   7 0.048860  75.43
23   7 0.050370  68.73
24   8 0.051730  62.62
25   9 0.053380  57.06
26   9 0.054920  51.99
27   9 0.056310  47.37
28   9 0.057640  43.16
29   9 0.058940  39.33
30   8 0.060090  35.83
31   8 0.060900  32.65
32   8 0.061590  29.75
33   8 0.062190  27.11
34   8 0.062710  24.70
35   8 0.063160  22.50
36   8 0.063540  20.51
37   8 0.063870  18.68
38   8 0.064150  17.02
39   8 0.064380  15.51
40   8 0.064590  14.13
41   9 0.064850  12.88
42   9 0.065250  11.73
43  11 0.065720  10.69
44  13 0.066390   9.74
45  15 0.067550   8.88
46  19 0.069430   8.09
47  21 0.071340   7.37
48  21 0.073230   6.71
49  23 0.075180   6.12
50  26 0.077490   5.58
51  27 0.079980   5.08
52  27 0.082590   4.63
53  27 0.085170   4.22
54  28 0.088030   3.84
55  28 0.090940   3.50
56  29 0.093960   3.19
57  30 0.097080   2.91
58  32 0.100400   2.65
59  32 0.103800   2.41
60  33 0.107300   2.20
61  33 0.110900   2.00
62  36 0.114500   1.82
63  36 0.118300   1.66
64  37 0.122100   1.52
65  39 0.126000   1.38
66  39 0.130000   1.26
67  40 0.133900   1.15
68  40 0.137900   1.04
69  40 0.141800   0.95
70  40 0.145700   0.87
71  41 0.149600   0.79
72  43 0.153400   0.72
73  43 0.157100   0.66
74  43 0.160700   0.60
75  44 0.164200   0.54
76  46 0.167600   0.50
77  46 0.170800   0.45
78  47 0.173900   0.41
79  47 0.176900   0.38
80  48 0.179800   0.34
81  48 0.182500   0.31
82  49 0.185100   0.28
83  49 0.187500   0.26
84  50 0.189800   0.24
85  49 0.192000   0.21
86  50 0.194000   0.20
87  50 0.195900   0.18
88  50 0.197700   0.16
89  51 0.199300   0.15
90  52 0.200900   0.13
91  52 0.202400   0.12
92  52 0.203800   0.11
93  54 0.205200   0.10
94  54 0.206400   0.09
95  55 0.207600   0.08
96  55 0.208600   0.08
97  55 0.209600   0.07
98  55 0.210600   0.06
99  56 0.211500   0.06
100 55 0.212300   0.05
