
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 2.99900
2   6 0.007296 2.73300
3   9 0.018120 2.49000
4  14 0.031420 2.26900
5  16 0.044270 2.06700
6  18 0.055960 1.88400
7  21 0.066700 1.71600
8  25 0.077700 1.56400
9  29 0.088850 1.42500
10 33 0.101300 1.29800
11 35 0.114400 1.18300
12 39 0.126600 1.07800
13 42 0.138100 0.98220
14 46 0.148800 0.89490
15 49 0.158300 0.81540
16 49 0.166700 0.74300
17 49 0.174000 0.67700
18 49 0.180300 0.61680
19 50 0.185800 0.56200
20 51 0.190500 0.51210
21 53 0.194600 0.46660
22 56 0.198100 0.42520
23 56 0.201100 0.38740
24 57 0.203700 0.35300
25 58 0.205900 0.32160
26 59 0.207800 0.29300
27 59 0.209400 0.26700
28 59 0.210800 0.24330
29 59 0.211900 0.22170
30 59 0.213200 0.20200
31 59 0.214300 0.18400
32 59 0.215200 0.16770
33 59 0.216000 0.15280
34 59 0.216700 0.13920
35 58 0.217300 0.12690
36 56 0.217800 0.11560
37 55 0.218200 0.10530
38 55 0.218500 0.09596
39 56 0.218800 0.08743
40 56 0.219100 0.07967
41 56 0.219300 0.07259
42 55 0.219500 0.06614
43 56 0.219600 0.06026
44 55 0.219700 0.05491
45 55 0.219800 0.05003
46 55 0.219900 0.04559
47 55 0.220000 0.04154
48 55 0.220100 0.03785
49 55 0.220100 0.03449
50 55 0.220200 0.03142
51 55 0.220200 0.02863
52 56 0.220300 0.02609
53 55 0.220300 0.02377
54 56 0.220300 0.02166
55 54 0.220300 0.01973
56 53 0.220300 0.01798
57 53 0.220400 0.01638
58 54 0.220400 0.01493
59 55 0.220400 0.01360
60 55 0.220400 0.01239
61 54 0.220400 0.01129
62 55 0.220400 0.01029
63 55 0.220400 0.00938
64 55 0.220400 0.00854
65 56 0.220400 0.00778
66 56 0.220400 0.00709
67 55 0.220400 0.00646
68 54 0.220400 0.00589
69 53 0.220400 0.00536
70 54 0.220400 0.00489
71 57 0.220400 0.00445
72 57 0.220400 0.00406
73 57 0.220500 0.00370
74 57 0.220500 0.00337
