IC50,Cancer,Drug,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
2.401662,1240212,306,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,10
3.073155,1298134,306,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
-0.668013,687505,308,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
0.574091,687506,308,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,1
3.555628,724839,308,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
-1.050866,906824,308,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
0.490523,906843,308,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,7
0.172866,907068,308,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
4.112575,930297,308,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
5.220584,930298,308,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
-0.105694,1240212,308,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,8
0.07649,1298134,308,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
2.863893,687505,309,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
4.315607,687506,309,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,9
5.288201,724839,309,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
3.032687,906824,309,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,7
4.803607,906843,309,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
5.195649,907068,309,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
6.244519,930297,309,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
6.58449,930298,309,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,3
4.423354,1240212,309,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
4.788941,1298134,309,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,5
0.447225,687505,312,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
0.84866,687506,312,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
1.060834,724839,312,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
0.125473,906824,312,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
0.410771,906843,312,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
0.355361,907068,312,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
1.192741,930297,312,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
1.528124,930298,312,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
-0.266428,1240212,312,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,9
0.46936,1298134,312,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
1.796172,687505,326,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
5.233893,687506,326,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
5.515085,724839,326,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
0.084186,906824,326,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,6
4.567156,906843,326,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,2
3.588832,907068,326,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
5.575382,930297,326,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
5.917078,930298,326,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
3.54544,1240212,326,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,10
4.691038,1298134,326,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
4.288887,687505,329,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,10
5.232117,687506,329,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
4.854632,724839,329,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,2
2.692351,906824,329,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,6
4.487059,906843,329,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
3.993578,907068,329,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
5.575382,930297,329,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,10
5.917168,930298,329,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
3.647858,1240212,329,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,4
4.814792,1298134,329,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
3.076125,687505,330,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
3.94805,687506,330,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
4.32244,724839,330,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,7
1.152357,906824,330,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
3.591477,906843,330,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,9
3.92788,907068,330,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
5.575382,930297,330,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
5.917168,930298,330,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
3.111729,1240212,330,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,9
3.14381,1298134,330,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
0.095879,687505,331,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
3.002776,687506,331,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,6
2.738968,724839,331,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
-0.849215,906824,331,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.005909,906843,331,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
1.42757,907068,331,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
3.689609,930297,331,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,7
5.66792,930298,331,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
1.239036,1240212,331,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
3.36433,1298134,331,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
2.637468,687505,345,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
4.756305,687506,345,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
5.148159,724839,345,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
4.722765,906824,345,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
4.595687,906843,345,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,7
5.350152,907068,345,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
6.199674,930297,345,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
6.505031,930298,345,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
5.453521,1240212,345,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
4.686968,1298134,345,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
0.252631,687505,1010,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
0.838366,687506,1010,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
2.506235,724839,1010,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,5
0.4332,906824,1010,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
-0.180769,906843,1010,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
-0.177048,907068,1010,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,7
2.421822,930297,1010,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
1.736261,930298,1010,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,5
0.992523,946357,1010,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,5
0.776019,1240212,1010,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
1.24288,1298134,1010,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
3.242462,687505,1013,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
3.599744,687506,1013,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
3.865109,724839,1013,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,2
1.875673,906824,1013,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
2.374419,906843,1013,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
2.758372,907068,1013,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
3.942228,930297,1013,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
4.284013,930298,1013,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
2.48759,946357,1013,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,3
2.454391,1298134,1013,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
2.871859,687505,1015,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,3
1.775422,687506,1015,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
2.624462,724839,1015,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,3
2.871922,906824,1015,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.97792,906843,1015,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
2.596193,907068,1015,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
3.662708,930297,1015,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
4.037983,930298,1015,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
1.739672,946357,1015,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,1
-0.812389,687505,1019,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
0.170651,687506,1019,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,1
-1.619369,724839,1019,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
-0.829439,906824,1019,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
0.98617,906843,1019,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
2.925975,907068,1019,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
3.85113,930297,1019,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
3.373109,930298,1019,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
2.493211,946357,1019,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
1.560269,1240212,1019,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
1.422156,1298134,1019,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
1.719421,687505,1021,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
0.616808,687506,1021,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
1.033058,906824,1021,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.186612,906843,1021,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,9
2.958064,907068,1021,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
2.122911,930297,1021,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
2.376327,930298,1021,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
0.789036,946357,1021,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,8
1.773051,1240212,1021,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,4
0.515284,1298134,1021,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
-1.985869,687505,1022,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
-2.55886,687506,1022,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
-3.130332,724839,1022,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,10
-2.180316,906824,1022,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,8
-0.319864,906843,1022,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,7
-0.627223,907068,1022,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,3
-0.024071,930297,1022,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,8
-0.263989,930298,1022,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
-1.230573,946357,1022,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,10
-0.845847,1240212,1022,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,1
-0.462208,1298134,1022,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
2.129167,687505,1023,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
1.098656,687506,1023,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
-1.578047,724839,1023,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,7
1.167919,906824,1023,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
1.956468,906843,1023,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,4
1.4236,907068,1023,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,10
1.102668,930297,1023,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
1.804576,930298,1023,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
2.860309,946357,1023,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
2.13112,1240212,1023,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,10
1.540105,1298134,1023,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
-0.55637,687505,1024,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
-1.383121,687506,1024,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
-0.316577,724839,1024,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
-1.900542,906824,1024,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,8
0.124504,906843,1024,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
-0.812626,907068,1024,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
0.519061,930297,1024,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,9
-1.464638,930298,1024,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
-1.293987,946357,1024,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
-0.923609,1240212,1024,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,9
-0.655991,1298134,1024,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
4.8519,687505,1025,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
5.064622,906824,1025,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.700571,907068,1025,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
5.358259,930297,1025,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
4.888994,930298,1025,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
4.455939,946357,1025,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,8
3.21599,687505,1028,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
3.591184,687506,1028,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
3.878063,724839,1028,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
2.886614,906824,1028,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,2
2.356764,906843,1028,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
3.356519,907068,1028,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
3.939596,930297,1028,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
4.263225,930298,1028,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
2.751106,946357,1028,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,8
3.150185,1240212,1028,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,8
2.299105,1298134,1028,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
2.45424,687505,1029,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
3.268336,687506,1029,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
1.155211,724839,1029,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,1
3.078867,906824,1029,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
2.819138,906843,1029,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
2.857531,907068,1029,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,7
2.337441,930297,1029,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
4.08747,930298,1029,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
2.688641,946357,1029,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
1.850171,1240212,1029,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,4
2.021837,1298134,1029,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,8
4.16567,687505,1030,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
3.772761,687506,1030,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
5.247524,724839,1030,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,2
4.00212,906824,1030,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,8
2.640365,906843,1030,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
3.827687,907068,1030,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
5.551666,930297,1030,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
4.13003,930298,1030,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
3.546892,946357,1030,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,8
3.52201,1240212,1030,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,9
4.611177,1298134,1030,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
3.079739,687505,1037,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
2.967237,687506,1037,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
2.831384,724839,1037,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,3
1.665931,906824,1037,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,5
0.834053,906843,1037,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
1.919281,907068,1037,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
3.561716,930297,1037,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
2.523582,930298,1037,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
0.743734,946357,1037,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
1.627341,1240212,1037,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,10
1.699551,1298134,1037,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
2.568908,687505,1038,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
2.894451,687506,1038,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
3.315961,724839,1038,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,7
2.197149,906824,1038,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.681597,906843,1038,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
2.453698,907068,1038,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
3.518634,930297,1038,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
2.878977,930298,1038,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
1.846186,946357,1038,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
2.37796,1240212,1038,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,9
3.218232,1298134,1038,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
4.577833,687505,1039,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
5.210176,687506,1039,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,6
5.501967,724839,1039,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,9
5.096674,906824,1039,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
4.682358,906843,1039,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,7
4.658091,907068,1039,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,10
5.893451,930298,1039,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
4.454981,946357,1039,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
3.888909,687505,1042,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
3.549976,687506,1042,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
2.001373,724839,1042,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,9
2.682411,906824,1042,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
4.424837,906843,1042,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
3.523117,907068,1042,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
3.054405,930297,1042,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,9
5.635599,930298,1042,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
3.789592,946357,1042,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,8
3.671213,1240212,1042,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,2
2.944535,1298134,1042,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
4.125015,687505,1043,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
5.098308,687506,1043,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
3.010915,724839,1043,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,10
4.100418,906824,1043,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.57782,906843,1043,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
4.451064,907068,1043,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
5.314933,930297,1043,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,7
5.773492,930298,1043,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,3
4.267179,946357,1043,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
4.387221,1240212,1043,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,10
4.429852,1298134,1043,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
2.576153,687505,1046,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
3.120188,687506,1046,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
2.01605,906824,1046,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
1.816873,906843,1046,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
1.815462,907068,1046,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,3
3.744662,930297,1046,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
2.470246,930298,1046,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,5
2.57999,946357,1046,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
3.153716,1240212,1046,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
3.125966,1298134,1046,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
3.242462,687505,1049,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
3.598915,687506,1049,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
3.780984,724839,1049,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,5
2.919471,906824,1049,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
1.807954,906843,1049,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
3.365458,907068,1049,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
3.904024,930297,1049,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
4.284013,930298,1049,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,3
2.26452,946357,1049,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,7
3.153716,1240212,1049,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,2
1.576345,1298134,1049,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
2.640904,687505,1050,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
2.738102,687506,1050,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
2.704884,724839,1050,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,7
1.761194,906824,1050,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
3.662789,906843,1050,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
3.85327,907068,1050,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
3.023224,930298,1050,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
0.089056,946357,1050,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
3.187698,687505,1052,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
2.434778,687506,1052,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,9
2.12733,724839,1052,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
1.800969,906824,1052,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.913446,906843,1052,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
2.585581,907068,1052,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
2.958009,930297,1052,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
2.043671,930298,1052,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
3.569665,946357,1052,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,10
3.781418,1240212,1052,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
3.384532,1298134,1052,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
3.085294,687505,1053,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
