
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 37.580
2     1 0.00178 34.240
3     1 0.00327 31.200
4     2 0.00714 28.430
5     2 0.01240 25.900
6     2 0.01685 23.600
7     3 0.02130 21.510
8     3 0.02688 19.600
9     3 0.03158 17.860
10    4 0.03565 16.270
11    5 0.04168 14.820
12    6 0.04753 13.510
13    6 0.05271 12.310
14    7 0.05742 11.210
15    7 0.06179 10.220
16    7 0.06545  9.310
17    7 0.06852  8.483
18    8 0.07113  7.729
19   10 0.07390  7.042
20   11 0.07678  6.417
21   11 0.07924  5.847
22   11 0.08132  5.327
23   12 0.08311  4.854
24   14 0.08476  4.423
25   15 0.08646  4.030
26   18 0.08829  3.672
27   18 0.08991  3.346
28   20 0.09193  3.048
29   20 0.09374  2.778
30   19 0.09523  2.531
31   19 0.09643  2.306
32   19 0.09747  2.101
33   20 0.09845  1.915
34   20 0.09929  1.744
35   21 0.10010  1.589
36   21 0.10100  1.448
37   21 0.10170  1.320
38   23 0.10250  1.202
39   23 0.10320  1.096
40   22 0.10370  0.998
41   23 0.10420  0.910
42   24 0.10620  0.829
43   27 0.10900  0.755
44   29 0.11380  0.688
45   29 0.11860  0.627
46   32 0.12420  0.571
47   31 0.13050  0.520
48   36 0.13770  0.474
49   36 0.14590  0.432
50   37 0.15380  0.394
51   37 0.16150  0.359
52   39 0.16950  0.327
53   43 0.17780  0.298
54   44 0.18630  0.271
55   46 0.19530  0.247
56   47 0.20410  0.225
57   50 0.21260  0.205
58   51 0.22080  0.187
59   51 0.22850  0.170
60   54 0.23600  0.155
61   55 0.24360  0.142
62   58 0.25110  0.129
63   62 0.25850  0.118
64   65 0.26600  0.107
65   67 0.27370  0.098
66   67 0.28090  0.089
67   70 0.28790  0.081
68   70 0.29460  0.074
69   70 0.30100  0.067
70   74 0.30700  0.061
71   75 0.31270  0.056
72   74 0.31810  0.051
73   73 0.32320  0.046
74   74 0.32790  0.042
75   75 0.33240  0.038
76   76 0.33660  0.035
77   78 0.34060  0.032
78   81 0.34440  0.029
79   85 0.34820  0.027
80   85 0.35150  0.024
81   85 0.35480  0.022
82   89 0.35790  0.020
83   90 0.36080  0.018
84   91 0.36350  0.017
85   94 0.36600  0.015
86   96 0.36830  0.014
87   96 0.37050  0.013
88   97 0.37240  0.011
89   99 0.37420  0.010
90   99 0.37580  0.010
91   99 0.37720  0.009
92   98 0.37840  0.008
93  100 0.37950  0.007
94  100 0.38060  0.007
95  101 0.38150  0.006
96  100 0.38230  0.005
97  101 0.38300  0.005
98  102 0.38360  0.005
99  103 0.38410  0.004
100 104 0.38460  0.004
