
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 8.8730
2     2 0.00205 8.0840
3     3 0.00500 7.3660
4     7 0.01048 6.7120
5    10 0.01739 6.1160
6    13 0.02506 5.5720
7    20 0.03535 5.0770
8    22 0.04749 4.6260
9    28 0.05929 4.2150
10   35 0.07173 3.8410
11   55 0.08692 3.5000
12   64 0.10360 3.1890
13   72 0.12120 2.9050
14   78 0.13980 2.6470
15   84 0.15800 2.4120
16   91 0.17630 2.1980
17   95 0.19380 2.0030
18  102 0.21030 1.8250
19  106 0.22570 1.6630
20  108 0.24010 1.5150
21  111 0.25350 1.3800
22  113 0.26590 1.2580
23  116 0.27740 1.1460
24  115 0.28800 1.0440
25  116 0.29760 0.9514
26  115 0.30640 0.8669
27  117 0.31440 0.7899
28  119 0.32180 0.7197
29  121 0.32840 0.6558
30  120 0.33450 0.5975
31  120 0.33990 0.5444
32  119 0.34480 0.4961
33  119 0.34920 0.4520
34  117 0.35310 0.4118
35  116 0.35670 0.3752
36  114 0.35980 0.3419
37  116 0.36250 0.3115
38  115 0.36490 0.2839
39  114 0.36710 0.2586
40  110 0.36890 0.2357
41  111 0.37060 0.2147
42  111 0.37210 0.1957
43  114 0.37360 0.1783
44  113 0.37490 0.1624
45  114 0.37610 0.1480
46  114 0.37720 0.1349
47  112 0.37820 0.1229
48  114 0.37920 0.1120
49  114 0.38000 0.1020
50  114 0.38070 0.0930
51  116 0.38130 0.0847
52  117 0.38200 0.0772
53  115 0.38250 0.0703
54  114 0.38300 0.0641
55  114 0.38340 0.0584
56  114 0.38380 0.0532
57  117 0.38410 0.0485
58  122 0.38450 0.0442
59  124 0.38480 0.0402
60  122 0.38510 0.0367
61  122 0.38530 0.0334
62  123 0.38560 0.0304
63  123 0.38580 0.0277
64  122 0.38610 0.0253
65  123 0.38620 0.0230
66  124 0.38640 0.0210
67  125 0.38660 0.0191
68  126 0.38680 0.0174
69  128 0.38690 0.0159
70  128 0.38710 0.0145
71  129 0.38720 0.0132
72  128 0.38730 0.0120
73  129 0.38740 0.0109
74  129 0.38750 0.0100
75  127 0.38760 0.0091
76  128 0.38770 0.0083
77  126 0.38780 0.0075
78  129 0.38790 0.0069
79  129 0.38790 0.0063
80  128 0.38800 0.0057
81  128 0.38800 0.0052
82  127 0.38810 0.0047
83  126 0.38810 0.0043
84  126 0.38820 0.0039
85  128 0.38820 0.0036
86  130 0.38820 0.0033
87  130 0.38830 0.0030
88  137 0.38830 0.0027
89  139 0.38830 0.0025
90  139 0.38840 0.0022
91  139 0.38840 0.0020
92  139 0.38840 0.0019
93  140 0.38840 0.0017
94  140 0.38840 0.0016
95  140 0.38850 0.0014
96  140 0.38850 0.0013
97  140 0.38850 0.0012
98  140 0.38850 0.0011
99  140 0.38850 0.0010
100 141 0.38850 0.0009
