
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 11.0900
2     2 0.00173 10.1100
3     3 0.00430  9.2080
4     7 0.00930  8.3900
5    10 0.01566  7.6440
6    14 0.02294  6.9650
7    20 0.03247  6.3470
8    23 0.04362  5.7830
9    30 0.05478  5.2690
10   38 0.06647  4.8010
11   55 0.08096  4.3740
12   66 0.09666  3.9860
13   74 0.11320  3.6320
14   79 0.13060  3.3090
15   87 0.14790  3.0150
16   95 0.16540  2.7470
17  100 0.18230  2.5030
18  106 0.19830  2.2810
19  110 0.21350  2.0780
20  113 0.22780  1.8940
21  114 0.24120  1.7250
22  116 0.25370  1.5720
23  118 0.26540  1.4320
24  120 0.27630  1.3050
25  119 0.28630  1.1890
26  119 0.29560  1.0840
27  119 0.30420  0.9873
28  122 0.31210  0.8996
29  122 0.31930  0.8197
30  122 0.32600  0.7469
31  122 0.33200  0.6805
32  121 0.33750  0.6201
33  121 0.34250  0.5650
34  121 0.34700  0.5148
35  121 0.35110  0.4691
36  118 0.35470  0.4274
37  118 0.35800  0.3894
38  116 0.36080  0.3548
39  116 0.36340  0.3233
40  114 0.36570  0.2946
41  113 0.36770  0.2684
42  112 0.36940  0.2446
43  113 0.37120  0.2228
44  114 0.37280  0.2030
45  116 0.37420  0.1850
46  114 0.37550  0.1686
47  114 0.37660  0.1536
48  114 0.37770  0.1399
49  114 0.37870  0.1275
50  114 0.37950  0.1162
51  116 0.38030  0.1059
52  116 0.38100  0.0965
53  117 0.38170  0.0879
54  117 0.38230  0.0801
55  118 0.38280  0.0730
56  116 0.38320  0.0665
57  117 0.38360  0.0606
58  120 0.38400  0.0552
59  123 0.38430  0.0503
60  124 0.38470  0.0458
61  123 0.38500  0.0418
62  122 0.38530  0.0380
63  123 0.38550  0.0347
64  124 0.38580  0.0316
65  126 0.38600  0.0288
66  127 0.38620  0.0262
67  127 0.38640  0.0239
68  128 0.38660  0.0218
69  129 0.38670  0.0198
70  132 0.38690  0.0181
71  132 0.38700  0.0165
72  130 0.38710  0.0150
73  132 0.38730  0.0137
74  131 0.38740  0.0125
75  130 0.38750  0.0114
76  131 0.38760  0.0103
77  131 0.38770  0.0094
78  130 0.38780  0.0086
79  131 0.38780  0.0078
80  130 0.38790  0.0071
81  131 0.38790  0.0065
82  129 0.38800  0.0059
83  130 0.38810  0.0054
84  132 0.38810  0.0049
85  128 0.38810  0.0045
86  130 0.38820  0.0041
87  131 0.38820  0.0037
88  130 0.38830  0.0034
89  136 0.38830  0.0031
90  139 0.38830  0.0028
91  141 0.38830  0.0026
92  140 0.38840  0.0023
93  140 0.38840  0.0021
94  139 0.38840  0.0019
95  139 0.38840  0.0018
96  139 0.38850  0.0016
97  140 0.38850  0.0015
98  140 0.38850  0.0013
99  140 0.38850  0.0012
100 140 0.38850  0.0011
