
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 7.0470
2     1 0.00181 6.4210
3     1 0.00332 5.8500
4     2 0.00740 5.3310
5     2 0.01298 4.8570
6     2 0.01761 4.4260
7     3 0.02198 4.0320
8     3 0.02774 3.6740
9     3 0.03253 3.3480
10    3 0.03650 3.0500
11    5 0.04229 2.7790
12    6 0.04834 2.5330
13    6 0.05361 2.3080
14    7 0.05820 2.1030
15    7 0.06257 1.9160
16    7 0.06620 1.7460
17    7 0.06923 1.5900
18    7 0.07174 1.4490
19    9 0.07432 1.3200
20   11 0.07720 1.2030
21   11 0.07971 1.0960
22   11 0.08178 0.9989
23   12 0.08356 0.9101
24   13 0.08516 0.8293
25   15 0.08679 0.7556
26   16 0.08858 0.6885
27   16 0.09016 0.6273
28   20 0.09224 0.5716
29   19 0.09402 0.5208
30   19 0.09552 0.4745
31   18 0.09671 0.4324
32   19 0.09767 0.3940
33   20 0.09864 0.3590
34   20 0.09948 0.3271
35   21 0.10030 0.2980
36   21 0.10120 0.2716
37   21 0.10190 0.2474
38   22 0.10270 0.2254
39   21 0.10330 0.2054
40   22 0.10390 0.1872
41   22 0.10440 0.1705
42   24 0.10890 0.1554
43   27 0.11530 0.1416
44   29 0.12400 0.1290
45   30 0.13290 0.1175
46   33 0.14290 0.1071
47   33 0.15440 0.0976
48   34 0.16560 0.0889
49   36 0.17800 0.0810
50   37 0.18870 0.0738
51   38 0.19850 0.0673
52   38 0.20970 0.0613
53   39 0.21940 0.0558
54   40 0.22880 0.0509
55   42 0.23790 0.0464
56   45 0.24710 0.0422
57   46 0.25590 0.0385
58   46 0.26340 0.0351
59   47 0.27010 0.0320
60   51 0.27770 0.0291
61   52 0.28470 0.0265
62   55 0.29180 0.0242
63   60 0.29950 0.0220
64   61 0.30930 0.0201
65   63 0.31900 0.0183
66   65 0.32770 0.0167
67   66 0.33550 0.0152
68   68 0.34220 0.0138
69   69 0.34800 0.0126
70   71 0.35300 0.0115
71   71 0.35730 0.0105
72   73 0.36100 0.0095
73   74 0.36440 0.0087
74   76 0.36730 0.0079
75   76 0.36990 0.0072
76   79 0.37210 0.0066
77   79 0.37400 0.0060
78   82 0.37560 0.0055
79   84 0.37710 0.0050
80   85 0.37850 0.0045
81   86 0.37960 0.0041
82   88 0.38070 0.0038
83   89 0.38160 0.0034
84   92 0.38240 0.0031
85   93 0.38310 0.0028
86   93 0.38380 0.0026
87   94 0.38430 0.0024
88   93 0.38480 0.0022
89   91 0.38520 0.0020
90   92 0.38550 0.0018
91   93 0.38580 0.0016
92   95 0.38600 0.0015
93   95 0.38620 0.0014
94   95 0.38640 0.0012
95   97 0.38650 0.0011
96   98 0.38670 0.0010
97   99 0.38680 0.0009
98   99 0.38690 0.0008
99  102 0.38700 0.0008
100 103 0.38710 0.0007
