
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 140.900
2     1 0.00167 128.400
3     1 0.00310 117.000
4     2 0.00644 106.600
5     2 0.01090  97.140
6     2 0.01484  88.510
7     3 0.01930  80.650
8     3 0.02437  73.480
9     3 0.02881  66.960
10    5 0.03333  61.010
11    5 0.03938  55.590
12    6 0.04492  50.650
13    7 0.04997  46.150
14    8 0.05505  42.050
15    8 0.05950  38.320
16    8 0.06330  34.910
17    8 0.06654  31.810
18   10 0.06937  28.980
19   11 0.07241  26.410
20   11 0.07527  24.060
21   11 0.07772  21.930
22   15 0.07995  19.980
23   16 0.08200  18.200
24   17 0.08387  16.590
25   18 0.08562  15.110
26   19 0.08748  13.770
27   20 0.08911  12.550
28   22 0.09100  11.430
29   22 0.09274  10.420
30   22 0.09424   9.491
31   22 0.09554   8.648
32   21 0.09664   7.880
33   22 0.09770   7.180
34   22 0.09860   6.542
35   22 0.09953   5.961
36   22 0.10040   5.431
37   22 0.10110   4.949
38   23 0.10180   4.509
39   23 0.10250   4.108
40   23 0.10310   3.743
41   25 0.10370   3.411
42   27 0.10460   3.108
43   29 0.10610   2.832
44   29 0.10820   2.580
45   29 0.11040   2.351
46   33 0.11300   2.142
47   33 0.11610   1.952
48   36 0.11960   1.778
49   37 0.12360   1.620
50   36 0.12770   1.476
51   39 0.13200   1.345
52   42 0.13680   1.226
53   42 0.14190   1.117
54   46 0.14720   1.018
55   49 0.15300   0.927
56   51 0.15890   0.845
57   54 0.16510   0.770
58   55 0.17130   0.701
59   56 0.17770   0.639
60   59 0.18410   0.582
61   61 0.19070   0.531
62   62 0.19730   0.484
63   64 0.20390   0.440
64   68 0.21060   0.401
65   70 0.21740   0.366
66   72 0.22420   0.333
67   73 0.23090   0.304
68   75 0.23750   0.277
69   77 0.24410   0.252
70   77 0.25060   0.230
71   78 0.25690   0.209
72   79 0.26310   0.191
73   81 0.26910   0.174
74   81 0.27490   0.158
75   82 0.28060   0.144
76   83 0.28620   0.131
77   84 0.29150   0.120
78   86 0.29670   0.109
79   86 0.30170   0.099
80   88 0.30660   0.091
81   90 0.31130   0.083
82   90 0.31580   0.075
83   92 0.32010   0.069
84   93 0.32440   0.062
85   94 0.32840   0.057
86   97 0.33230   0.052
87  100 0.33600   0.047
88  100 0.33960   0.043
89  101 0.34300   0.039
90  103 0.34630   0.036
91  102 0.34950   0.033
92  104 0.35250   0.030
93  104 0.35540   0.027
94  105 0.35820   0.025
95  106 0.36080   0.022
96  106 0.36320   0.020
97  107 0.36550   0.019
98  108 0.36760   0.017
99  109 0.36960   0.015
100 109 0.37140   0.014
