
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 120.600
2    1 0.002376 109.900
3    1 0.004478 100.100
4    1 0.006330  91.220
5    2 0.009202  83.120
6    2 0.012600  75.730
7    2 0.015630  69.010
8    3 0.018580  62.880
9    3 0.022530  57.290
10   3 0.026080  52.200
11   4 0.029960  47.560
12   4 0.033520  43.340
13   5 0.036690  39.490
14   6 0.039900  35.980
15   6 0.042800  32.780
16   7 0.045330  29.870
17   7 0.047550  27.220
18   7 0.049470  24.800
19   7 0.051130  22.600
20   7 0.052570  20.590
21   7 0.053820  18.760
22   7 0.054900  17.090
23   7 0.055830  15.570
24   7 0.056640  14.190
25   7 0.057330  12.930
26   8 0.058030  11.780
27   8 0.058730  10.740
28   8 0.059350   9.781
29   8 0.059890   8.912
30   8 0.060370   8.121
31   7 0.060790   7.399
32   8 0.061170   6.742
33   8 0.062060   6.143
34   8 0.062950   5.597
35  12 0.064460   5.100
36  12 0.066110   4.647
37  12 0.067790   4.234
38  13 0.069690   3.858
39  14 0.072060   3.515
40  18 0.074850   3.203
41  18 0.078120   2.918
42  18 0.081510   2.659
43  20 0.085100   2.423
44  21 0.088930   2.208
45  23 0.092940   2.012
46  24 0.097290   1.833
47  27 0.102100   1.670
48  28 0.107200   1.522
49  30 0.112600   1.386
50  30 0.118000   1.263
51  30 0.123600   1.151
52  31 0.129200   1.049
53  31 0.135000   0.956
54  34 0.140800   0.871
55  35 0.146700   0.793
56  36 0.152600   0.723
57  36 0.158500   0.659
58  37 0.164400   0.600
59  37 0.170100   0.547
60  37 0.175800   0.498
61  37 0.181300   0.454
62  37 0.186700   0.414
63  37 0.192000   0.377
64  37 0.197000   0.343
65  37 0.201900   0.313
66  37 0.206600   0.285
67  37 0.211100   0.260
68  37 0.215300   0.237
69  37 0.219400   0.216
70  37 0.223200   0.196
71  36 0.226700   0.179
72  36 0.230100   0.163
73  36 0.233200   0.149
74  36 0.236000   0.136
75  35 0.238700   0.123
76  35 0.241100   0.112
77  35 0.243400   0.102
78  35 0.245400   0.093
79  36 0.247300   0.085
80  36 0.249000   0.078
81  36 0.250500   0.071
82  37 0.251900   0.064
83  37 0.253200   0.059
84  37 0.254300   0.053
85  37 0.255300   0.049
86  38 0.256200   0.044
87  40 0.257000   0.040
88  40 0.257700   0.037
89  40 0.258300   0.034
90  40 0.258800   0.031
91  40 0.259300   0.028
92  40 0.259700   0.025
93  40 0.260000   0.023
94  40 0.260300   0.021
95  40 0.260600   0.019
96  41 0.260800   0.018
97  41 0.261000   0.016
98  41 0.261200   0.015
99  40 0.261300   0.013
100 40 0.261400   0.012
