
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 5.5660
2    1 0.003028 5.0710
3    1 0.005546 4.6210
4    1 0.007638 4.2100
5    2 0.010780 3.8360
6    2 0.015080 3.4950
7    2 0.018650 3.1850
8    2 0.021630 2.9020
9    3 0.026570 2.6440
10   3 0.030770 2.4090
11   3 0.034270 2.1950
12   4 0.038100 2.0000
13   4 0.041320 1.8230
14   4 0.044010 1.6610
15   4 0.046230 1.5130
16   5 0.048390 1.3790
17   5 0.050600 1.2560
18   5 0.052440 1.1450
19   5 0.053960 1.0430
20   5 0.055230 0.9503
21   5 0.056290 0.8658
22   5 0.057170 0.7889
23   5 0.057900 0.7188
24   5 0.058510 0.6550
25   5 0.059010 0.5968
26   5 0.059430 0.5438
27   5 0.059780 0.4955
28   6 0.060250 0.4515
29   6 0.060760 0.4113
30   6 0.061190 0.3748
31   6 0.061540 0.3415
32   7 0.062380 0.3112
33   7 0.070800 0.2835
34   8 0.078850 0.2583
35   8 0.090940 0.2354
36   8 0.101500 0.2145
37  11 0.110900 0.1954
38  12 0.120200 0.1781
39  12 0.130100 0.1622
40  12 0.138600 0.1478
41  13 0.146000 0.1347
42  14 0.152700 0.1227
43  15 0.159000 0.1118
44  17 0.165300 0.1019
45  19 0.173200 0.0928
46  19 0.182800 0.0846
47  19 0.191100 0.0771
48  19 0.199100 0.0702
49  21 0.206200 0.0640
50  23 0.212400 0.0583
51  23 0.217900 0.0531
52  23 0.222500 0.0484
53  24 0.226400 0.0441
54  26 0.230000 0.0402
55  27 0.233900 0.0366
56  27 0.237500 0.0334
57  28 0.240900 0.0304
58  28 0.244100 0.0277
59  28 0.246700 0.0252
60  28 0.248900 0.0230
61  28 0.250800 0.0210
62  28 0.252400 0.0191
63  29 0.253800 0.0174
64  30 0.254900 0.0158
65  30 0.256000 0.0144
66  30 0.256900 0.0132
67  30 0.257600 0.0120
68  33 0.258300 0.0109
69  33 0.258900 0.0100
70  33 0.259400 0.0091
71  33 0.259800 0.0083
72  34 0.260100 0.0075
73  34 0.260500 0.0069
74  34 0.260700 0.0063
75  34 0.260900 0.0057
76  34 0.261100 0.0052
77  34 0.261300 0.0047
78  34 0.261400 0.0043
79  34 0.261500 0.0039
80  34 0.261600 0.0036
81  35 0.261700 0.0033
82  36 0.261700 0.0030
83  36 0.261800 0.0027
84  36 0.261800 0.0025
85  36 0.261900 0.0022
86  36 0.261900 0.0020
87  36 0.261900 0.0019
88  36 0.262000 0.0017
89  36 0.262000 0.0015
90  36 0.262000 0.0014
91  36 0.262000 0.0013
92  36 0.262000 0.0012
93  36 0.262000 0.0011
94  36 0.262000 0.0010
95  37 0.262000 0.0009
96  37 0.262000 0.0008
97  37 0.262000 0.0007
98  37 0.262100 0.0007
99  37 0.262100 0.0006
100 37 0.262100 0.0006
