
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 271.300
2    1 0.000402 247.200
3    1 0.000751 225.300
4    1 0.001053 205.300
5    2 0.001453 187.000
6    2 0.002520 170.400
7    2 0.003562 155.300
8    4 0.005009 141.500
9    5 0.007035 128.900
10   5 0.008985 117.500
11   4 0.010790 107.000
12   4 0.012140  97.510
13   4 0.013350  88.850
14   4 0.014430  80.960
15   4 0.015380  73.760
16   4 0.016220  67.210
17   4 0.016950  61.240
18   4 0.017600  55.800
19   5 0.018960  50.840
20   5 0.020250  46.330
21   5 0.021440  42.210
22   5 0.022520  38.460
23   5 0.023520  35.040
24   5 0.024430  31.930
25   5 0.025260  29.090
26   6 0.026050  26.510
27   7 0.026840  24.150
28   8 0.027650  22.010
29   8 0.028580  20.050
30  10 0.029690  18.270
31  12 0.031230  16.650
32  12 0.032880  15.170
33  12 0.034480  13.820
34  14 0.036070  12.590
35  14 0.037780  11.480
36  14 0.039420  10.460
37  16 0.041140   9.527
38  17 0.042970   8.681
39  18 0.044870   7.909
40  18 0.046750   7.207
41  19 0.048620   6.567
42  19 0.050490   5.983
43  19 0.052330   5.452
44  20 0.054150   4.967
45  22 0.055960   4.526
46  23 0.057760   4.124
47  25 0.059570   3.758
48  26 0.061390   3.424
49  26 0.063200   3.120
50  26 0.065020   2.842
51  26 0.066850   2.590
52  26 0.068700   2.360
53  27 0.070580   2.150
54  27 0.072470   1.959
55  28 0.074390   1.785
56  28 0.076350   1.627
57  28 0.078340   1.482
58  28 0.080270   1.350
59  28 0.082310   1.230
60  28 0.084340   1.121
61  29 0.086410   1.022
62  29 0.088490   0.931
63  30 0.090600   0.848
64  30 0.092730   0.773
65  30 0.094860   0.704
66  30 0.096970   0.642
67  31 0.099060   0.585
68  31 0.101100   0.533
69  31 0.103100   0.485
70  31 0.105100   0.442
71  31 0.106900   0.403
72  31 0.108700   0.367
73  31 0.110500   0.334
74  31 0.112100   0.305
75  31 0.113600   0.278
76  31 0.115100   0.253
77  31 0.116400   0.231
78  31 0.117700   0.210
79  31 0.118800   0.191
80  31 0.119900   0.174
81  31 0.120900   0.159
82  31 0.121700   0.145
83  31 0.122500   0.132
84  31 0.123200   0.120
85  31 0.123800   0.110
86  31 0.124400   0.100
87  31 0.124900   0.091
88  31 0.125300   0.083
89  31 0.125700   0.076
90  31 0.126000   0.069
91  31 0.126300   0.063
92  31 0.126600   0.057
93  30 0.126800   0.052
94  30 0.127000   0.047
95  30 0.127100   0.043
96  30 0.127300   0.039
97  30 0.127400   0.036
98  31 0.127500   0.033
99  31 0.127600   0.030
100 31 0.127600   0.027
