IC50,Cancer,Drug,EXP_MET_X_EXP_PDGFD,GO_0007283_X_GO_0016055,PWY_R_HSA_194138_EXP,GO_0008340_EXP,PWY_R_HSA_194315_EXP_X_PWY_R_HSA_372790_EXP,GO_0030036_X_GO_0030308,GO_0009267_EXP_X_GO_0071902_EXP,PWY_R_HSA_111465_EXP_X_PWY_R_HSA_372790_EXP,EXP_PRKD3,PKA_161_CSV,EXP_SYK_X_EXP_CD2,GO_0006417_EXP_X_GO_0043087_EXP,PKA_250_HYD,PWY_R_HSA_450282_EXP,PWY_R_HSA_111465_X_PWY_R_HSA_212436,PWY_R_HSA_15869_EXP,PKA_189_ASA_X_Fingerprint_647,REC_R_HSA_168162_X_REC_R_HSA_3928647,MOT_2D_G_helix_CSV,REC_R_HSA_2029459_EXP_X_REC_R_HSA_4551453_EXP,GO_0008630_EXP_X_GO_0060070_EXP,PWY_R_HSA_2559580_EXP_X_PWY_R_HSA_5693571_EXP,PKA_282_ENG,REC_R_HSA_69889,REC_R_HSA_450337_EXP_X_REC_R_HSA_8874078_EXP,PWY_R_HSA_74160,GO_0007049,GO_0006366_EXP_X_GO_0006417_EXP,PWY_R_HSA_2029480_EXP,GO_0035556_CSV,PKA_189_ASA_X_Fingerprint_650,PKA_63_CSV,GO_0007420_EXP_X_GO_1902176_EXP,PWY_R_HSA_109581_EXP_X_PWY_R_HSA_372790_EXP,PKA_73_VOL,GO_0006974_X_GO_0051301
4.471136,1290814,206,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
1.876296,907173,207,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
1.630936,908150,207,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.203053,908152,207,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
1.465226,908470,207,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2.313904,1240131,207,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.452282,1240135,207,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.403163,1240136,207,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.098232,1240138,207,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.809588,1240139,207,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
5.448474,1240141,207,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
2.050014,1290808,207,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
2.496954,1290810,207,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
3.054106,1290813,207,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
4.990206,1290814,207,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
2.733822,907173,219,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
4.246397,908150,219,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.139988,908152,219,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
4.863127,908470,219,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2.794303,1240131,219,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.533828,1240135,219,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.116938,1240136,219,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.162581,1240138,219,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2.209905,1240139,219,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
3.748899,1240141,219,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
1.809903,1290808,219,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
2.813934,1290810,219,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
1.478868,1290813,219,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
3.68406,1290814,219,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
5.086667,907173,221,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
6.032585,908150,221,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.549448,908152,221,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
5.566276,908470,221,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5.301285,1240131,221,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.863138,1240135,221,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.933459,1240136,221,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.312758,1240138,221,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4.35269,1240139,221,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
5.88851,1240141,221,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
5.461736,1290808,221,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
6.257327,1290810,221,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
4.024437,1290813,221,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
4.892568,1290814,221,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
3.450665,907173,222,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
3.929133,908150,222,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.551192,908152,222,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
5.208793,908470,222,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3.66098,1240131,222,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.063148,1240135,222,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.395943,1240136,222,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.522944,1240138,222,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4.382173,1240139,222,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
4.982731,1240141,222,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
4.123668,1290808,222,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
4.761842,1290810,222,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
0.039369,1290813,222,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
3.890009,1290814,222,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
3.015888,907173,226,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
4.265669,908150,226,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.435397,908152,226,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
3.329256,908470,226,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2.25059,1240131,226,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.782767,1240135,226,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.354195,1240136,226,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.445914,1240138,226,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.993715,1240139,226,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
4.489454,1240141,226,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
3.799738,1290808,226,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
3.930181,1290810,226,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
0.060568,1290813,226,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
2.831902,1290814,226,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
3.406647,907173,229,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
5.376119,908150,229,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.420772,908152,229,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
4.155711,908470,229,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4.361869,1240131,229,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.644462,1240135,229,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.240115,1240136,229,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.932285,1240138,229,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3.818877,1240139,229,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
3.764041,1240141,229,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
4.750702,1290808,229,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
2.125057,1290810,229,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
3.12599,1290813,229,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
4.697462,1290814,229,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
5.190628,907173,230,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
5.480284,908150,230,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.433953,908152,230,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
5.679222,908470,230,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4.704154,1240131,230,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.425887,1240135,230,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.834789,1240136,230,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.696474,1240138,230,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5.349395,1240139,230,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
5.601171,1240141,230,13.0465759705461,6,30.0213500336555,12.0349493787981,231.470121856803,1,18.3236982379807,319.265918040094,5.05203832826323,0.749245,14.9445682014599,26.9284771982944,0,6.242787361821,16,6.16600045587612,0,2,1.532725,9.10263539595947,36.1460345302705,35.986906675473,1.851,2,15.4391311060252,9,3,21.704135145239,15.5465836710181,2.296902,0,0,26.4601741137523,533.438027245124,0,6
5.35378,1290808,230,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
5.277106,1290810,230,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
4.090999,1290813,230,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
4.935778,1290814,230,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
5.303049,908152,231,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
5.238687,1290808,231,14.2865942341192,0,7.67387292020729,0,14.0720266114651,0,0,0,5.57605561613966,0,9.4491272343467,0,0,0,0,0,0,0,0.771524,0,0,0,0,0,0,1,1,0,0,0.615254,0,0,0,0,0,0
5.755034,1290810,231,18.9103232351669,0,0,0,0,0,0,0,5.46467372734151,0,11.5253334457129,0,0,0,0,0,0,0,0,24.0962348350822,0,0,0,0,0,1,0,0,7.81585292288992,0,0,0,0,0,0,0
4.622738,1290813,231,19.4295956337924,0,0,0,0,0,0,0,5.47282272392241,0,9.59329167054646,0,0,5.49015194212987,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.780554,0,0,0,0,0,0
5.32057,1290814,231,18.615873690672,0,0,0,0,1,0,0,5.04920631481755,0,8.87854114191717,0,0,0,0,5.87325783942168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859703,0,0,0,0,0,0
2.253558,907173,235,14.2108983767506,0,0,0,0,0,0,0,5.76793524281694,0,10.5996096938389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839855,0,0,0,0,-26,0
2.495363,908150,235,18.1357603087214,0,0,0,0,0,0,0,5.86314640281979,0,9.09451786862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.507606,908152,235,20.1484807042596,0,3.5337690803348,0,0,0,0,0,6.32457561524734,0,9.42757799403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.468078,0,0,0,0,0,6
3.869674,908470,235,23.0543756141726,0,0,0,0,0,0,0,5.28967144197416,0,12.7954376456069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3.034364,1240131,235,18.5721744233655,0,5.96866299832844,0,168.165693842166,0,0,0,5.67095455619765,0,12.7971430991548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.644074,1240135,235,21.7841222559015,0,0,0,13.2245453964793,0,0,0,5.49110472462412,0,11.1496532311987,0,0,0,0,4.7739061758626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.275492,1240136,235,16.2205659515762,0,3.12588162906165,0,0,0,0,0,5.01301314145332,0,11.4563679602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.364962,1240138,235,22.5870473402764,0,3.37679048365059,5.37244407105237,34.7943221211024,0,0,0,6.51081885766185,0,10.0798213027491,0,-0.83,0,0,0,0,0,0.818245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.136248,1240139,235,14.4699920729772,0,6.12520040942404,5.42922513566599,0,0,0,0,6.44005740966848,0,9.53662340887395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.12520040942404,0.628027,0,0.628027,0,0,0,0
