IC50,Cancer,Drug,PKA_172_ASA_X_Fingerprint_644,PKA_280_CSV_X_Fingerprint_644,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,EXP_SRC_X_EXP_FN1,EXP_STK11_X_EXP_ATIC,GO_0032212_X_GO_0043066,Predicted IC50,Validation
3.12376,1298146,202,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,5
1.219258,1298151,202,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
4.300513,907057,203,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,5
5.33293,907071,203,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,8
2.847686,909719,203,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,10
2.830668,909736,203,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,9
2.209244,909737,203,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,4
2.667345,909738,203,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,6
2.72151,909739,203,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,7
4.027595,910850,203,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,5
3.253902,1240159,203,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,5
3.120345,1240160,203,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,1
2.598983,1240216,203,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,5
0.865301,1240217,203,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,9
5.858362,1298146,203,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,3
3.051745,1298151,203,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,9
3.662598,907057,206,0,0.657761,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.483704978,5
4.084863,907071,206,-0.9,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.6281416907,9
4.037107,909719,206,0,0.812509,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,3.1486021269,7
4.008375,909736,206,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,4
4.36924,909737,206,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,7
3.371484,909738,206,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,7
3.965294,909739,206,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,4
4.289709,910850,206,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,7
4.332709,1240159,206,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,4
4.045915,1240160,206,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,5
1.461498,1240216,206,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,8
4.299936,1240217,206,22.2,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,0.9645403101,4
5.011806,1298146,206,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,1
4.019685,1298151,206,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
1.008126,907057,207,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,9
2.31174,907071,207,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,10
1.616454,909719,207,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,9
1.182999,909736,207,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,8
1.09353,909737,207,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,5
1.286725,909738,207,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,2
3.033491,909739,207,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,3
0.85516,910850,207,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,10
1.883203,1240159,207,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,5
1.171739,1240160,207,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,7
2.473902,1240216,207,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,10
0.176552,1240217,207,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,10
5.09177,1298146,207,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,7
1.706084,1298151,207,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,1
1.814588,907057,219,0,0.657761,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.483704978,8
3.111634,907071,219,-0.9,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.6281416907,10
4.673557,909719,219,0,0.812509,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,3.1486021269,10
0.204335,909736,219,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,7
-0.700238,909737,219,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,6
3.081333,909738,219,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,4
0.933484,909739,219,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,1
4.173344,910850,219,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,5
2.81802,1240159,219,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,8
2.943877,1240160,219,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,5
-0.772163,1240216,219,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,1
-0.291446,1240217,219,22.2,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,0.9645403101,4
5.123815,1298146,219,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,7
1.144524,1298151,219,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,3
5.428065,907057,221,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,5
4.775019,907071,221,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,3
4.381354,909719,221,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,3
5.953022,909736,221,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,8
3.678454,909737,221,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,2
2.461336,909738,221,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,5
4.483647,909739,221,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,10
5.805343,910850,221,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,6
4.691097,1240159,221,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,2
3.722627,1240160,221,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,2
3.483623,1240216,221,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,9
2.60165,1240217,221,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,2
5.700484,1298146,221,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,10
4.215602,1298151,221,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
4.117114,907057,222,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,9
2.149541,907071,222,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,5
3.163444,909719,222,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,6
-0.09924,909736,222,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,2
1.211031,909737,222,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,5
4.567607,909738,222,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,3
3.192002,909739,222,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,5
5.226395,910850,222,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,5
3.443343,1240159,222,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,1
3.57342,1240160,222,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,1
0.240052,1240216,222,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,9
2.238702,1240217,222,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,10
5.663061,1298146,222,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,1
3.426694,1298151,222,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
2.062242,907057,226,0,0.657761,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.483704978,7
3.264342,907071,226,-0.9,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.6281416907,8
3.654274,909719,226,0,0.812509,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,3.1486021269,1
2.360704,909736,226,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,7
1.083891,909737,226,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,10
0.422827,909738,226,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,2
2.079071,909739,226,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,6
4.290825,910850,226,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,2
3.497071,1240159,226,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,3
2.874331,1240160,226,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,10
-2.480107,1240216,226,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,7
-1.597261,1240217,226,22.2,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,0.9645403101,4
4.728824,1298146,226,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,7
3.786184,1298151,226,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,4
4.542393,907057,229,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,2
5.62178,907071,229,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,5
5.405353,909719,229,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,3
2.860899,909736,229,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,7
1.476697,909737,229,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,1
2.920854,909738,229,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,1
0.804082,909739,229,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,4
5.909505,910850,229,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,10
5.672119,1240159,229,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,5
4.068492,1240160,229,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,6
1.930066,1240216,229,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,9
5.472633,1240217,229,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,2
4.849059,1298146,229,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,9
3.327639,1298151,229,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,2
4.529594,907057,230,0,0.657761,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.483704978,6
5.054239,907071,230,-0.9,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.6281416907,8
5.394477,909719,230,0,0.812509,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,3.1486021269,1
5.879168,909736,230,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,8
1.944198,909737,230,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,5
5.104649,909738,230,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,3
4.262603,909739,230,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,2
5.895047,910850,230,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,7
5.493608,1240159,230,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,7
5.123021,1240160,230,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,8
3.818983,1240216,230,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,6
1.553099,1240217,230,22.2,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,0.9645403101,1
6.351216,1298146,230,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,5
5.653488,1298151,230,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
5.424934,907057,231,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,7
5.520327,907071,231,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,9
4.814452,909719,231,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,7
5.634963,909736,231,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,4
4.535592,909737,231,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,5
5.248018,909738,231,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,7
4.581027,909739,231,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,10
5.912103,910850,231,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,4
5.655838,1240159,231,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,3
4.910317,1240160,231,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,1
3.915399,1240216,231,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,8
4.653176,1240217,231,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,3
6.316912,1298146,231,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,2
3.737396,1298151,231,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
4.758634,907057,235,0,0.657761,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.483704978,9
2.979735,907071,235,-0.9,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.6281416907,4
4.180823,909719,235,0,0.812509,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,3.1486021269,2
0.157618,909736,235,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,4
-1.941508,909737,235,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,10
0.766367,909738,235,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,7
2.564201,909739,235,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,7
3.025304,910850,235,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,10
4.917844,1240159,235,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,3
-0.872233,1240160,235,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,3
1.619925,1240216,235,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,10
-1.043819,1240217,235,22.2,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,0.9645403101,10
5.411927,1298146,235,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,2
2.036464,1298151,235,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,4
2.282904,907057,249,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,1
3.477815,907071,249,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,5
2.782262,909719,249,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,1
0.699463,909736,249,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,3
2.781105,909737,249,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,8
1.583237,909738,249,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,5
1.642102,909739,249,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,8
4.549526,910850,249,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,9
3.154586,1240159,249,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,1
2.700799,1240160,249,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,2
3.047126,1240216,249,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,8
3.260565,1240217,249,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,1
4.967817,1298146,249,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,3
2.927458,1298151,249,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,4
1.702786,907057,252,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,2
2.126409,907071,252,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,2
0.96776,909719,252,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,7
-0.069996,909736,252,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,6
-0.027274,909737,252,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,3
3.290341,909738,252,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,4
0.768218,909739,252,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,5
3.924514,910850,252,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,3
2.105187,1240159,252,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,2
2.870164,1240160,252,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,1
-0.441929,1240216,252,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,3
-0.765523,1240217,252,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,7
3.709032,1298146,252,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,3
-0.502969,1298151,252,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,6
4.51061,907057,253,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,1
4.938708,907071,253,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,8
4.706292,909719,253,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,3
4.559847,909736,253,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,9
4.247152,909737,253,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,5
4.773269,909738,253,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,6
4.036877,909739,253,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,6
5.235763,910850,253,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,4
4.844714,1240159,253,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,2
4.66279,1240160,253,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,4
5.062767,1240216,253,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,2
4.973339,1240217,253,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,7
4.993302,1298146,253,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,5
3.973793,1298151,253,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,1
2.456049,907057,254,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,2
2.627936,907071,254,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,9
2.434,909719,254,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,4
2.952261,909736,254,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,5
2.756122,909737,254,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,8
2.970453,909738,254,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,1
1.37458,909739,254,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,4
2.940088,910850,254,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,1
2.697547,1240159,254,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,1
2.45341,1240160,254,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,7
2.76976,1240216,254,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,3
1.66624,1240217,254,0,0,25.878621649,13.612986655,16.062063195,11.559611023,14.401147454,44.420501462,0,2.1001562348,4
3.376576,1298146,254,0,0,51.964453804,21.931007996,34.888751606,29.775278758,68.934333258,52.923173282,2,4.1692332576,8
2.854744,1298151,254,0,0,35.654114125,11.077290122,21.523076267,22.133894318,17.038066282,38.593229433,0,2.1259447816,2
3.164955,907057,255,0,0,26.467730223,14.239302059,20.159938621,19.596252605,20.258527143,43.203902665,0,2.4330641546,8
4.22109,907071,255,0,0,37.041244236,17.060561481,25.724939949,19.803250978,55.128921423,46.635788079,0,2.4804463388,6
4.739878,909719,255,0,0,29.836462018,14.588292222,17.13390608,21.87263279,39.709051639,42.97009888,0,2.5093281756,7
4.653349,909736,255,0,0,24.37841374,13.199343784,16.106706893,20.436149802,48.426000129,34.842582549,0,2.2498066306,8
4.035969,909737,255,0,0,24.800556685,15.118687946,17.943254587,21.035808844,44.743552962,44.092020957,0,2.1540120037,7
2.846829,909738,255,0,0,27.977022855,13.381234536,24.885413353,24.704479382,39.590958794,43.327022001,0,2.5071439779,3
4.397713,909739,255,0,0,30.935673215,19.16600935,20.643411577,23.832930548,52.941626042,40.241192902,0,2.7739954286,8
5.242673,910850,255,0,0,48.41287936,19.382278659,37.993831391,31.328445838,75.637160421,50.301901257,1,3.677189271,2
4.942398,1240159,255,0,0,38.983090682,15.327107304,32.033418446,33.434750632,41.551917754,49.802783963,0,3.1398775564,5
3.896043,1240160,255,0,0,32.839071169,17.598660957,26.639947184,21.195096258,53.002906618,40.544845663,0,2.4256388445,8
4.034972,1240216,255,0,0,24.595890283,14.349956727,17.323213801,16.791871412,44.065694115,39.34022505,0,2.1224748591,8
