IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,PKA_113_D,PKA_113_D_CSV,PKA_124_POL,PKA_129_S,PKA_129_S_CSV,PKA_129_S_EXP,PKA_142,PKA_164_ASA,PKA_271_HYD,PKA_272_M_CSV,MOT_2D_beta8strand_CSV,DOM_Kringle_EXP,MUT_TSSK6,REC_R_HSA_2984220_CSV,PWY_R_HSA_5689880_CSV,PWY_R_HSA_8953750_EXP,GO_0003222_CSV,GO_0009791_CSV,GO_0032880_EXP,GO_0042733_EXP,GO_0048536_CSV,EXP_TEC,EXP_NUAK2,EXP_MKNK1,PKA_102_CSV_X_Fingerprint_797,PKA_102_X_Fingerprint_797,PKA_105_ENG_X_Fingerprint_363,PKA_113_ASA_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_818,PKA_113_POL_X_Fingerprint_576,PKA_121_B62_X_Fingerprint_696,PKA_121_HYD_X_Fingerprint_698,PKA_131_HYD_X_Fingerprint_800,PKA_132_B62_X_Fingerprint_818,PKA_157_ASA_X_Fingerprint_714,PKA_157_ENG_X_Fingerprint_714,PKA_165_HYD_X_Fingerprint_818,PKA_165_H_X_Fingerprint_818,PKA_172_HYD_X_Fingerprint_800,PKA_180_B62_X_Fingerprint_818,PKA_190_ASA_X_Fingerprint_714,PKA_190_POL_X_Fingerprint_813,PKA_197_HYD_X_Fingerprint_698,PKA_198_VOL_X_Fingerprint_617,PKA_199_ENG_X_Fingerprint_363,PKA_199_VOL_X_Fingerprint_363,PKA_200_X_Fingerprint_644,PKA_201_B62_X_Fingerprint_363,PKA_201_ENG_X_Fingerprint_363,PKA_201_VOL_X_Fingerprint_800,PKA_204_EXP_X_Fingerprint_800,PKA_205_X_Fingerprint_576,PKA_264_ASA_X_Fingerprint_798,PKA_264_EXP_X_Fingerprint_797,PKA_265_ENG_X_Fingerprint_776,PKA_266_ASA_X_Fingerprint_800,PKA_272_ASA_X_Fingerprint_576,PKA_272_ASA_X_Fingerprint_710,PKA_280_VOL_X_Fingerprint_363,PKA_291_EXP_X_Fingerprint_644,PKA_294_VOL_X_Fingerprint_611,PKA_58_B62_X_Fingerprint_644,PKA_58_B62_X_Fingerprint_673,PKA_71_B62_X_Fingerprint_800,PKA_71_CSV_X_Fingerprint_800,PKA_71_X_Fingerprint_800,PKA_73_ASA_X_Fingerprint_714,PKA_86_HYD_X_Fingerprint_686,PKA_92_VOL_X_Fingerprint_698,PKA_96_CSV_X_Fingerprint_818,PKA_96_EXP_X_Fingerprint_818,PKA_97_B62_X_Fingerprint_800,PKA_98_HYD_X_Fingerprint_644,EXP_ACVR1B_X_EXP_AKAP4,EXP_ACVR1B_X_EXP_SMAD4,EXP_GUCY2C_X_EXP_PDE5A,EXP_NPR2_X_EXP_POLR3GL,EXP_NPR2_X_EXP_ZNRD1,EXP_TAOK3_X_EXP_KDSR,EXP_TEC_X_EXP_PLCG1,EXP_TEC_X_EXP_SOS1,EXP_TGFBR2_X_EXP_GPC1,EXP_TGFBR2_X_EXP_NEDD4L,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2980720_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_2672351_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_382551_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_75153_CSV,Predicted IC50,Validation
3.634557,998189,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6554152351,0,0,7.0845336374,0,0,3.6470560286,4.5671095852,3.8244907699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.045228719,25.419558885,21.61226102,34.165837631,37.236315562,47.009199651,17.389217469,23.129709596,28.126710617,34.956807641,0,0,0,0,2.0611877184,3
1.869534,1240123,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.691451,0,0,0,0,0,0,0,0,3.4236806003,0,3.3838750072,4.7717010351,3.9119990397,0,0,0,0,0,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.277984967,24.893484742,32.23505865,35.480958474,41.568886966,38.996861831,14.038203919,21.207358716,23.073503466,25.409918854,0,1.2435326692,1.2435326692,0,1.1560157569,7
2.62479,1240173,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.753591,0,0,0,0,0,0,0,0,0,0,3.2964168787,3.887847673,3.6299946535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.615606711,23.239710915,11.555403504,47.26379432,46.619159685,51.26499814,22.111720449,20.393413042,33.683467321,34.700590778,0,0,0,0,2.2067358263,4
3.318552,1290769,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2023611886,4.0859069496,4.3429284363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.193512928,24.628779983,19.391539412,31.456546343,31.478881848,35.63112332,19.836597333,24.943273841,43.552252304,32.02479081,0,0,0,0,3.3130154345,9
-0.112275,1290907,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2823075925,0,3.4534922264,4.1410945788,3.6742148662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.383089709,24.073638091,29.227041213,32.498043615,43.249232542,39.419902216,15.723457378,21.901234956,31.487326665,34.134357988,0,0,0,0,1.5894962933,4
-0.190633,1659823,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,0.721792,0,0,0,1.636964,5.3538440239,1.636964,1.636964,3.3115310121,4.2336826399,1.531527,3.5624783732,4.1282479122,3.9683660657,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1083122362,0,0,0,0,0,0,0,0,0,0,0,0,-2.77,10.945712318,24.856307693,22.956094537,33.715529474,41.783515567,37.740445449,18.110329444,21.389882559,39.000748484,40.414112644,0,0,0,0,0.9180937869,2
-3.227163,1659928,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.7,0,0,0,0,0,0.65,0,0,0,1,0,0.809132,7.493768547,0.809132,1.603756,0,6.0680924524,1.585206,3.5007558986,3.6274587722,3.5535304117,0.851875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4100783041,0,0,0,0,0,5.7131034409,0,-3,0,0,0,0,0,0,0,0,0,0,-0.29,12.052632379,24.148213674,23.495079148,31.743948614,41.131799451,39.523662835,15.592890067,22.698771764,20.228616495,29.699271478,0,0,0,0,-1.401839893,9
0.781016,1660034,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.5,0,0,0,2.9326610297,0,0,0.607728,13.505366525,0,0,0,2.9326610297,0,3.4088083445,4.3996272383,3.6803163452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.612265712,25.848502252,13.458675743,29.332279654,40.168034163,43.001374721,14.407900858,21.541132897,28.517715542,21.961405639,0,0,0,0,1.4879348201,7
2.373019,1660035,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7589905373,4.3689772667,3.6361954704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87,14.314409182,23.921076629,38.356530156,27.287579771,36.535816157,38.646542048,13.489793958,22.812986528,30.953084121,31.507915458,0,0,0,0,2.5252297266,10
2.059435,1660036,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.795759,0,0,0.715676,0,0,0,0,3.4530824159,0,0,3.6041975316,3.7836891373,4.1672426007,0.843607,1,0,0,0,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3430031271,0,0,0,0,0,2.8451555563,0,0,0,0,0,0,0,0,0,0,0,0,-1.27,11.789519946,27.287528234,23.508630418,36.004718048,47.095189828,43.570781214,14.552515362,22.0828124,32.790625547,38.777195957,0,2.3406620142,2.8994203258,0.5286004406,2.166190409,1
1.813558,1674021,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0506106486,0,3.7892840993,4.4477830423,3.5621979299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.306911342,25.568369046,12.150045807,24.32343923,28.275101074,48.424403233,16.06365371,24.723835227,27.532490849,38.741594231,0,0,0,0,2.4787432662,8
2.524812,905936,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.843276,0,0,1.425156,3.4152370298,3.4148131709,3.8966894339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.086062717,27.397356334,11.533871345,48.54394199,51.937329243,40.187089125,13.759901169,21.519169334,30.31889556,29.559627743,0,0,0,0,2.1145730581,2
2.744563,905937,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.442725,0,0,0,0,0,0,0.832933,3.8449589408,3.1166273617,0,3.4821358699,4.9255984618,4.0223004522,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.789362146,24.996199309,12.181421536,32.569982764,41.873132893,35.03449431,17.023190679,20.906841643,28.776935157,27.202437815,0,1.8256068411,1.8256068411,1.0817597445,3.2350437091,6
0.846029,905939,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4256259067,3.5528542499,3.7570565514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23658792,21.098173599,11.723813571,43.864091729,51.7597202,32.896626058,14.478889566,22.334695416,27.548237997,41.029018832,0,0,0,0,2.5359309855,9
1.717878,905961,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.242478123,3.6386956848,4.103200841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,15.059730897,19.221122349,8.8499017772,37.628667068,39.92336416,38.805498858,13.174247342,18.524714974,27.333071071,36.322648047,0,0,0,0,2.3532655133,8
0.504763,905962,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736083,0,0,0,3.5093337306,3.4845337342,3.6584247137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.955412631,17.515760004,11.146905518,37.618347184,47.888738037,28.319035535,17.118640611,20.451009127,29.167156727,33.286880022,0,0,0,0,1.702067245,8
3.133241,905971,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2.7,0,0,0,0,0,0,0,0,0,0,0,0.794644,5.868033407,0.794644,0.794644,0,0,0,3.693933278,3.9664710065,3.87788723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.482989389,27.343176763,31.998815195,35.682220815,44.079621009,39.850964808,15.808387894,22.001423793,28.766520826,44.75115645,0,0,0,0,3.2153439584,8
3.27127,905989,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76551,0,0.828746,0,0,4.572003597,0,3.6639232657,3.2535565437,3.691618249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.275348409,24.38772583,13.738430424,39.30847699,45.112752995,44.968596808,15.404206154,25.543068263,25.464424813,36.247376021,0,0,0,0,2.5156370551,6
5.550019,906815,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4196964598,3.2638863782,3.5792964947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.229729126,23.298445834,9.1595547129,23.95446897,29.557973502,48.475070528,19.966847422,20.00364178,22.924170309,44.527456009,0,0,0,0,3.2557187614,4
5.73306,907287,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.539629,0,0,0,0,0,0,0,0,2.9185852058,0,3.7266494343,4.2844697639,4.4408715848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.992871417,31.770637597,32.561992262,30.982309698,39.740070972,43.802368657,16.390413443,26.365996816,29.205512727,42.359351621,0,0.5968442954,1.2847033887,0.6779870229,4.6347512498,9
4.182918,907289,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.780053,0,0,0,0.470335,0,0,0,0,9.6567267843,0,3.8552182536,4.0435301039,3.8629343024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.617044067,28.263060628,38.775738756,31.240983991,40.608009059,45.90168124,14.186962961,22.541701084,34.107279749,45.228368907,0,0,0,0,3.8492373398,9
2.048262,907291,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4876231395,5.3013887444,4.1078012525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,11.741390277,26.425031,33.03047315,30.156643848,38.508483339,52.818891672,16.384488068,23.652332784,18.506196256,27.735419817,0,0,0,0,2.5484064331,2
5.67639,907790,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.621718,0,0,0,0,0,0,0,0,0,0.621718,3.2861483496,3.5329565839,3.833386013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.441991722,29.027712229,11.311699914,20.263058267,38.593725254,39.777857344,14.057263879,17.923433961,26.812131762,25.695942284,0,0,0,0,3.4637874642,8
3.29761,907792,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5565966933,4.5788912819,3.9395433234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.949603084,17.421537679,16.412256204,26.365236264,31.218570372,38.107674889,16.038045534,20.946064489,37.719521452,31.244036192,0,0,0,0,3.0260394229,10
3.080129,907794,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2106448544,0,0,0,5.8252854172,0,3.3938347852,3.9293618213,3.5749305279,0,0,0,-23.9,-0.18,0,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.363320527,25.227808211,16.575409337,43.656147919,52.583813273,36.308145096,13.858765083,21.498918671,35.050261005,34.883318751,0,0,0,0,2.7951638381,4
1.188144,907795,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7003069425,0,0,0.819783,4.4915361287,0.819783,0.819783,0,0,0,3.4664457165,4.3088616154,4.1228362682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.823033132,25.217788149,27.071098491,42.738393795,42.29397826,47.29109316,12.958306021,20.708456764,29.397104821,38.063252847,0,0,0,0,2.6942135207,3
2.315126,908458,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1970283441,3.3485564258,3.6359533708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.878046491,25.785547915,33.791015621,33.932993936,34.407996739,34.958257111,13.958601305,21.111657233,16.420627883,22.597243553,0,0,0,0,3.2129434556,3
4.181085,908482,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4799537314,4.1531598911,3.4207148735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.761081485,31.40632306,32.053236594,28.145777816,41.002722926,43.445347054,14.640970644,21.244175673,27.445367464,31.114687644,0,0,0,0,3.8540017178,7
2.064929,909698,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2677977546,0,0,0,4.3831635294,0.799888,3.4649590992,3.1536712857,3.5993673832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,13.787676512,26.77257805,9.5567005735,44.656032559,53.424000356,48.137788183,19.562079976,22.520862392,20.830835026,25.887901493,0,0,0,0,2.336525098,4
4.046749,909718,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4665349127,3.1650490848,3.9931138635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.230156106,27.69913858,12.684974259,24.650229458,31.432701135,35.418206359,12.908310196,21.400610489,24.440028144,24.420242044,0,0,0,0,3.2947987775,3
2.303844,909740,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.782576,0,0,0,0,0,0,0,0,0,0,3.5035310336,3.4921113365,3.9521235615,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.724147025,27.618771356,14.352446082,39.144391554,42.989310077,39.34777446,14.8812281,23.692774685,25.610627716,23.276905394,0,0,0,0,3.1344511681,3
6.892162,909746,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.66202,0,0,0,0,0,0,0,0.535384,0,0,0,0.66202,0,0,0,0,0,0,0,4.3923100357,4.2909588344,4.2290015216,0,0,0,70.7,1.28,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.534993085,20.060870291,41.553712137,29.140752185,38.360688515,49.193838569,16.972636543,27.709012306,48.546492712,48.653043799,0.3952636751,0,0,0,5.998646166,2
