IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_788,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_617,Fingerprint_611,Fingerprint_576,DOM_FAT,DOM_FAT_EXP,MUT_MAST2,REC_R_HSA_1834939_EXP,PWY_R_HSA_1500931_EXP,PWY_R_HSA_375165,PWY_R_HSA_375165_EXP,GO_0001890_EXP,GO_0097192,SFAM_MAST_EXP,FAM_PKL_EXP,EXP_HASPIN,EXP_BLK,EXP_FER,EXP_SCYL1,EXP_MAP3K1,EXP_MAST4,EXP_MAP3K12,EXP_TRPM6,EXP_DAPK2,EXP_GRK7,EXP_NRK,EXP_RAF1,Predicted IC50,Validation
0.403801,949178,87,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.678199378,2.997905332,5.92111336,4.018432114,9.276235082,3.638403204,3.570133445,2.958389798,3.263160606,3.046418431,2.723717008,6.871192046,-2.249477892,5
-3.368918,949179,87,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6.697923619,3.908145572,0,0,0,1,0,10.98196334,4.768727159,3.167577194,5.238839631,4.222663077,9.710254722,3.266580565,5.126172418,2.924202852,3.463721508,3.061293771,2.6982336,7.950369256,-2.121065235,6
-2.386561,1240181,87,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.803164529,3.027987991,5.452023695,4.010249179,10.14976215,3.639959394,4.22271828,3.298390245,3.198511493,2.926181203,2.746242035,6.85606635,-2.412345783,6
4.224652,688086,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.4785875,3.324212759,6.159237731,4.054933001,7.360646464,3.580446012,4.065998372,2.95881721,3.123532887,2.937318622,2.763655239,6.653965476,4.2807297015,6
4.1543,688087,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5.51001936,0,3.295034677,2.932075483,6.535234437,4.083037664,8.143506582,3.79364486,5.629877771,2.925889033,3.139043655,2.829713934,2.789042302,5.80491902,4.057573915,3
4.360222,753616,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5.341832581,0,0,0,0,0,0,3.17935239,2.994000945,6.315000135,3.963491508,9.965804292,3.499441912,4.824062036,3.047565261,3.190016864,3.01449342,2.820636189,6.474163504,4.2758124501,5
3.724997,753618,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,6.932586011,0,0,0,0,0,0,6.932586011,4.157431125,2.99043486,6.204096401,4.083758501,7.633737521,3.085293853,4.37823478,2.794076555,3.27361917,3.13096064,2.797231459,7.13215104,3.6593634469,3
3.229757,753620,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5.727127,7.440788753,0,0,0,3.995572653,3.053053606,5.477221528,3.919147104,8.640029765,3.449660341,4.773320002,3.049815998,3.26092595,2.910819099,2.891905209,6.717771295,3.0550004019,1
4.152796,906803,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.753747172,3.016644609,5.58970471,4.402503169,7.880418336,3.229875453,3.528727165,3.069443066,3.036786819,3.002620479,2.780598473,6.121805006,4.740449504,10
3.676737,907170,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,4.605443309,0,0,0,0,0,0,1,0,4.605443309,5.063510854,2.941541648,5.054356634,4.090063371,6.487002783,3.249824674,4.449527673,2.898629013,3.193358465,3.04242886,2.826020811,7.492769539,3.7467272968,2
4.238301,907314,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6.217803758,1,6.217803758,6.217803758,0,3.878066865,0,3.935271857,3.155104055,5.938098173,3.842977613,10.07601766,3.344626516,4.158510111,3.31585205,3.39495188,2.891664454,2.947377432,7.441419396,4.0017840835,6
4.090959,908135,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.290078221,3.00999034,5.574372739,4.066407361,8.837171629,3.272045392,4.241453516,2.877009976,3.191880496,3.16101565,2.848135639,6.715503274,4.5704826304,2
4.556526,908447,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,7.743385343,0,0,0,0,0,0,0,3.583277505,3.054655732,5.954975638,3.861788189,10.52423598,3.391286815,4.09556059,3.054499444,3.295187013,2.975056684,2.849671033,6.843124141,4.4722844744,8
3.823171,910780,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.045812661,2.910231281,5.913073811,4.259326808,9.970720278,3.278228826,3.769665116,2.875237838,3.038215833,3.019885275,2.781960979,7.468185315,3.3475287927,9
3.836673,925342,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,7.314916221,0,7.314916221,0,0,0,0,0,0,7.314916221,5.088692084,2.794304655,4.992109013,4.942388614,5.686440677,3.320294648,3.822975163,2.973021138,4.788647503,2.965705341,2.866725055,6.929241811,3.0765243385,3
0.977086,949171,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.80143154,0,3.43384796,3.007286814,5.65505191,4.159541136,9.398228945,3.80143154,3.959853131,3.289320604,3.060793528,3.022657958,2.865788297,6.755651187,0.9073292084,9
4.611091,949172,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6.134828225,0,0,0,0,3.622236098,0,3.790597483,3.249503377,6.600216818,3.854125252,9.173115341,3.622236098,5.32484941,3.023198615,3.164064441,2.793777607,3.008363788,5.776684681,5.3017714072,4
4.347482,949174,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.215826351,2.972692914,5.185374816,4.39296986,8.484976559,3.20804441,3.910508888,3.011571668,3.162022936,2.996433452,2.762642637,6.215675074,3.4812018472,1
3.805582,949175,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,7.725620011,0,0,0,0,0,0,0,3.395127119,0,4.241507125,3.189217192,5.474776172,4.151581812,7.991639517,3.395127119,4.578580491,2.87463566,3.198324417,2.888620673,2.873658463,7.080087413,3.1855003679,5
3.467743,949176,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.009807905,3.000131965,5.388555827,4.090057792,9.596303887,3.44171562,3.92629335,3.024543874,3.143915961,2.849976756,2.836086066,6.231615738,3.6590088526,10
2.346912,949177,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.065868447,2.938521795,4.617227257,3.860455015,6.965166438,3.184513007,3.547972398,2.919799748,3.306011566,2.915179001,2.854771105,6.558482677,2.6908042336,8
3.938624,949178,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.678199378,2.997905332,5.92111336,4.018432114,9.276235082,3.638403204,3.570133445,2.958389798,3.263160606,3.046418431,2.723717008,6.871192046,4.0110974768,5
2.677534,949179,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,6.697923619,3.908145572,0,0,0,1,0,10.98196334,4.768727159,3.167577194,5.238839631,4.222663077,9.710254722,3.266580565,5.126172418,2.924202852,3.463721508,3.061293771,2.6982336,7.950369256,2.2269281706,9
3.454354,1240181,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.803164529,3.027987991,5.452023695,4.010249179,10.14976215,3.639959394,4.22271828,3.298390245,3.198511493,2.926181203,2.746242035,6.85606635,3.7820256717,6
1.798194,688086,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.4785875,3.324212759,6.159237731,4.054933001,7.360646464,3.580446012,4.065998372,2.95881721,3.123532887,2.937318622,2.763655239,6.653965476,1.2049770802,2
3.622305,688087,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,5.51001936,0,3.295034677,2.932075483,6.535234437,4.083037664,8.143506582,3.79364486,5.629877771,2.925889033,3.139043655,2.829713934,2.789042302,5.80491902,3.9990280842,3
3.197778,753616,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,5.341832581,0,0,0,0,0,0,3.17935239,2.994000945,6.315000135,3.963491508,9.965804292,3.499441912,4.824062036,3.047565261,3.190016864,3.01449342,2.820636189,6.474163504,2.1270292762,10
3.061924,753618,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,6.932586011,0,0,0,0,0,0,6.932586011,4.157431125,2.99043486,6.204096401,4.083758501,7.633737521,3.085293853,4.37823478,2.794076555,3.27361917,3.13096064,2.797231459,7.13215104,2.5602813783,4
4.634363,753620,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,5.727127,7.440788753,0,0,0,3.995572653,3.053053606,5.477221528,3.919147104,8.640029765,3.449660341,4.773320002,3.049815998,3.26092595,2.910819099,2.891905209,6.717771295,2.2161196007,9
1.692513,906803,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.753747172,3.016644609,5.58970471,4.402503169,7.880418336,3.229875453,3.528727165,3.069443066,3.036786819,3.002620479,2.780598473,6.121805006,1.6555214613,6
1.845457,907170,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,4.605443309,0,0,0,0,0,0,1,0,4.605443309,5.063510854,2.941541648,5.054356634,4.090063371,6.487002783,3.249824674,4.449527673,2.898629013,3.193358465,3.04242886,2.826020811,7.492769539,2.239810109,10
5.040171,907314,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,6.217803758,1,6.217803758,6.217803758,0,3.878066865,0,3.935271857,3.155104055,5.938098173,3.842977613,10.07601766,3.344626516,4.158510111,3.31585205,3.39495188,2.891664454,2.947377432,7.441419396,4.4218070114,9
2.311376,908135,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.290078221,3.00999034,5.574372739,4.066407361,8.837171629,3.272045392,4.241453516,2.877009976,3.191880496,3.16101565,2.848135639,6.715503274,1.5903621202,6
2.222548,908447,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,7.743385343,0,0,0,0,0,0,0,3.583277505,3.054655732,5.954975638,3.861788189,10.52423598,3.391286815,4.09556059,3.054499444,3.295187013,2.975056684,2.849671033,6.843124141,2.813585709,8
3.365218,910780,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.045812661,2.910231281,5.913073811,4.259326808,9.970720278,3.278228826,3.769665116,2.875237838,3.038215833,3.019885275,2.781960979,7.468185315,3.6122421571,8
2.763053,925342,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,7.314916221,0,7.314916221,0,0,0,0,0,0,7.314916221,5.088692084,2.794304655,4.992109013,4.942388614,5.686440677,3.320294648,3.822975163,2.973021138,4.788647503,2.965705341,2.866725055,6.929241811,2.503175972,2
3.354502,949171,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.80143154,0,3.43384796,3.007286814,5.65505191,4.159541136,9.398228945,3.80143154,3.959853131,3.289320604,3.060793528,3.022657958,2.865788297,6.755651187,3.1063475408,6
3.189091,949172,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,6.134828225,0,0,0,0,3.622236098,0,3.790597483,3.249503377,6.600216818,3.854125252,9.173115341,3.622236098,5.32484941,3.023198615,3.164064441,2.793777607,3.008363788,5.776684681,3.3307570062,10
3.349246,949174,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.215826351,2.972692914,5.185374816,4.39296986,8.484976559,3.20804441,3.910508888,3.011571668,3.162022936,2.996433452,2.762642637,6.215675074,3.9437547465,4
4.309889,949175,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,7.725620011,0,0,0,0,0,0,0,3.395127119,0,4.241507125,3.189217192,5.474776172,4.151581812,7.991639517,3.395127119,4.578580491,2.87463566,3.198324417,2.888620673,2.873658463,7.080087413,4.1970748825,1
3.030383,949176,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.009807905,3.000131965,5.388555827,4.090057792,9.596303887,3.44171562,3.92629335,3.024543874,3.143915961,2.849976756,2.836086066,6.231615738,3.3370442672,4
3.281632,949177,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.065868447,2.938521795,4.617227257,3.860455015,6.965166438,3.184513007,3.547972398,2.919799748,3.306011566,2.915179001,2.854771105,6.558482677,3.3364666225,7
4.527718,949178,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.678199378,2.997905332,5.92111336,4.018432114,9.276235082,3.638403204,3.570133445,2.958389798,3.263160606,3.046418431,2.723717008,6.871192046,4.8992167619,2
2.420044,949179,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,6.697923619,3.908145572,0,0,0,1,0,10.98196334,4.768727159,3.167577194,5.238839631,4.222663077,9.710254722,3.266580565,5.126172418,2.924202852,3.463721508,3.061293771,2.6982336,7.950369256,3.1356881843,5
1.964341,1240181,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.803164529,3.027987991,5.452023695,4.010249179,10.14976215,3.639959394,4.22271828,3.298390245,3.198511493,2.926181203,2.746242035,6.85606635,1.6645954036,9
4.534344,688086,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4785875,3.324212759,6.159237731,4.054933001,7.360646464,3.580446012,4.065998372,2.95881721,3.123532887,2.937318622,2.763655239,6.653965476,3.9877960454,7
3.741171,688087,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5.51001936,0,3.295034677,2.932075483,6.535234437,4.083037664,8.143506582,3.79364486,5.629877771,2.925889033,3.139043655,2.829713934,2.789042302,5.80491902,3.5043242471,1
3.257029,753616,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5.341832581,0,0,0,0,0,0,3.17935239,2.994000945,6.315000135,3.963491508,9.965804292,3.499441912,4.824062036,3.047565261,3.190016864,3.01449342,2.820636189,6.474163504,3.4793962179,2
3.742386,753618,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,6.932586011,0,0,0,0,0,0,6.932586011,4.157431125,2.99043486,6.204096401,4.083758501,7.633737521,3.085293853,4.37823478,2.794076555,3.27361917,3.13096064,2.797231459,7.13215104,4.1893513964,7
4.864427,753620,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,5.727127,7.440788753,0,0,0,3.995572653,3.053053606,5.477221528,3.919147104,8.640029765,3.449660341,4.773320002,3.049815998,3.26092595,2.910819099,2.891905209,6.717771295,4.5149571357,2
2.851591,906803,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.753747172,3.016644609,5.58970471,4.402503169,7.880418336,3.229875453,3.528727165,3.069443066,3.036786819,3.002620479,2.780598473,6.121805006,3.8770780408,6
3.42858,907170,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,4.605443309,0,0,0,0,0,0,1,0,4.605443309,5.063510854,2.941541648,5.054356634,4.090063371,6.487002783,3.249824674,4.449527673,2.898629013,3.193358465,3.04242886,2.826020811,7.492769539,3.1248970095,3
4.909523,907314,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,6.217803758,1,6.217803758,6.217803758,0,3.878066865,0,3.935271857,3.155104055,5.938098173,3.842977613,10.07601766,3.344626516,4.158510111,3.31585205,3.39495188,2.891664454,2.947377432,7.441419396,3.9257145491,9
2.891329,908135,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.290078221,3.00999034,5.574372739,4.066407361,8.837171629,3.272045392,4.241453516,2.877009976,3.191880496,3.16101565,2.848135639,6.715503274,2.8589507844,6
5.719094,908447,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,7.743385343,0,0,0,0,0,0,0,3.583277505,3.054655732,5.954975638,3.861788189,10.52423598,3.391286815,4.09556059,3.054499444,3.295187013,2.975056684,2.849671033,6.843124141,4.6329806816,7
2.911177,910780,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.045812661,2.910231281,5.913073811,4.259326808,9.970720278,3.278228826,3.769665116,2.875237838,3.038215833,3.019885275,2.781960979,7.468185315,2.6308653565,6
2.972027,925342,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,7.314916221,0,7.314916221,0,0,0,0,0,0,7.314916221,5.088692084,2.794304655,4.992109013,4.942388614,5.686440677,3.320294648,3.822975163,2.973021138,4.788647503,2.965705341,2.866725055,6.929241811,3.2387139214,8
3.361065,949171,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.80143154,0,3.43384796,3.007286814,5.65505191,4.159541136,9.398228945,3.80143154,3.959853131,3.289320604,3.060793528,3.022657958,2.865788297,6.755651187,4.2751283579,9
5.679625,949172,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6.134828225,0,0,0,0,3.622236098,0,3.790597483,3.249503377,6.600216818,3.854125252,9.173115341,3.622236098,5.32484941,3.023198615,3.164064441,2.793777607,3.008363788,5.776684681,3.558430666,2
5.311625,949174,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.215826351,2.972692914,5.185374816,4.39296986,8.484976559,3.20804441,3.910508888,3.011571668,3.162022936,2.996433452,2.762642637,6.215675074,4.3264957752,6
4.674083,949175,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,7.725620011,0,0,0,0,0,0,0,3.395127119,0,4.241507125,3.189217192,5.474776172,4.151581812,7.991639517,3.395127119,4.578580491,2.87463566,3.198324417,2.888620673,2.873658463,7.080087413,3.5966244852,4
4.552765,949176,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.009807905,3.000131965,5.388555827,4.090057792,9.596303887,3.44171562,3.92629335,3.024543874,3.143915961,2.849976756,2.836086066,6.231615738,4.7244088307,9
4.907347,949177,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.065868447,2.938521795,4.617227257,3.860455015,6.965166438,3.184513007,3.547972398,2.919799748,3.306011566,2.915179001,2.854771105,6.558482677,4.2617300709,1
5.108208,949178,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.678199378,2.997905332,5.92111336,4.018432114,9.276235082,3.638403204,3.570133445,2.958389798,3.263160606,3.046418431,2.723717008,6.871192046,3.291917757,5
2.356336,949179,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,6.697923619,3.908145572,0,0,0,1,0,10.98196334,4.768727159,3.167577194,5.238839631,4.222663077,9.710254722,3.266580565,5.126172418,2.924202852,3.463721508,3.061293771,2.6982336,7.950369256,3.2618321451,7
3.340386,1240181,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.803164529,3.027987991,5.452023695,4.010249179,10.14976215,3.639959394,4.22271828,3.298390245,3.198511493,2.926181203,2.746242035,6.85606635,4.6692102259,10
2.683294,688086,119,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4785875,3.324212759,6.159237731,4.054933001,7.360646464,3.580446012,4.065998372,2.95881721,3.123532887,2.937318622,2.763655239,6.653965476,2.486146078,1
3.472485,688087,119,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5.51001936,0,3.295034677,2.932075483,6.535234437,4.083037664,8.143506582,3.79364486,5.629877771,2.925889033,3.139043655,2.829713934,2.789042302,5.80491902,3.3501555314,7
