
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 13.2100
2    1 0.00370 12.0300
3    1 0.00686 10.9600
4    1 0.00958  9.9900
5    1 0.01189  9.1030
6    1 0.01386  8.2940
7    1 0.01554  7.5570
8    1 0.01696  6.8860
9    1 0.01816  6.2740
10   1 0.01917  5.7170
11   1 0.02003  5.2090
12   2 0.02079  4.7460
13   2 0.02170  4.3250
14   2 0.02247  3.9400
15   2 0.02312  3.5900
16   2 0.02367  3.2710
17   2 0.02413  2.9810
18   2 0.02453  2.7160
19   2 0.02487  2.4750
20   2 0.02515  2.2550
21   2 0.02539  2.0550
22   2 0.02559  1.8720
23   2 0.02576  1.7060
24   2 0.02591  1.5540
25   3 0.02604  1.4160
26   4 0.02643  1.2900
27   4 0.02896  1.1760
28   5 0.03163  1.0710
29   7 0.03489  0.9761
30   7 0.03926  0.8894
31   8 0.04359  0.8104
32   9 0.04829  0.7384
33  10 0.05365  0.6728
34  10 0.05888  0.6130
35  11 0.06420  0.5585
36  14 0.06980  0.5089
37  15 0.07608  0.4637
38  19 0.08327  0.4225
39  21 0.09246  0.3850
40  21 0.10130  0.3508
41  22 0.10970  0.3196
42  25 0.11810  0.2912
43  28 0.12650  0.2654
44  29 0.13480  0.2418
45  32 0.14300  0.2203
46  33 0.15100  0.2007
47  34 0.15920  0.1829
48  39 0.16740  0.1667
49  41 0.17590  0.1518
50  42 0.18410  0.1384
51  44 0.19250  0.1261
52  46 0.20080  0.1149
53  47 0.20890  0.1047
54  53 0.21700  0.0954
55  55 0.22540  0.0869
56  59 0.23380  0.0792
57  60 0.24240  0.0721
58  63 0.25060  0.0657
59  63 0.25870  0.0599
60  66 0.26670  0.0546
61  68 0.27460  0.0497
62  68 0.28220  0.0453
63  69 0.28950  0.0413
64  69 0.29680  0.0376
65  68 0.30360  0.0343
66  68 0.31010  0.0312
67  70 0.31630  0.0284
68  73 0.32230  0.0259
69  77 0.32840  0.0236
70  77 0.33440  0.0215
71  78 0.34020  0.0196
72  80 0.34570  0.0179
73  83 0.35140  0.0163
74  82 0.35690  0.0148
75  83 0.36200  0.0135
76  83 0.36690  0.0123
77  84 0.37150  0.0112
78  87 0.37590  0.0102
79  87 0.38020  0.0093
80  87 0.38420  0.0085
81  88 0.38790  0.0077
82  89 0.39150  0.0070
83  91 0.39500  0.0064
84  89 0.39830  0.0059
85  90 0.40130  0.0053
86  92 0.40420  0.0049
87  92 0.40690  0.0044
88  91 0.40940  0.0040
89  91 0.41170  0.0037
90  93 0.41390  0.0033
91  94 0.41590  0.0031
92  95 0.41780  0.0028
93  95 0.41950  0.0025
94  97 0.42120  0.0023
95  97 0.42270  0.0021
96  98 0.42400  0.0019
97  98 0.42530  0.0017
98  98 0.42650  0.0016
99  98 0.42750  0.0014
100 98 0.42840  0.0013
