
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 3.9620
2    1 0.00407 3.6100
3    1 0.00747 3.2890
4    1 0.01031 2.9970
5    1 0.01268 2.7310
6    1 0.01466 2.4880
7    1 0.01630 2.2670
8    1 0.01768 2.0660
9    1 0.01882 1.8820
10   1 0.01978 1.7150
11   1 0.02057 1.5630
12   1 0.02123 1.4240
13   1 0.02178 1.2970
14   2 0.02246 1.1820
15   2 0.02315 1.0770
16   2 0.02373 0.9814
17   2 0.02422 0.8942
18   2 0.02462 0.8148
19   2 0.02496 0.7424
20   2 0.02524 0.6765
21   2 0.02548 0.6164
22   2 0.02567 0.5616
23   2 0.02584 0.5117
24   2 0.02598 0.4663
25   3 0.02610 0.4248
26   4 0.02694 0.3871
27   4 0.03322 0.3527
28   5 0.03901 0.3214
29   7 0.04539 0.2928
30   7 0.05319 0.2668
31   8 0.06018 0.2431
32   8 0.06641 0.2215
33   9 0.07319 0.2018
34   9 0.07929 0.1839
35  10 0.08552 0.1676
36  12 0.09442 0.1527
37  15 0.10540 0.1391
38  16 0.11570 0.1268
39  18 0.12570 0.1155
40  19 0.13500 0.1052
41  19 0.14350 0.0959
42  22 0.15090 0.0874
43  25 0.15880 0.0796
44  27 0.16700 0.0725
45  29 0.17510 0.0661
46  31 0.18340 0.0602
47  33 0.19230 0.0549
48  35 0.20090 0.0500
49  36 0.20940 0.0456
50  39 0.21800 0.0415
51  43 0.22780 0.0378
52  45 0.23740 0.0345
53  45 0.24730 0.0314
54  47 0.25720 0.0286
55  51 0.26760 0.0261
56  53 0.27740 0.0238
57  58 0.28770 0.0216
58  59 0.29750 0.0197
59  60 0.30640 0.0180
60  61 0.31500 0.0164
61  62 0.32270 0.0149
62  64 0.33040 0.0136
63  68 0.33780 0.0124
64  69 0.34510 0.0113
65  68 0.35190 0.0103
66  71 0.35800 0.0094
67  74 0.36430 0.0085
68  75 0.37040 0.0078
69  79 0.37630 0.0071
70  79 0.38170 0.0065
71  79 0.38680 0.0059
72  78 0.39130 0.0054
73  79 0.39510 0.0049
74  80 0.39850 0.0045
75  81 0.40180 0.0041
76  83 0.40510 0.0037
77  84 0.40810 0.0034
78  86 0.41080 0.0031
79  88 0.41340 0.0028
80  88 0.41590 0.0025
81  88 0.41820 0.0023
82  88 0.42030 0.0021
83  88 0.42210 0.0019
84  90 0.42380 0.0018
85  89 0.42510 0.0016
86  89 0.42640 0.0015
87  91 0.42750 0.0013
88  91 0.42860 0.0012
89  91 0.42950 0.0011
90  92 0.43040 0.0010
91  93 0.43110 0.0009
92  93 0.43180 0.0008
93  93 0.43230 0.0008
94  92 0.43270 0.0007
95  95 0.43310 0.0006
96  95 0.43350 0.0006
97  95 0.43380 0.0005
98  96 0.43410 0.0005
99  96 0.43430 0.0004
100 97 0.43450 0.0004
