
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 48.690
2     1 0.00044 44.360
3     1 0.00092 40.420
4     1 0.00144 36.830
5     1 0.00201 33.560
6     7 0.00318 30.580
7     9 0.00542 27.860
8     9 0.00796 25.390
9    10 0.01060 23.130
10   13 0.01376 21.080
11   19 0.01751 19.200
12   19 0.02186 17.500
13   24 0.02660 15.940
14   26 0.03176 14.530
15   33 0.03742 13.240
16   36 0.04381 12.060
17   40 0.05067 10.990
18   47 0.05802 10.010
19   49 0.06589  9.123
20   51 0.07418  8.313
21   56 0.08280  7.574
22   58 0.09164  6.901
23   59 0.10060  6.288
24   64 0.10980  5.729
25   68 0.11910  5.221
26   73 0.12870  4.757
27   76 0.13840  4.334
28   80 0.14830  3.949
29   84 0.15810  3.598
30   86 0.16800  3.279
31   85 0.17790  2.987
32   89 0.18770  2.722
33  100 0.19740  2.480
34  103 0.20700  2.260
35  105 0.21670  2.059
36  108 0.22620  1.876
37  108 0.23570  1.709
38  111 0.24500  1.558
39  111 0.25420  1.419
40  112 0.26320  1.293
41  112 0.27190  1.178
42  114 0.28040  1.074
43  114 0.28870  0.978
44  115 0.29680  0.891
45  114 0.30450  0.812
46  117 0.31190  0.740
47  118 0.31910  0.674
48  119 0.32620  0.614
49  120 0.33290  0.560
50  120 0.33940  0.510
51  122 0.34560  0.465
52  123 0.35150  0.424
53  122 0.35710  0.386
54  121 0.36250  0.352
55  121 0.36760  0.320
56  120 0.37240  0.292
57  120 0.37680  0.266
58  120 0.38110  0.242
59  120 0.38500  0.221
60  122 0.38880  0.201
61  121 0.39240  0.183
62  122 0.39570  0.167
63  122 0.39900  0.152
64  121 0.40200  0.139
65  122 0.40480  0.126
66  124 0.40750  0.115
67  125 0.41000  0.105
68  125 0.41230  0.096
69  125 0.41440  0.087
70  125 0.41640  0.079
71  125 0.41830  0.072
72  125 0.42000  0.066
73  125 0.42160  0.060
74  125 0.42310  0.055
75  125 0.42440  0.050
76  125 0.42560  0.045
77  126 0.42680  0.041
78  126 0.42780  0.038
79  126 0.42870  0.034
80  126 0.42950  0.031
81  126 0.43030  0.029
82  126 0.43100  0.026
83  125 0.43160  0.024
84  125 0.43210  0.022
85  125 0.43260  0.020
86  126 0.43300  0.018
87  126 0.43330  0.016
88  126 0.43370  0.015
89  126 0.43400  0.014
90  125 0.43420  0.012
91  125 0.43440  0.011
92  125 0.43460  0.010
93  125 0.43480  0.009
94  125 0.43490  0.009
95  125 0.43510  0.008
96  125 0.43520  0.007
97  125 0.43530  0.006
98  125 0.43530  0.006
99  125 0.43540  0.005
100 125 0.43550  0.005
