
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 198.100
2     1 0.00130 180.500
3     1 0.00261 164.500
4     1 0.00393 149.900
5     1 0.00524 136.500
6     2 0.00690 124.400
7     2 0.00859 113.400
8     2 0.01020 103.300
9     2 0.01173  94.110
10    2 0.01317  85.750
11    2 0.01452  78.140
12    2 0.01577  71.190
13    2 0.01693  64.870
14    2 0.01800  59.110
15    2 0.01897  53.860
16    2 0.01986  49.070
17    2 0.02066  44.710
18    2 0.02139  40.740
19    3 0.02204  37.120
20    3 0.02264  33.820
21    3 0.02316  30.820
22    3 0.02362  28.080
23    3 0.02402  25.590
24    3 0.02437  23.310
25    4 0.02468  21.240
26    5 0.02498  19.350
27    5 0.02541  17.640
28    6 0.02589  16.070
29    8 0.02644  14.640
30    8 0.02713  13.340
31   10 0.02787  12.160
32   11 0.02880  11.080
33   12 0.02983  10.090
34   15 0.03103   9.195
35   15 0.03237   8.378
36   15 0.03377   7.634
37   15 0.03523   6.956
38   17 0.03681   6.338
39   20 0.03862   5.775
40   25 0.04068   5.262
41   26 0.04293   4.794
42   28 0.04541   4.368
43   30 0.04806   3.980
44   32 0.05095   3.627
45   35 0.05405   3.305
46   37 0.05744   3.011
47   37 0.06099   2.743
48   42 0.06476   2.500
49   45 0.06881   2.278
50   47 0.07306   2.075
51   51 0.07751   1.891
52   52 0.08218   1.723
53   55 0.08704   1.570
54   56 0.09209   1.430
55   62 0.09733   1.303
56   63 0.10280   1.188
57   64 0.10840   1.082
58   67 0.11410   0.986
59   66 0.12000   0.898
60   67 0.12590   0.819
61   69 0.13200   0.746
62   70 0.13810   0.680
63   71 0.14430   0.619
64   74 0.15050   0.564
65   74 0.15680   0.514
66   77 0.16300   0.468
67   80 0.16940   0.427
68   83 0.17570   0.389
69   83 0.18210   0.354
70   85 0.18840   0.323
71   86 0.19470   0.294
72   87 0.20100   0.268
73   87 0.20720   0.244
74   89 0.21340   0.222
75   91 0.21960   0.203
76   91 0.22570   0.185
77   91 0.23180   0.168
78   93 0.23790   0.153
79   93 0.24380   0.140
80   94 0.24970   0.127
81   95 0.25560   0.116
82   97 0.26140   0.106
83   97 0.26720   0.096
84   97 0.27290   0.088
85   97 0.27850   0.080
86   97 0.28410   0.073
87   97 0.28970   0.066
88   98 0.29510   0.060
89   99 0.30050   0.055
90   99 0.30590   0.050
91  101 0.31110   0.046
92  101 0.31630   0.042
93  100 0.32140   0.038
94   99 0.32650   0.035
95  102 0.33140   0.032
96  102 0.33630   0.029
97  103 0.34120   0.026
98  103 0.34590   0.024
99  103 0.35050   0.022
100 103 0.35500   0.020
