
Call:  glmnet(x = x, y = y, alpha = 0.85, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.57280
2    1 0.00914 0.52190
3    1 0.01680 0.47550
4    1 0.02322 0.43330
5    1 0.02859 0.39480
6    4 0.03621 0.35970
7    4 0.04757 0.32780
8    4 0.05703 0.29860
9    4 0.06491 0.27210
10   6 0.07378 0.24790
11   7 0.08468 0.22590
12   9 0.10010 0.20580
13  13 0.11540 0.18760
14  16 0.13000 0.17090
15  21 0.14500 0.15570
16  24 0.16320 0.14190
17  29 0.18470 0.12930
18  31 0.20450 0.11780
19  34 0.22390 0.10730
20  34 0.24100 0.09779
21  36 0.25570 0.08911
22  39 0.26910 0.08119
23  43 0.28070 0.07398
24  48 0.29330 0.06741
25  50 0.30520 0.06142
26  51 0.31530 0.05596
27  54 0.32380 0.05099
28  55 0.33100 0.04646
29  57 0.33800 0.04233
30  63 0.34580 0.03857
31  68 0.35340 0.03515
32  73 0.36100 0.03202
33  75 0.36830 0.02918
34  83 0.37550 0.02659
35  84 0.38180 0.02422
36  93 0.38780 0.02207
37  96 0.39320 0.02011
38  97 0.39800 0.01832
39  99 0.40260 0.01670
40 100 0.40680 0.01521
41 101 0.41040 0.01386
42 101 0.41400 0.01263
43 102 0.41720 0.01151
44 104 0.41990 0.01049
45 104 0.42230 0.00955
46 103 0.42420 0.00871
47 104 0.42580 0.00793
48 105 0.42710 0.00723
49 105 0.42830 0.00659
50 105 0.42940 0.00600
51 104 0.43040 0.00547
52 104 0.43120 0.00498
53 104 0.43190 0.00454
54 104 0.43240 0.00414
55 104 0.43290 0.00377
56 104 0.43330 0.00343
57 104 0.43360 0.00313
58 104 0.43390 0.00285
59 106 0.43410 0.00260
60 109 0.43430 0.00237
61 110 0.43450 0.00216
62 111 0.43470 0.00197
63 111 0.43490 0.00179
64 111 0.43510 0.00163
65 111 0.43520 0.00149
66 111 0.43530 0.00135
67 111 0.43540 0.00123
68 111 0.43540 0.00112
69 111 0.43550 0.00103
70 111 0.43550 0.00093
71 111 0.43560 0.00085
72 111 0.43560 0.00078
73 111 0.43560 0.00071
74 112 0.43570 0.00064
75 113 0.43570 0.00059
76 113 0.43570 0.00053
77 114 0.43570 0.00049
78 114 0.43570 0.00044
79 114 0.43570 0.00040
80 114 0.43580 0.00037
81 114 0.43580 0.00034
82 114 0.43580 0.00031
83 114 0.43580 0.00028
84 113 0.43580 0.00025
85 113 0.43580 0.00023
86 114 0.43580 0.00021
87 114 0.43580 0.00019
88 114 0.43580 0.00017
89 114 0.43580 0.00016
90 114 0.43590 0.00015
91 114 0.43590 0.00013
92 115 0.43590 0.00012
