
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 55.390
2    1 0.005465 50.470
3    1 0.010130 45.980
4    1 0.014100 41.900
5    1 0.017470 38.180
6    1 0.020330 34.780
7    1 0.022750 31.690
8    1 0.024800 28.880
9    1 0.026530 26.310
10   1 0.027980 23.980
11   1 0.029210 21.850
12   1 0.030240 19.910
13   1 0.031100 18.140
14   2 0.032560 16.530
15   2 0.034220 15.060
16   2 0.035630 13.720
17   2 0.036810 12.500
18   3 0.038000 11.390
19   3 0.040040 10.380
20   3 0.041770  9.457
21   4 0.043610  8.616
22   4 0.045440  7.851
23   4 0.047000  7.154
24   4 0.048310  6.518
25   5 0.049430  5.939
26   7 0.050800  5.411
27   7 0.052400  4.931
28   6 0.053770  4.493
29   6 0.054950  4.094
30   6 0.055990  3.730
31   7 0.057020  3.399
32   8 0.058250  3.097
33  10 0.059560  2.821
34  10 0.060810  2.571
35  10 0.061910  2.342
36  10 0.062860  2.134
37   9 0.063570  1.945
38   9 0.064100  1.772
39  10 0.064630  1.615
40  12 0.065090  1.471
41  12 0.066230  1.340
42  12 0.067250  1.221
43  12 0.068110  1.113
44  12 0.068860  1.014
45  15 0.069820  0.924
46  18 0.071780  0.842
47  18 0.073960  0.767
48  19 0.076020  0.699
49  21 0.078130  0.637
50  22 0.080270  0.580
51  24 0.082310  0.529
52  27 0.084100  0.482
53  30 0.085890  0.439
54  31 0.087530  0.400
55  33 0.089120  0.364
56  33 0.090550  0.332
57  39 0.092020  0.302
58  41 0.093470  0.276
59  41 0.094830  0.251
60  42 0.096030  0.229
61  43 0.097130  0.208
62  43 0.098120  0.190
63  44 0.098970  0.173
64  45 0.099760  0.158
65  46 0.100500  0.144
66  46 0.101200  0.131
67  48 0.101800  0.119
68  48 0.102400  0.109
69  49 0.102900  0.099
70  50 0.103300  0.090
71  52 0.103700  0.082
72  53 0.104000  0.075
73  54 0.104300  0.068
74  54 0.104600  0.062
75  53 0.104800  0.057
76  54 0.105000  0.052
77  54 0.105200  0.047
78  56 0.105400  0.043
79  56 0.105500  0.039
80  59 0.105800  0.036
81  60 0.105800  0.032
82  61 0.105900  0.030
83  67 0.106000  0.027
84  65 0.106100  0.025
85  69 0.106200  0.022
86  70 0.106200  0.020
87  73 0.106300  0.019
88  76 0.106300  0.017
89  76 0.106400  0.015
90  77 0.106400  0.014
91  81 0.106500  0.013
92  86 0.106500  0.012
93  88 0.106500  0.011
94  89 0.106600  0.010
95  90 0.106600  0.009
96  90 0.106600  0.008
97  90 0.106600  0.007
98  91 0.106600  0.007
99  93 0.106700  0.006
100 94 0.106700  0.006
