
Call:  glmnet(x = x, y = y, alpha = 0.45, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.98150
2     1 0.006346 0.89430
3     1 0.011910 0.81480
4     1 0.016760 0.74240
5     2 0.021070 0.67650
6     3 0.025810 0.61640
7     4 0.031020 0.56160
8     5 0.035700 0.51170
9     6 0.040720 0.46630
10    9 0.046580 0.42490
11    9 0.052110 0.38710
12    9 0.056760 0.35270
13   11 0.060710 0.32140
14   10 0.064080 0.29280
15   12 0.067090 0.26680
16   13 0.070190 0.24310
17   14 0.072990 0.22150
18   14 0.075350 0.20180
19   15 0.077510 0.18390
20   15 0.079420 0.16760
21   15 0.081070 0.15270
22   15 0.082660 0.13910
23   15 0.084020 0.12680
24   14 0.085150 0.11550
25   14 0.086060 0.10520
26   17 0.086980 0.09589
27   17 0.087970 0.08737
28   17 0.088830 0.07961
29   17 0.089550 0.07254
30   18 0.090150 0.06609
31   19 0.090870 0.06022
32   20 0.091940 0.05487
33   21 0.092860 0.05000
34   22 0.093770 0.04556
35   24 0.094620 0.04151
36   25 0.095640 0.03782
37   25 0.096440 0.03446
38   26 0.097150 0.03140
39   27 0.097760 0.02861
40   27 0.098310 0.02607
41   29 0.098870 0.02375
42   30 0.099420 0.02164
43   34 0.099880 0.01972
44   34 0.100400 0.01797
45   36 0.100800 0.01637
46   36 0.101200 0.01492
47   36 0.101500 0.01359
48   38 0.102000 0.01238
49   41 0.102300 0.01128
50   43 0.102800 0.01028
51   44 0.103100 0.00937
52   47 0.103400 0.00854
53   46 0.103700 0.00778
54   47 0.104100 0.00709
55   47 0.104300 0.00646
56   50 0.104600 0.00588
57   51 0.104800 0.00536
58   51 0.105000 0.00488
59   51 0.105200 0.00445
60   56 0.105400 0.00405
61   56 0.105600 0.00370
62   58 0.105700 0.00337
63   61 0.105900 0.00307
64   64 0.106000 0.00280
65   64 0.106100 0.00255
66   68 0.106200 0.00232
67   72 0.106300 0.00211
68   71 0.106300 0.00193
69   74 0.106400 0.00176
70   76 0.106500 0.00160
71   77 0.106500 0.00146
72   84 0.106500 0.00133
73   83 0.106600 0.00121
74   86 0.106600 0.00110
75   88 0.106600 0.00100
76   90 0.106600 0.00092
77   90 0.106600 0.00083
78   90 0.106600 0.00076
79   94 0.106700 0.00069
80   98 0.106700 0.00063
81  102 0.106700 0.00057
82  102 0.106700 0.00052
83  103 0.106700 0.00048
84  103 0.106700 0.00043
85  104 0.106700 0.00040
86  104 0.106700 0.00036
87  107 0.106700 0.00033
88  106 0.106700 0.00030
89  107 0.106700 0.00027
90  111 0.106700 0.00025
91  112 0.106700 0.00023
92  113 0.106700 0.00021
93  114 0.106700 0.00019
94  117 0.106800 0.00017
95  115 0.106800 0.00016
96  115 0.106800 0.00014
97  116 0.106800 0.00013
98  117 0.106800 0.00012
99  118 0.106800 0.00011
100 117 0.106800 0.00010
