
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 0.80300
2     1 0.00676 0.73170
3     1 0.01259 0.66670
4     1 0.01761 0.60750
5     1 0.02191 0.55350
6     2 0.02652 0.50430
7     3 0.03143 0.45950
8     5 0.03617 0.41870
9     5 0.04104 0.38150
10    9 0.04683 0.34760
11    9 0.05239 0.31670
12    9 0.05707 0.28860
13    9 0.06098 0.26300
14   10 0.06428 0.23960
15   12 0.06727 0.21830
16   13 0.07035 0.19890
17   13 0.07320 0.18120
18   13 0.07559 0.16510
19   14 0.07771 0.15050
20   13 0.07963 0.13710
21   14 0.08130 0.12490
22   14 0.08290 0.11380
23   13 0.08425 0.10370
24   14 0.08526 0.09450
25   14 0.08617 0.08610
26   16 0.08708 0.07846
27   17 0.08805 0.07149
28   17 0.08891 0.06513
29   17 0.08962 0.05935
30   18 0.09022 0.05408
31   19 0.09105 0.04927
32   20 0.09212 0.04490
33   21 0.09303 0.04091
34   22 0.09394 0.03727
35   24 0.09482 0.03396
36   25 0.09584 0.03094
37   26 0.09664 0.02820
38   26 0.09735 0.02569
39   28 0.09795 0.02341
40   28 0.09848 0.02133
41   28 0.09904 0.01943
42   29 0.09955 0.01771
43   33 0.09997 0.01613
44   33 0.10050 0.01470
45   34 0.10090 0.01340
46   34 0.10130 0.01221
47   34 0.10160 0.01112
48   39 0.10200 0.01013
49   38 0.10250 0.00923
50   42 0.10280 0.00841
51   41 0.10320 0.00766
52   42 0.10360 0.00698
53   45 0.10390 0.00636
54   46 0.10410 0.00580
55   48 0.10440 0.00528
56   49 0.10470 0.00481
57   53 0.10480 0.00439
58   53 0.10500 0.00400
59   54 0.10520 0.00364
60   59 0.10530 0.00332
61   58 0.10560 0.00302
62   62 0.10560 0.00276
63   62 0.10580 0.00251
64   66 0.10590 0.00229
65   68 0.10610 0.00208
66   68 0.10620 0.00190
67   68 0.10630 0.00173
68   71 0.10630 0.00158
69   72 0.10640 0.00144
70   76 0.10640 0.00131
71   74 0.10650 0.00119
72   78 0.10650 0.00109
73   78 0.10650 0.00099
74   80 0.10660 0.00090
75   82 0.10660 0.00082
76   88 0.10660 0.00075
77   90 0.10660 0.00068
78   94 0.10660 0.00062
79   96 0.10670 0.00057
80   98 0.10670 0.00052
81  101 0.10670 0.00047
82  102 0.10670 0.00043
83  102 0.10670 0.00039
84  103 0.10670 0.00036
85  104 0.10670 0.00032
86  105 0.10670 0.00030
87  105 0.10670 0.00027
88  106 0.10670 0.00025
89  106 0.10670 0.00022
90  106 0.10670 0.00020
91  109 0.10670 0.00019
92  112 0.10670 0.00017
93  113 0.10680 0.00015
94  112 0.10680 0.00014
95  114 0.10680 0.00013
96  113 0.10680 0.00012
97  113 0.10680 0.00011
98  114 0.10680 0.00010
99  116 0.10680 0.00009
100 117 0.10680 0.00008
