
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.44170
2     1 0.007789 0.40240
3     1 0.014260 0.36670
4     1 0.019630 0.33410
5     1 0.024080 0.30440
6     2 0.028200 0.27740
7     2 0.032670 0.25270
8     4 0.037280 0.23030
9     4 0.042170 0.20980
10    7 0.047540 0.19120
11    8 0.052980 0.17420
12    8 0.057690 0.15870
13    8 0.061590 0.14460
14    8 0.064840 0.13180
15    9 0.067680 0.12010
16   11 0.070540 0.10940
17   12 0.073480 0.09968
18   12 0.075950 0.09083
19   13 0.078050 0.08276
20   13 0.080050 0.07541
21   14 0.081850 0.06871
22   13 0.083360 0.06260
23   13 0.084520 0.05704
24   14 0.085490 0.05197
25   14 0.086390 0.04736
26   16 0.087290 0.04315
27   17 0.088190 0.03932
28   17 0.089070 0.03582
29   17 0.089780 0.03264
30   18 0.090370 0.02974
31   19 0.091440 0.02710
32   20 0.092520 0.02469
33   20 0.093410 0.02250
34   22 0.094330 0.02050
35   24 0.095190 0.01868
36   25 0.096280 0.01702
37   27 0.097040 0.01551
38   26 0.097790 0.01413
39   28 0.098300 0.01287
40   28 0.098840 0.01173
41   28 0.099420 0.01069
42   29 0.099890 0.00974
43   30 0.100300 0.00887
44   31 0.100600 0.00809
45   32 0.101100 0.00737
46   34 0.101500 0.00671
47   36 0.101800 0.00612
48   36 0.102300 0.00557
49   38 0.102700 0.00508
50   41 0.103000 0.00463
51   38 0.103500 0.00422
52   38 0.103800 0.00384
53   41 0.104100 0.00350
54   42 0.104400 0.00319
55   42 0.104600 0.00291
56   42 0.104800 0.00265
57   44 0.105100 0.00241
58   48 0.105200 0.00220
59   51 0.105400 0.00200
60   52 0.105600 0.00182
61   53 0.105800 0.00166
62   54 0.105900 0.00152
63   56 0.106000 0.00138
64   58 0.106000 0.00126
65   60 0.106200 0.00115
66   60 0.106200 0.00104
67   61 0.106400 0.00095
68   63 0.106400 0.00087
69   63 0.106500 0.00079
70   65 0.106500 0.00072
71   67 0.106600 0.00066
72   68 0.106600 0.00060
73   68 0.106600 0.00054
74   70 0.106600 0.00050
75   71 0.106600 0.00045
76   76 0.106700 0.00041
77   80 0.106700 0.00038
78   82 0.106700 0.00034
79   83 0.106700 0.00031
80   86 0.106700 0.00028
81   88 0.106700 0.00026
82   94 0.106700 0.00024
83   96 0.106700 0.00021
84   97 0.106700 0.00020
85  100 0.106700 0.00018
86  101 0.106700 0.00016
87  103 0.106700 0.00015
88  103 0.106700 0.00013
89  104 0.106700 0.00012
90  106 0.106700 0.00011
91  106 0.106700 0.00010
92  107 0.106700 0.00009
93  108 0.106800 0.00008
94  109 0.106800 0.00008
95  109 0.106800 0.00007
96  111 0.106800 0.00006
97  111 0.106800 0.00006
98  114 0.106800 0.00005
99  114 0.106800 0.00005
100 115 0.106800 0.00004
