
Call:  glmnet(x = x, y = y, alpha = 0.6, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 9.2310
2    1 0.005985 8.4110
3    1 0.010960 7.6640
4    1 0.015110 6.9830
5    1 0.018550 6.3630
6    1 0.021420 5.7970
7    1 0.023800 5.2820
8    1 0.025780 4.8130
9    1 0.027430 4.3860
10   1 0.028800 3.9960
11   1 0.029930 3.6410
12   1 0.030880 3.3180
13   1 0.031670 3.0230
14   2 0.033180 2.7540
15   2 0.034820 2.5100
16   2 0.036180 2.2870
17   2 0.037310 2.0830
18   3 0.038290 1.8980
19   3 0.040460 1.7300
20   3 0.042250 1.5760
21   4 0.044090 1.4360
22   4 0.045970 1.3080
23   4 0.047540 1.1920
24   4 0.048840 1.0860
25   4 0.049920 0.9898
26   4 0.050820 0.9019
27   6 0.052470 0.8218
28   6 0.054110 0.7488
29   6 0.055490 0.6823
30   6 0.056640 0.6216
31   7 0.057610 0.5664
32   8 0.059080 0.5161
33   9 0.060490 0.4702
34   9 0.061770 0.4285
35   9 0.062920 0.3904
36   9 0.063570 0.3557
37   9 0.064140 0.3241
38  10 0.064630 0.2953
39  10 0.065140 0.2691
40  11 0.065850 0.2452
41  12 0.067090 0.2234
42  12 0.068090 0.2036
43  12 0.068930 0.1855
44  13 0.069650 0.1690
45  15 0.070550 0.1540
46  17 0.073650 0.1403
47  18 0.076380 0.1278
48  19 0.079030 0.1165
49  18 0.081310 0.1061
50  22 0.083370 0.0967
51  22 0.085610 0.0881
52  22 0.087510 0.0803
53  24 0.089150 0.0732
54  27 0.090550 0.0667
55  28 0.092280 0.0607
56  28 0.093640 0.0553
57  29 0.094780 0.0504
58  31 0.095910 0.0459
59  34 0.096960 0.0419
60  34 0.098040 0.0381
61  36 0.098930 0.0348
62  38 0.099830 0.0317
63  40 0.100700 0.0288
64  40 0.101400 0.0263
65  40 0.102100 0.0240
66  39 0.102700 0.0218
67  40 0.103100 0.0199
68  42 0.103600 0.0181
69  43 0.103900 0.0165
70  43 0.104200 0.0150
71  43 0.104500 0.0137
72  42 0.104800 0.0125
73  42 0.104900 0.0114
74  44 0.105100 0.0104
75  45 0.105200 0.0094
76  48 0.105400 0.0086
77  50 0.105500 0.0078
78  51 0.105700 0.0071
79  50 0.105800 0.0065
80  50 0.106000 0.0059
81  53 0.106100 0.0054
82  55 0.106200 0.0049
83  58 0.106200 0.0045
84  59 0.106300 0.0041
85  60 0.106400 0.0037
86  62 0.106400 0.0034
87  64 0.106500 0.0031
88  67 0.106500 0.0028
89  68 0.106500 0.0026
90  69 0.106600 0.0023
91  74 0.106600 0.0021
92  76 0.106600 0.0019
93  76 0.106600 0.0018
94  78 0.106700 0.0016
95  78 0.106700 0.0015
96  78 0.106700 0.0013
97  81 0.106700 0.0012
98  82 0.106700 0.0011
99  83 0.106700 0.0010
100 86 0.106700 0.0009
