
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

     Df     %Dev  Lambda
1     0 0.000000 138.500
2     1 0.004727 126.200
3     1 0.008905 115.000
4     1 0.012580 104.700
5     1 0.015800  95.440
6     1 0.018620  86.960
7     1 0.021060  79.240
8     1 0.023180  72.200
9     1 0.025010  65.780
10    1 0.026590  59.940
11    1 0.027940  54.610
12    1 0.029100  49.760
13    1 0.030100  45.340
14    2 0.031480  41.310
15    2 0.033190  37.640
16    2 0.034660  34.300
17    2 0.035920  31.250
18    4 0.037400  28.480
19    4 0.039330  25.950
20    4 0.041010  23.640
21    5 0.042880  21.540
22    5 0.044660  19.630
23    5 0.046210  17.880
24    5 0.047550  16.300
25    7 0.048950  14.850
26    7 0.050510  13.530
27    7 0.051890  12.330
28    7 0.053100  11.230
29    7 0.054190  10.230
30    7 0.055150   9.325
31    8 0.056240   8.496
32   10 0.057380   7.741
33   10 0.058610   7.054
34   10 0.059650   6.427
35   10 0.060640   5.856
36   12 0.061540   5.336
37   12 0.062380   4.862
38   12 0.063120   4.430
39   12 0.063770   4.036
40   13 0.064300   3.678
41   14 0.064980   3.351
42   14 0.066030   3.053
43   14 0.066930   2.782
44   14 0.067850   2.535
45   16 0.068710   2.310
46   17 0.069850   2.105
47   18 0.071540   1.918
48   23 0.073240   1.747
49   26 0.075230   1.592
50   29 0.077240   1.451
51   30 0.079150   1.322
52   31 0.081000   1.204
53   33 0.082760   1.097
54   35 0.084500   1.000
55   37 0.086140   0.911
56   38 0.087700   0.830
57   43 0.089250   0.756
58   45 0.090660   0.689
59   46 0.092100   0.628
60   46 0.093350   0.572
61   49 0.094500   0.521
62   48 0.095580   0.475
63   50 0.096490   0.433
64   53 0.097500   0.394
65   55 0.098400   0.359
66   56 0.099220   0.327
67   55 0.099980   0.298
68   57 0.100700   0.272
69   58 0.101300   0.248
70   59 0.101900   0.226
71   58 0.102400   0.206
72   60 0.102800   0.187
73   62 0.103200   0.171
74   63 0.103600   0.156
75   63 0.103900   0.142
76   64 0.104200   0.129
77   63 0.104400   0.118
78   65 0.104700   0.107
79   70 0.104900   0.098
80   72 0.105100   0.089
81   74 0.105300   0.081
82   74 0.105400   0.074
83   76 0.105600   0.067
84   78 0.105700   0.061
85   80 0.105800   0.056
86   85 0.105900   0.051
87   86 0.106000   0.046
88   88 0.106100   0.042
89   92 0.106200   0.039
90   95 0.106300   0.035
91   95 0.106300   0.032
92   95 0.106400   0.029
93   96 0.106400   0.027
94   95 0.106500   0.024
95   97 0.106500   0.022
96   97 0.106500   0.020
97   98 0.106600   0.018
98   99 0.106600   0.017
99  101 0.106600   0.015
100 103 0.106600   0.014
