IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,MOT_2D_beta8strand,MUT_CDC42BPB,MUT_FGFR2_EXP,MUT_MAP3K9_EXP,MUT_NPR2,MUT_NPR2_EXP,MUT_ULK4,CNV_PTK2_gain,REC_R_HSA_176298_EXP,REC_R_HSA_380311_CSV,PWY_R_HSA_1250196_EXP,PWY_R_HSA_1266738_CSV,PWY_R_HSA_193648_CSV,PWY_R_HSA_373755,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0002053_EXP,GO_0007283_CSV,GO_0042060,GO_0043524,GO_0048813,GO_0050798,SFAM_TSSK,EXP_EPHB6,EXP_MAP3K12,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_IGF1R,EXP_WNK4,PKA_104_ENG_X_Fingerprint_818,PKA_104_VOL_X_Fingerprint_644,PKA_105_POL_X_Fingerprint_791,PKA_115_EXP_X_Fingerprint_643,PKA_115_HYD_X_Fingerprint_576,PKA_124_POL_X_Fingerprint_791,PKA_145_ASA_X_Fingerprint_696,PKA_145_EXP_X_Fingerprint_696,PKA_157_HYD_X_Fingerprint_696,PKA_162_HYD_X_Fingerprint_576,PKA_162_VOL_X_Fingerprint_576,PKA_192_ASA_X_Fingerprint_643,PKA_192_VOL_X_Fingerprint_643,PKA_240_POL_X_Fingerprint_576,EXP_GRK3_X_EXP_OR10H3,EXP_GRK3_X_EXP_OR52I1,EXP_GRK3_X_EXP_OR5M9,EXP_RIPK3_X_EXP_FADD,EXP_SYK_X_EXP_CLEC7A,EXP_SYK_X_EXP_STAT5A,EXP_SYK_X_EXP_TLN1,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_69273_EXP,GO_0006355_EXP_X_GO_0031397_EXP,GO_0007411_X_GO_0034446,GO_0009615_EXP_X_GO_0070373_EXP,GO_0018108_X_GO_0090002,GO_0030155_X_GO_1901796,GO_0043254_EXP_X_GO_0043406_EXP,Predicted IC50,Validation
-5.298064,908121,283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4631941541,0.841378,0,0,0,5.9221739941,0,0,0,0,0,0,0,3.7257575609,3.076681571,3.2529690537,3.1057240383,4.1819802353,4.3412523845,4.362304674,3.0345494516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.058177316,12.774842871,13.298867801,29.761103906,11.696654278,12.733326711,16.873111563,0,0,0,0,1,0,0,0,0,-2.728064095,1
1.061444,905957,1242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2917009377,0,0,0,0,0,1,0,3.2660958742,3.3303883124,3.1933297733,3.26282365,4.1160478662,3.1897059344,4.5393100866,2.944423017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.771831884,11.069899184,12.929872634,21.330030681,8.6774306032,14.271012368,20.730191522,0,0,0,0,0,0,0,1,0,1.020148953,1
5.291908,1290905,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,3.1959557893,3.2284287252,3.217966342,3.9107803123,4.1455546591,4.3641648593,4.7894039096,2.9808327242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.388908703,11.143538899,12.371790787,24.716680698,15.513511382,21.140148813,19.635477989,0,0,0,0,0,0,0,0,0,5.3419874486,3
4.268244,907045,1142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.70925,0,0,0,0,0,0.790263,0,1,0,0,0,3.2276833326,3.2084051927,3.2926216917,3.13870324,3.9324102927,3.8736577096,4.0093441727,7.2930018986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.305950097,9.0478393227,9.3648758514,23.901394828,9.2898589887,11.153629779,10.507729051,0,0,0,0,0,0,0,0,0,3.6423604315,5
3.486667,906812,38,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,3.8546026547,3.4823429827,3.2122513846,3.1417491662,4.3741028047,4.5092482412,4.8679873994,2.8992583303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.133293824,10.854866731,10.644270948,21.417846284,8.9998635431,11.029256064,15.23624903,0,0,0,0,0,0,0,0,0,3.6263796927,8
0.713553,906862,308,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.7540713141,0.752333,0,1,0,5.1549449795,0,0,1,0,0,0,0,3.2220061363,3.0720914693,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.3844061235,3.2351098269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.019847216,12.129669764,13.420593025,21.608045354,17.371310825,18.746690772,15.515393572,0,3,0,0,0,0,1,1,0,1.9000427476,4
2.145898,908123,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7029860955,0,0,1,0,0,0,0,1,0,0,0,0,4.2761739693,2.7520846003,3.2513771133,3.1230917247,4.7992700098,5.0109685667,3.4132555184,2.917376701,0,0,0,0,0,0,0,0,0,0,0,-3.3,-27.5,0,14.07841532,11.317620608,12.281723445,24.490020264,20.302770927,31.389719107,40.369427076,0,0,0,0,0,0,0,0,0,1.8900717832,5
4.59518,910852,253,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397386,3.0903660868,3.2638026483,3.1029046068,4.3954103232,4.2146980639,4.8898338855,2.9569413157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.437812001,9.5987661013,9.5140637941,23.006163683,23.129367214,36.484038293,32.699911809,0,0,0,0,0,15.661202732,0,0,0,4.3148477968,3
2.968976,905957,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2917009377,0,0,0,0,0,1,0,3.2660958742,3.3303883124,3.1933297733,3.26282365,4.1160478662,3.1897059344,4.5393100866,2.944423017,0,0,0,0,0,0,0,0,0,1.49,72.7,0,0,0,13.771831884,11.069899184,12.929872634,21.330030681,8.6774306032,14.271012368,20.730191522,0,0,0,0,0,0,0,1,0,2.9671755551,5
1.65277,749710,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.4816911235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,3.2613558719,3.0777875191,4.3733548782,4.618865047,4.2494738212,2.8756369718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.695237493,12.417500552,13.002662142,24.328845618,14.525753491,24.780857945,21.017274291,0,0,0,0,0,0,0,0,0,1.7025117519,10
3.500977,907047,1042,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3344626692,3.1178521552,3.2022425586,3.0635048006,5.1716707266,4.4455062113,4.6810992017,2.8798409697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.371215635,12.44303597,11.366779428,24.918913094,16.756130134,32.201993719,20.241539181,0,0,0,0,0,0,0,0,0,3.1606506495,9
2.79761,908122,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,1,3.1942800368,3.1929792419,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.3954630653,3.0729575264,-0.096,0,0,0,0,0,0,0,0,-1.42,-14.5,0,0,0,13.237284573,11.409284038,12.549858122,25.874108959,8.7051471259,11.426026258,14.243767775,0,1,0,0,0,0,0,0,0,3.335700814,4
5.459648,906801,1143,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2670641507,0,0,0,0,0,0.824886,0,2,0,5.8338085826,0,0,0,0,0,0,0,3.5425441968,3.3284598588,3.3045836914,3.0299149741,4.1901545637,4.1550541969,4.9168190692,3.0712562864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.057740355,8.6524876773,8.4675315804,23.28593947,13.99418582,16.706166605,17.401336445,0,0,0,0,0,0,0,2,0,5.2425148591,5
4.249764,949093,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.9382338563,0.650866,0,0,0,0,0.650866,0,0,0,0,0,1,0,0,2.9223807838,5.1080496892,3.3286806027,4.4512434316,3.9267117855,4.8657093735,6.1336058975,3.181218415,0,0,0,3.8071674379,-0.23,0,0,0,0,0,0,34.8,38,0,11.636565186,10.294714153,10.342037141,23.434420357,10.888393117,15.571860566,14.735426429,9.3250946879,0,11.786513339,0,0,0,0,0,0,4.8064740726,8
5.24474,1240172,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.680259,0,0,0.875777,13.150189286,0,0.875777,0,0,0,1,0,2.9508577831,3.7810059311,3.3126619696,4.5231074419,3.7723026065,4.3515376923,3.2733266995,2.964879319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.135224529,10.6694048,10.390944512,20.514195643,10.026832833,12.167289554,17.362411827,0,0,0,0,0,0,0,1,0,5.1027459573,4
0.9938079319,749710,1032,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.4816911235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,3.2613558719,3.0777875191,4.3733548782,4.618865047,4.2494738212,2.8756369718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.695237493,12.417500552,13.002662142,24.328845618,14.525753491,24.780857945,21.017274291,0,0,0,0,0,0,0,0,0,1.3353116517,8
2.062466,906862,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7540713141,0.752333,0,1,0,5.1549449795,0,0,1,0,0,0,0,3.2220061363,3.0720914693,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.3844061235,3.2351098269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.019847216,12.129669764,13.420593025,21.608045354,17.371310825,18.746690772,15.515393572,0,3,0,0,0,0,1,1,0,2.7650974392,2
1.855062,908122,202,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,1,3.1942800368,3.1929792419,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.3954630653,3.0729575264,0,0,0,0,0,0,0,0,0,-1.42,-14.5,0,0,0,13.237284573,11.409284038,12.549858122,25.874108959,8.7051471259,11.426026258,14.243767775,0,1,0,0,0,0,0,0,0,1.9974198603,1
4.411419,908122,294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,1,3.1942800368,3.1929792419,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.3954630653,3.0729575264,0,0,0,0,0,0,0,0,0,-1.42,-14.5,0,0,0,13.237284573,11.409284038,12.549858122,25.874108959,8.7051471259,11.426026258,14.243767775,0,1,0,0,0,0,0,0,0,4.6430879449,3
2.985692,907048,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.695946343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,1,6.2887474171,3.0092684646,3.3343198137,3.0165565138,4.3270365226,4.3307564601,3.5685197114,2.9064315425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85582374,10.093445185,10.088743139,25.689690828,16.71348752,16.888961238,20.004820513,0,0,0,0,0,0,0,0,0,4.0725776304,3
3.531474,946359,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29754,0,0,0,3.5332953274,4.1577292737,0,1,1,1,0,0,4.0776189235,3.1851297775,3.3987970633,3.4189612907,4.1787118168,4.5830480231,5.0381075251,3.136024292,0,0,0,3.0425144615,0,0,0,0,0,0,0,0,0,0,9.947698721,8.5400514976,9.4418107082,24.245172292,16.162280349,18.307423229,19.223673482,0,0,0,0,0,0,0,1,0,3.8577993308,4
-0.383948,946382,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70754,0,1,0,0,0,3.1779038668,3.8418285541,3.3955706709,3.1785003374,3.8948927251,4.0140793532,3.7412234602,2.9403653141,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,11.422160919,10.015783024,10.578956866,28.001329796,11.567698025,13.610026736,16.708738464,0,0,0,0,0,0,0,0,0,-1.663659955,8
1.201784,905946,176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55673,0,2,0,0,0,0,0,1,1,1,0,2.9346408359,3.5195166351,3.3867450328,3.3054909788,3.7543195725,3.8552842174,5.755060257,3.0265696164,4.392,0,0,0,0,0,0,0,-2.52,0,0,0,0,0,9.9073944537,8.9906748285,9.751246711,24.069724645,11.042944982,15.440939907,12.593089016,0,0,0,10.561303339,0,0,0,0,22.473643403,1.0009577865,7
3.248752,908122,281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,1,3.1942800368,3.1929792419,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.3954630653,3.0729575264,-0.096,0,0,0,0,0,0,0,0,-1.42,-14.5,0,0,0,13.237284573,11.409284038,12.549858122,25.874108959,8.7051471259,11.426026258,14.243767775,0,1,0,0,0,0,0,0,0,2.6761276833,5
4.751428,910910,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.798032,0,0.746166,0.746166,0,0,11.824999272,0,0,0,0,0,0,0,3.0779615408,3.5977587079,3.299945304,2.9819082181,4.4682331975,3.8940011801,4.9373410672,3.0678321449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9059728125,9.3185928963,9.6881194057,25.703774807,11.103853975,15.565778087,13.435400252,11.141596442,0,14.835146662,0,0,0,0,0,0,4.9128123163,6
5.80013,749710,1043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4816911235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,3.2613558719,3.0777875191,4.3733548782,4.618865047,4.2494738212,2.8756369718,0,0,0,0,0,0,1.8,8.1462881771,0,0,0,0,0,0,14.695237493,12.417500552,13.002662142,24.328845618,14.525753491,24.780857945,21.017274291,0,0,0,0,0,0,0,0,0,5.7257728527,6
4.602959,905946,1194,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.55673,0,2,0,0,0,0,0,1,1,1,0,2.9346408359,3.5195166351,3.3867450328,3.3054909788,3.7543195725,3.8552842174,5.755060257,3.0265696164,0,0,0,0,0,0,0,0,-2.52,0,0,0,0,0,9.9073944537,8.9906748285,9.751246711,24.069724645,11.042944982,15.440939907,12.593089016,0,0,0,10.561303339,0,0,0,0,22.473643403,3.680099449,3
2.686912,907046,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.800196,0,0,0,15.364396658,0,0,1,0,0,0,1,3.1680062792,3.6120473152,3.1990845707,3.0744334779,5.0929809529,4.3349889303,5.4452302832,4.6289716869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.911034454,18.309414136,17.957843604,24.254904886,10.361611226,11.208579446,14.779916447,0,0,0,0,0,0,1,0,0,-0.242233269,10
-0.317167,907046,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.800196,0,0,0,15.364396658,0,0,1,0,0,0,1,3.1680062792,3.6120473152,3.1990845707,3.0744334779,5.0929809529,4.3349889303,5.4452302832,4.6289716869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.911034454,18.309414136,17.957843604,24.254904886,10.361611226,11.208579446,14.779916447,0,0,0,0,0,0,1,0,0,-0.159991125,7
2.6564651484,907046,1014,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800196,0,0,0,15.364396658,0,0,1,0,0,0,1,3.1680062792,3.6120473152,3.1990845707,3.0744334779,5.0929809529,4.3349889303,5.4452302832,4.6289716869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.911034454,18.309414136,17.957843604,24.254904886,10.361611226,11.208579446,14.779916447,0,0,0,0,0,0,1,0,0,3.2644872089,8
3.343362,910704,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3.8913235615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.6820151742,3.9937718218,3.1816753757,3.0178263398,3.6008379371,4.0121254222,3.6913048043,2.991257806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.182035847,8.8259959942,10.521310563,22.300814544,11.743634458,14.223584271,16.333787909,0,0,0,0,0,0,0,0,0,3.0501600091,4
2.326993,749715,1158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0489007833,2.9395998904,3.302863538,3.3254243993,4.3914341894,4.2790178663,5.174086424,3.0489435542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.179944861,11.817803584,11.815020902,23.734558574,14.018097268,34.601217849,24.436664591,0,0,0,0,0,0,0,0,0,4.2810510915,10
-1.588079,910927,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.738597,0,0,0,6.4404733071,0,0,1,0,0,0,0,3.0437723503,4.0042123915,3.0986377163,2.9351703016,4.6542612685,3.9592798472,4.5321304628,3.0123183958,0,0,1,0,0,0,0,0,-0.73,0,0,0,0,0,11.094312295,9.197060562,10.249439825,20.758671481,7.9184351728,12.274208241,16.461001407,0,2,0,0,0,0,0,0,0,-1.26917708,9
