
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

     Df     %Dev Lambda
1     0 0.000000 4.5890
2     2 0.003457 4.1820
3     2 0.006496 3.8100
4     3 0.009335 3.4720
5     5 0.012890 3.1630
6     6 0.016210 2.8820
7     6 0.018970 2.6260
8     8 0.021550 2.3930
9     8 0.024180 2.1800
10    8 0.026360 1.9870
11    7 0.028170 1.8100
12    7 0.029670 1.6490
13    7 0.030910 1.5030
14    9 0.031990 1.3690
15   10 0.033310 1.2480
16   11 0.034610 1.1370
17   12 0.036140 1.0360
18   12 0.037550 0.9438
19   13 0.038710 0.8600
20   14 0.040330 0.7836
21   14 0.041830 0.7140
22   21 0.043520 0.6505
23   21 0.045360 0.5927
24   21 0.047040 0.5401
25   22 0.048650 0.4921
26   23 0.050070 0.4484
27   23 0.051260 0.4086
28   22 0.053230 0.3723
29   23 0.055240 0.3392
30   26 0.057370 0.3091
31   28 0.059490 0.2816
32   27 0.061280 0.2566
33   27 0.063020 0.2338
34   33 0.064720 0.2130
35   37 0.074860 0.1941
36   43 0.088330 0.1769
37   44 0.101400 0.1611
38   49 0.113200 0.1468
39   51 0.123300 0.1338
40   53 0.132800 0.1219
41   55 0.142100 0.1111
42   59 0.151200 0.1012
43   62 0.159000 0.0922
44   64 0.166000 0.0840
45   70 0.173800 0.0766
46   74 0.180400 0.0698
47   77 0.186200 0.0636
48   80 0.191300 0.0579
49   79 0.196300 0.0528
50   83 0.201300 0.0481
51   86 0.205700 0.0438
52   86 0.209400 0.0399
53   88 0.212400 0.0364
54   88 0.214900 0.0331
55   95 0.217100 0.0302
56   98 0.218900 0.0275
57   99 0.220600 0.0251
58  100 0.222000 0.0228
59  104 0.222900 0.0208
60  104 0.224100 0.0190
61  108 0.224900 0.0173
62  113 0.225700 0.0157
63  115 0.226800 0.0144
64  120 0.228300 0.0131
65  125 0.229700 0.0119
66  130 0.231100 0.0108
67  130 0.232600 0.0099
68  131 0.233800 0.0090
69  137 0.234700 0.0082
70  140 0.235600 0.0075
71  142 0.236300 0.0068
72  145 0.236900 0.0062
73  149 0.237400 0.0057
74  151 0.237800 0.0052
75  153 0.238200 0.0047
76  155 0.238500 0.0043
77  163 0.238900 0.0039
78  169 0.239200 0.0036
79  172 0.239500 0.0032
80  174 0.239800 0.0030
81  180 0.240000 0.0027
82  183 0.240200 0.0024
83  189 0.240400 0.0022
84  195 0.240600 0.0020
85  197 0.240700 0.0019
86  199 0.240800 0.0017
87  197 0.240900 0.0015
88  202 0.241000 0.0014
89  203 0.241100 0.0013
90  207 0.241100 0.0012
91  210 0.241200 0.0011
92  214 0.241200 0.0010
93  214 0.241300 0.0009
94  217 0.241300 0.0008
95  222 0.241300 0.0007
96  220 0.241400 0.0007
97  224 0.241400 0.0006
98  225 0.241400 0.0006
99  227 0.241400 0.0005
100 228 0.241400 0.0005
