
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

     Df     %Dev Lambda
1     0 0.000000 4.4580
2     1 0.002833 4.0620
3     2 0.006714 3.7010
4     3 0.013050 3.3720
5     4 0.020370 3.0730
6    10 0.031040 2.8000
7    15 0.043820 2.5510
8    18 0.057860 2.3240
9    22 0.071650 2.1180
10   27 0.085850 1.9300
11   33 0.099790 1.7580
12   41 0.112800 1.6020
13   46 0.124700 1.4600
14   48 0.135800 1.3300
15   50 0.145700 1.2120
16   51 0.154500 1.1040
17   54 0.162300 1.0060
18   58 0.169200 0.9167
19   61 0.175400 0.8353
20   62 0.180800 0.7611
21   66 0.185600 0.6935
22   64 0.189800 0.6319
23   59 0.193400 0.5757
24   59 0.196400 0.5246
25   59 0.199100 0.4780
26   58 0.201300 0.4355
27   56 0.203300 0.3968
28   54 0.204900 0.3616
29   54 0.206400 0.3295
30   57 0.207600 0.3002
31   57 0.209200 0.2735
32   59 0.210600 0.2492
33   59 0.212100 0.2271
34   61 0.213600 0.2069
35   68 0.215200 0.1885
36   72 0.216900 0.1718
37   76 0.218600 0.1565
38   75 0.220400 0.1426
39   77 0.221900 0.1299
40   82 0.223300 0.1184
41   86 0.224700 0.1079
42   90 0.226000 0.0983
43   94 0.227300 0.0896
44   99 0.228500 0.0816
45  102 0.229600 0.0744
46  108 0.230700 0.0678
47  119 0.231600 0.0617
48  122 0.232700 0.0562
49  124 0.233600 0.0512
50  126 0.234500 0.0467
51  133 0.235300 0.0426
52  133 0.236000 0.0388
53  136 0.236700 0.0353
54  136 0.237300 0.0322
55  140 0.237800 0.0293
56  142 0.238200 0.0267
57  144 0.238700 0.0244
58  147 0.239000 0.0222
59  150 0.239300 0.0202
60  151 0.239600 0.0184
61  153 0.239800 0.0168
62  157 0.240000 0.0153
63  161 0.240200 0.0139
64  166 0.240300 0.0127
65  171 0.240500 0.0116
66  175 0.240600 0.0105
67  177 0.240700 0.0096
68  178 0.240800 0.0088
69  184 0.240900 0.0080
70  185 0.241000 0.0073
71  184 0.241000 0.0066
72  190 0.241100 0.0060
73  195 0.241100 0.0055
74  196 0.241200 0.0050
75  202 0.241200 0.0046
76  204 0.241200 0.0042
77  209 0.241300 0.0038
78  210 0.241300 0.0035
79  212 0.241300 0.0031
80  216 0.241300 0.0029
81  219 0.241300 0.0026
82  222 0.241300 0.0024
83  225 0.241400 0.0022
84  228 0.241400 0.0020
85  229 0.241400 0.0018
86  231 0.241400 0.0016
87  234 0.241400 0.0015
88  239 0.241400 0.0014
89  241 0.241400 0.0012
90  250 0.241400 0.0011
91  253 0.241400 0.0010
92  257 0.241400 0.0009
93  256 0.241400 0.0009
94  261 0.241400 0.0008
95  263 0.241400 0.0007
96  266 0.241400 0.0006
97  268 0.241400 0.0006
98  271 0.241500 0.0005
99  272 0.241500 0.0005
100 272 0.241500 0.0004
