
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 4.9900
2    1 0.01581 4.5470
3    1 0.02894 4.1430
4    1 0.03984 3.7750
5    1 0.04889 3.4400
6    1 0.05640 3.1340
7    1 0.06264 2.8560
8    1 0.06782 2.6020
9    1 0.07212 2.3710
10   1 0.07569 2.1600
11   1 0.07865 1.9680
12   1 0.08111 1.7930
13   1 0.08315 1.6340
14   1 0.08485 1.4890
15   1 0.08625 1.3570
16   1 0.08742 1.2360
17   2 0.09537 1.1260
18   2 0.10260 1.0260
19   2 0.10850 0.9351
20   2 0.11350 0.8520
21   2 0.11760 0.7763
22   2 0.12100 0.7074
23   2 0.12380 0.6445
24   2 0.12620 0.5873
25   2 0.12810 0.5351
26   3 0.13070 0.4876
27   3 0.13350 0.4443
28   3 0.13590 0.4048
29   3 0.13780 0.3688
30   3 0.13940 0.3361
31   3 0.14080 0.3062
32   3 0.14190 0.2790
33   3 0.14280 0.2542
34   4 0.14750 0.2316
35   4 0.15690 0.2111
36   4 0.16470 0.1923
37   5 0.17830 0.1752
38   5 0.19140 0.1597
39   5 0.20230 0.1455
40   6 0.21180 0.1325
41   7 0.22260 0.1208
42   7 0.23370 0.1100
43   7 0.24280 0.1003
44   7 0.25050 0.0914
45   9 0.25880 0.0832
46  10 0.26900 0.0758
47  10 0.27810 0.0691
48  11 0.28600 0.0630
49  11 0.29330 0.0574
50  14 0.30180 0.0523
51  16 0.31090 0.0476
52  17 0.32200 0.0434
53  18 0.33190 0.0396
54  19 0.34050 0.0360
55  21 0.34830 0.0328
56  24 0.35690 0.0299
57  25 0.36590 0.0273
58  28 0.37500 0.0248
59  28 0.38270 0.0226
60  32 0.39060 0.0206
61  32 0.39940 0.0188
62  34 0.40770 0.0171
63  35 0.41530 0.0156
64  35 0.42170 0.0142
65  35 0.42710 0.0130
66  36 0.43170 0.0118
67  36 0.43560 0.0107
68  36 0.43880 0.0098
69  36 0.44150 0.0089
70  36 0.44370 0.0081
71  36 0.44550 0.0074
72  36 0.44710 0.0068
73  36 0.44840 0.0062
74  36 0.44940 0.0056
75  36 0.45030 0.0051
76  36 0.45100 0.0047
77  36 0.45160 0.0042
78  36 0.45210 0.0039
79  36 0.45250 0.0035
80  36 0.45290 0.0032
81  36 0.45320 0.0029
82  36 0.45340 0.0027
83  36 0.45360 0.0024
84  36 0.45380 0.0022
85  36 0.45390 0.0020
86  36 0.45400 0.0018
87  35 0.45410 0.0017
88  35 0.45420 0.0015
89  36 0.45420 0.0014
90  37 0.45430 0.0013
91  37 0.45440 0.0012
92  37 0.45440 0.0010
93  37 0.45450 0.0010
94  37 0.45450 0.0009
95  37 0.45450 0.0008
96  37 0.45450 0.0007
97  37 0.45460 0.0007
98  37 0.45460 0.0006
99  37 0.45460 0.0005
100 37 0.45460 0.0005
