
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 9.9810
2    1 0.01529 9.0940
3    1 0.02811 8.2860
4    1 0.03884 7.5500
5    1 0.04783 6.8790
6    1 0.05534 6.2680
7    1 0.06162 5.7110
8    1 0.06687 5.2040
9    1 0.07125 4.7420
10   1 0.07491 4.3200
11   1 0.07796 3.9370
12   1 0.08050 3.5870
13   1 0.08262 3.2680
14   1 0.08439 2.9780
15   1 0.08586 2.7130
16   2 0.08731 2.4720
17   2 0.09501 2.2530
18   2 0.10160 2.0530
19   2 0.10720 1.8700
20   2 0.11200 1.7040
21   2 0.11600 1.5530
22   2 0.11940 1.4150
23   2 0.12230 1.2890
24   2 0.12480 1.1750
25   2 0.12690 1.0700
26   3 0.12980 0.9751
27   3 0.13270 0.8885
28   3 0.13510 0.8096
29   3 0.13710 0.7377
30   3 0.13880 0.6721
31   3 0.14020 0.6124
32   3 0.14140 0.5580
33   3 0.14240 0.5084
34   4 0.14580 0.4633
35   4 0.15280 0.4221
36   4 0.15910 0.3846
37   5 0.16930 0.3504
38   5 0.17990 0.3193
39   5 0.18940 0.2909
40   6 0.19890 0.2651
41   7 0.20870 0.2415
42   7 0.21940 0.2201
43   7 0.22890 0.2005
44   7 0.23720 0.1827
45   9 0.24500 0.1665
46  10 0.25310 0.1517
47  10 0.26260 0.1382
48  11 0.27150 0.1259
49  12 0.27990 0.1148
50  14 0.28930 0.1046
51  14 0.29820 0.0953
52  18 0.30840 0.0868
53  18 0.31880 0.0791
54  20 0.32810 0.0721
55  21 0.33620 0.0657
56  25 0.34550 0.0598
57  27 0.35460 0.0545
58  28 0.36350 0.0497
59  29 0.37170 0.0453
60  31 0.37970 0.0412
61  32 0.38760 0.0376
62  35 0.39560 0.0342
63  35 0.40340 0.0312
64  36 0.41010 0.0284
65  36 0.41620 0.0259
66  36 0.42150 0.0236
67  36 0.42610 0.0215
68  37 0.43010 0.0196
69  37 0.43370 0.0178
70  37 0.43670 0.0163
71  37 0.43940 0.0148
72  37 0.44170 0.0135
73  37 0.44360 0.0123
74  37 0.44530 0.0112
75  37 0.44670 0.0102
76  37 0.44790 0.0093
77  37 0.44900 0.0085
78  36 0.44990 0.0077
79  36 0.45060 0.0070
80  36 0.45120 0.0064
81  36 0.45180 0.0058
82  36 0.45220 0.0053
83  36 0.45260 0.0049
84  36 0.45290 0.0044
85  36 0.45320 0.0040
86  36 0.45340 0.0037
87  36 0.45360 0.0033
88  36 0.45370 0.0030
89  36 0.45390 0.0028
90  36 0.45400 0.0025
91  36 0.45410 0.0023
92  37 0.45420 0.0021
93  36 0.45430 0.0019
94  37 0.45430 0.0017
95  37 0.45440 0.0016
96  37 0.45440 0.0014
97  37 0.45450 0.0013
98  37 0.45450 0.0012
99  37 0.45450 0.0011
100 37 0.45450 0.0010
