
Call:  glmnet(x = x, y = y, alpha = 0.6, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 8.0670
2    1 0.00729 7.3500
3    1 0.01336 6.6970
4    1 0.01841 6.1020
5    1 0.02262 5.5600
6    1 0.02612 5.0660
7    1 0.02903 4.6160
8    1 0.03146 4.2060
9    1 0.03347 3.8330
10   2 0.03549 3.4920
11   3 0.03810 3.1820
12   3 0.04056 2.8990
13   3 0.04261 2.6420
14   3 0.04432 2.4070
15   4 0.04576 2.1930
16   4 0.04703 1.9980
17   4 0.04808 1.8210
18   5 0.04910 1.6590
19   5 0.05072 1.5120
20   6 0.05226 1.3770
21   7 0.05386 1.2550
22   7 0.05522 1.1430
23   7 0.05635 1.0420
24   7 0.05728 0.9493
25   8 0.05808 0.8650
26   9 0.05939 0.7882
27   9 0.06052 0.7181
28   9 0.06145 0.6543
29  10 0.06228 0.5962
30  12 0.06324 0.5433
31  11 0.06413 0.4950
32  12 0.06486 0.4510
33  12 0.06554 0.4110
34  15 0.06671 0.3744
35  15 0.06769 0.3412
36  15 0.06854 0.3109
37  15 0.06923 0.2833
38  17 0.07461 0.2581
39  21 0.08527 0.2352
40  21 0.09800 0.2143
41  21 0.10900 0.1952
42  21 0.11870 0.1779
43  22 0.13020 0.1621
44  26 0.14070 0.1477
45  29 0.15330 0.1346
46  29 0.16580 0.1226
47  31 0.17660 0.1117
48  34 0.18620 0.1018
49  37 0.19540 0.0928
50  39 0.20660 0.0845
51  41 0.21680 0.0770
52  40 0.22610 0.0702
53  41 0.23430 0.0639
54  44 0.24270 0.0582
55  47 0.25190 0.0531
56  48 0.26010 0.0484
57  48 0.26740 0.0441
58  50 0.27440 0.0402
59  51 0.28120 0.0366
60  52 0.28820 0.0333
61  60 0.29600 0.0304
62  60 0.30500 0.0277
63  60 0.31410 0.0252
64  61 0.32270 0.0230
65  62 0.33050 0.0209
66  64 0.33740 0.0191
67  66 0.34370 0.0174
68  66 0.34930 0.0158
69  65 0.35430 0.0144
70  66 0.35900 0.0132
71  70 0.36340 0.0120
72  73 0.36760 0.0109
73  74 0.37140 0.0099
74  76 0.37480 0.0091
75  75 0.37770 0.0083
76  76 0.38020 0.0075
77  77 0.38250 0.0069
78  78 0.38470 0.0062
79  79 0.38670 0.0057
80  79 0.38840 0.0052
81  79 0.38990 0.0047
82  79 0.39110 0.0043
83  80 0.39230 0.0039
84  82 0.39340 0.0036
85  84 0.39440 0.0033
86  85 0.39530 0.0030
87  84 0.39610 0.0027
88  84 0.39670 0.0025
89  85 0.39730 0.0022
90  86 0.39780 0.0020
91  86 0.39820 0.0019
92  87 0.39860 0.0017
93  86 0.39890 0.0015
94  88 0.39910 0.0014
95  89 0.39930 0.0013
96  90 0.39960 0.0012
97  90 0.39980 0.0011
98  90 0.40000 0.0010
99  91 0.40020 0.0009
100 95 0.40040 0.0008
