
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 3.04700
2     1 0.00364 2.77600
3     6 0.00887 2.53000
4     8 0.01898 2.30500
5     9 0.03104 2.10000
6    12 0.04319 1.91400
7    16 0.05657 1.74400
8    20 0.07059 1.58900
9    25 0.08670 1.44800
10   33 0.10640 1.31900
11   35 0.12630 1.20200
12   41 0.14560 1.09500
13   44 0.16590 0.99780
14   47 0.18510 0.90910
15   52 0.20320 0.82840
16   58 0.22150 0.75480
17   60 0.23930 0.68770
18   63 0.25530 0.62660
19   66 0.26970 0.57100
20   70 0.28300 0.52020
21   75 0.29500 0.47400
22   78 0.30640 0.43190
23   80 0.31690 0.39350
24   82 0.32610 0.35860
25   86 0.33430 0.32670
26   88 0.34150 0.29770
27   85 0.34780 0.27130
28   85 0.35320 0.24720
29   87 0.35790 0.22520
30   89 0.36190 0.20520
31   90 0.36550 0.18700
32   90 0.36850 0.17040
33   88 0.37120 0.15520
34   88 0.37350 0.14140
35   91 0.37560 0.12890
36   90 0.37810 0.11740
37   90 0.38020 0.10700
38   91 0.38230 0.09748
39   92 0.38440 0.08882
40   94 0.38630 0.08093
41   93 0.38790 0.07374
42   96 0.38950 0.06719
43   96 0.39090 0.06122
44   96 0.39210 0.05578
45   97 0.39330 0.05083
46   95 0.39420 0.04631
47   96 0.39510 0.04220
48   95 0.39580 0.03845
49   93 0.39640 0.03503
50   92 0.39700 0.03192
51   91 0.39740 0.02909
52   91 0.39780 0.02650
53   92 0.39820 0.02415
54   92 0.39850 0.02200
55   92 0.39880 0.02005
56   92 0.39900 0.01827
57   93 0.39920 0.01664
58   95 0.39940 0.01517
59   98 0.39950 0.01382
60   99 0.39960 0.01259
61   98 0.39980 0.01147
62   96 0.39990 0.01045
63   95 0.40000 0.00952
64   95 0.40020 0.00868
65   95 0.40030 0.00791
66   94 0.40030 0.00720
67   97 0.40040 0.00656
68   97 0.40050 0.00598
69   99 0.40060 0.00545
70  101 0.40070 0.00497
71  100 0.40070 0.00453
72   99 0.40080 0.00412
73   98 0.40080 0.00376
74  100 0.40090 0.00342
75   98 0.40100 0.00312
76   98 0.40100 0.00284
77  100 0.40110 0.00259
78  100 0.40110 0.00236
79  101 0.40120 0.00215
80  101 0.40120 0.00196
81  101 0.40120 0.00178
82  101 0.40130 0.00163
83  103 0.40130 0.00148
84  104 0.40130 0.00135
85  104 0.40130 0.00123
86  105 0.40140 0.00112
87  104 0.40140 0.00102
88  105 0.40140 0.00093
89  105 0.40140 0.00085
90  105 0.40140 0.00077
91  106 0.40140 0.00070
92  106 0.40140 0.00064
93  106 0.40150 0.00058
94  107 0.40150 0.00053
95  107 0.40150 0.00049
96  107 0.40150 0.00044
97  107 0.40150 0.00040
98  107 0.40150 0.00037
99  108 0.40150 0.00033
100 108 0.40150 0.00030
