
Call:  glmnet(x = x, y = y, alpha = 0.3, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 1.52400
2     1 0.00518 1.38800
3     3 0.01061 1.26500
4     6 0.02198 1.15200
5     9 0.03629 1.05000
6    10 0.05013 0.95680
7    13 0.06473 0.87180
8    15 0.08005 0.79440
9    24 0.09858 0.72380
10   26 0.12050 0.65950
11   33 0.14210 0.60090
12   38 0.16360 0.54750
13   40 0.18540 0.49890
14   44 0.20500 0.45460
15   47 0.22380 0.41420
16   51 0.24210 0.37740
17   55 0.25900 0.34390
18   57 0.27430 0.31330
19   63 0.28830 0.28550
20   66 0.30090 0.26010
21   67 0.31310 0.23700
22   70 0.32350 0.21600
23   73 0.33260 0.19680
24   75 0.34040 0.17930
25   75 0.34720 0.16340
26   78 0.35310 0.14890
27   78 0.35810 0.13560
28   78 0.36240 0.12360
29   81 0.36600 0.11260
30   81 0.36920 0.10260
31   82 0.37190 0.09348
32   81 0.37420 0.08518
33   84 0.37620 0.07761
34   84 0.37840 0.07072
35   84 0.38060 0.06443
36   86 0.38250 0.05871
37   87 0.38490 0.05349
38   87 0.38680 0.04874
39   88 0.38850 0.04441
40   90 0.39000 0.04047
41   92 0.39140 0.03687
42   91 0.39270 0.03360
43   91 0.39380 0.03061
44   89 0.39470 0.02789
45   90 0.39550 0.02541
46   91 0.39620 0.02316
47   92 0.39680 0.02110
48   92 0.39730 0.01922
49   92 0.39770 0.01752
50   92 0.39810 0.01596
51   93 0.39840 0.01454
52   93 0.39870 0.01325
53   93 0.39890 0.01207
54   91 0.39910 0.01100
55   91 0.39930 0.01002
56   91 0.39950 0.00913
57   92 0.39960 0.00832
58   92 0.39970 0.00758
59   95 0.39980 0.00691
60   97 0.39990 0.00630
61   95 0.40000 0.00574
62   94 0.40010 0.00523
63   91 0.40020 0.00476
64   92 0.40030 0.00434
65   92 0.40040 0.00395
66   93 0.40050 0.00360
67   97 0.40050 0.00328
68   98 0.40060 0.00299
69   98 0.40070 0.00272
70   98 0.40070 0.00248
71   97 0.40080 0.00226
72   98 0.40090 0.00206
73   98 0.40090 0.00188
74   98 0.40100 0.00171
75   97 0.40100 0.00156
76   99 0.40110 0.00142
77   99 0.40110 0.00130
78   99 0.40120 0.00118
79   99 0.40120 0.00108
80  101 0.40120 0.00098
81  101 0.40130 0.00089
82  102 0.40130 0.00081
83  102 0.40130 0.00074
84  102 0.40130 0.00068
85  103 0.40140 0.00062
86  104 0.40140 0.00056
87  105 0.40140 0.00051
88  105 0.40140 0.00047
89  106 0.40140 0.00042
90  106 0.40140 0.00039
91  108 0.40140 0.00035
92  109 0.40150 0.00032
93  109 0.40150 0.00029
94  109 0.40150 0.00027
95  109 0.40150 0.00024
96  109 0.40150 0.00022
97  109 0.40150 0.00020
98  110 0.40150 0.00018
99  110 0.40150 0.00017
100 111 0.40150 0.00015
