
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 9.1410
2     1 0.00166 8.3290
3     7 0.00604 7.5890
4    12 0.01299 6.9150
5    14 0.02163 6.3010
6    18 0.03073 5.7410
7    24 0.04102 5.2310
8    26 0.05175 4.7660
9    35 0.06354 4.3430
10   39 0.07798 3.9570
11   42 0.09276 3.6050
12   48 0.10800 3.2850
13   53 0.12410 2.9930
14   59 0.14020 2.7270
15   65 0.15650 2.4850
16   74 0.17320 2.2640
17   75 0.18960 2.0630
18   80 0.20550 1.8800
19   84 0.22050 1.7130
20   90 0.23470 1.5610
21   92 0.24790 1.4220
22   95 0.26040 1.2960
23   95 0.27180 1.1810
24   97 0.28240 1.0760
25   99 0.29250 0.9802
26   98 0.30200 0.8931
27   99 0.31080 0.8138
28   99 0.31880 0.7415
29  100 0.32620 0.6756
30   99 0.33290 0.6156
31   98 0.33900 0.5609
32   97 0.34460 0.5111
33   96 0.34950 0.4657
34   97 0.35400 0.4243
35   97 0.35810 0.3866
36   98 0.36170 0.3523
37   96 0.36500 0.3210
38   97 0.36800 0.2925
39   95 0.37090 0.2665
40   95 0.37340 0.2428
41   96 0.37580 0.2212
42   96 0.37820 0.2016
43   96 0.38040 0.1837
44   95 0.38230 0.1674
45   97 0.38420 0.1525
46   99 0.38600 0.1389
47  100 0.38760 0.1266
48  100 0.38910 0.1153
49  100 0.39040 0.1051
50  102 0.39170 0.0958
51  102 0.39280 0.0873
52  100 0.39370 0.0795
53  100 0.39460 0.0724
54   98 0.39530 0.0660
55   98 0.39600 0.0601
56   97 0.39650 0.0548
57   98 0.39700 0.0499
58   99 0.39750 0.0455
59   99 0.39790 0.0414
60   98 0.39820 0.0378
61   98 0.39850 0.0344
62   98 0.39880 0.0314
63   99 0.39910 0.0286
64   99 0.39930 0.0260
65   98 0.39950 0.0237
66   98 0.39970 0.0216
67   98 0.39980 0.0197
68  100 0.40000 0.0179
69  100 0.40010 0.0164
70   98 0.40020 0.0149
71   98 0.40030 0.0136
72   98 0.40040 0.0124
73   98 0.40050 0.0113
74  101 0.40060 0.0103
75  102 0.40070 0.0094
76  102 0.40070 0.0085
77  102 0.40080 0.0078
78  100 0.40080 0.0071
79  103 0.40090 0.0064
80  105 0.40090 0.0059
81  105 0.40100 0.0054
82  105 0.40100 0.0049
83  106 0.40110 0.0044
84  106 0.40110 0.0040
85  109 0.40120 0.0037
86  109 0.40120 0.0034
87  110 0.40120 0.0031
88  109 0.40130 0.0028
89  109 0.40130 0.0025
90  109 0.40130 0.0023
91  109 0.40130 0.0021
92  109 0.40140 0.0019
93  109 0.40140 0.0018
94  109 0.40140 0.0016
95  110 0.40140 0.0015
96  109 0.40140 0.0013
97  110 0.40140 0.0012
98  111 0.40140 0.0011
99  111 0.40150 0.0010
100 111 0.40150 0.0009
