
Call:  glmnet(x = x, y = y, alpha = 0.35, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 1.30600
2     1 0.00551 1.19000
3     2 0.01117 1.08400
4     5 0.02267 0.98790
5     9 0.03724 0.90010
6    10 0.05142 0.82010
7    13 0.06624 0.74730
8    14 0.08182 0.68090
9    23 0.10070 0.62040
10   25 0.12300 0.56530
11   32 0.14470 0.51510
12   37 0.16670 0.46930
13   38 0.18880 0.42760
14   42 0.20840 0.38960
15   46 0.22740 0.35500
16   48 0.24550 0.32350
17   54 0.26210 0.29470
18   56 0.27740 0.26860
19   63 0.29120 0.24470
20   65 0.30400 0.22300
21   67 0.31590 0.20320
22   69 0.32620 0.18510
23   72 0.33500 0.16870
24   72 0.34260 0.15370
25   73 0.34910 0.14000
26   77 0.35480 0.12760
27   77 0.35960 0.11630
28   78 0.36370 0.10590
29   79 0.36720 0.09651
30   78 0.37010 0.08794
31   80 0.37270 0.08013
32   80 0.37490 0.07301
33   82 0.37700 0.06652
34   84 0.37920 0.06061
35   83 0.38130 0.05523
36   86 0.38340 0.05032
37   86 0.38560 0.04585
38   87 0.38750 0.04178
39   89 0.38910 0.03807
40   89 0.39050 0.03469
41   91 0.39190 0.03160
42   91 0.39310 0.02880
43   91 0.39420 0.02624
44   89 0.39500 0.02391
45   90 0.39580 0.02178
46   90 0.39640 0.01985
47   91 0.39700 0.01809
48   91 0.39750 0.01648
49   91 0.39790 0.01501
50   91 0.39820 0.01368
51   92 0.39850 0.01247
52   92 0.39880 0.01136
53   92 0.39900 0.01035
54   92 0.39920 0.00943
55   91 0.39940 0.00859
56   91 0.39950 0.00783
57   92 0.39960 0.00713
58   92 0.39970 0.00650
59   94 0.39980 0.00592
60   94 0.39990 0.00540
61   93 0.40000 0.00492
62   92 0.40010 0.00448
63   90 0.40020 0.00408
64   92 0.40040 0.00372
65   90 0.40040 0.00339
66   95 0.40050 0.00309
67   97 0.40060 0.00281
68   99 0.40060 0.00256
69   96 0.40070 0.00234
70   98 0.40080 0.00213
71   98 0.40090 0.00194
72   98 0.40090 0.00177
73   97 0.40090 0.00161
74   97 0.40100 0.00147
75   98 0.40100 0.00134
76   99 0.40110 0.00122
77   99 0.40110 0.00111
78   99 0.40120 0.00101
79   99 0.40120 0.00092
80  100 0.40130 0.00084
81  102 0.40130 0.00076
82  102 0.40130 0.00070
83  103 0.40130 0.00064
84  102 0.40140 0.00058
85  103 0.40140 0.00053
86  104 0.40140 0.00048
87  104 0.40140 0.00044
88  105 0.40140 0.00040
89  107 0.40140 0.00036
90  108 0.40140 0.00033
91  109 0.40150 0.00030
92  109 0.40150 0.00027
93  109 0.40150 0.00025
94  109 0.40150 0.00023
95  109 0.40150 0.00021
96  110 0.40150 0.00019
97  110 0.40150 0.00017
98  110 0.40150 0.00016
99  110 0.40150 0.00014
100 110 0.40150 0.00013
