
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 2.28500
2   1 0.00427 2.08200
3   4 0.00952 1.89700
4   8 0.02033 1.72900
5   9 0.03340 1.57500
6  11 0.04623 1.43500
7  15 0.06023 1.30800
8  19 0.07480 1.19200
9  25 0.09209 1.08600
10 30 0.11270 0.98930
11 34 0.13360 0.90140
12 39 0.15380 0.82130
13 42 0.17480 0.74830
14 46 0.19430 0.68190
15 48 0.21270 0.62130
16 54 0.23100 0.56610
17 58 0.24850 0.51580
18 60 0.26430 0.47000
19 66 0.27850 0.42820
20 68 0.29150 0.39020
21 72 0.30360 0.35550
22 75 0.31480 0.32390
23 74 0.32460 0.29520
24 76 0.33320 0.26890
25 78 0.34070 0.24500
26 81 0.34720 0.22330
27 84 0.35290 0.20340
28 84 0.35780 0.18540
29 83 0.36200 0.16890
30 84 0.36560 0.15390
31 85 0.36870 0.14020
32 86 0.37140 0.12780
33 88 0.37370 0.11640
34 89 0.37580 0.10610
35 88 0.37820 0.09665
36 88 0.38030 0.08806
37 90 0.38230 0.08024
38 91 0.38450 0.07311
39 90 0.38650 0.06662
40 90 0.38810 0.06070
41 91 0.38960 0.05531
42 93 0.39110 0.05039
43 94 0.39230 0.04592
44 93 0.39340 0.04184
45 94 0.39440 0.03812
46 93 0.39520 0.03473
47 91 0.39590 0.03165
48 91 0.39660 0.02884
49 91 0.39710 0.02628
50 91 0.39750 0.02394
51 90 0.39790 0.02181
52 91 0.39830 0.01988
53 91 0.39860 0.01811
54 92 0.39880 0.01650
55 92 0.39910 0.01504
56 92 0.39920 0.01370
57 93 0.39940 0.01248
58 94 0.39950 0.01137
59 97 0.39970 0.01036
60 97 0.39980 0.00944
61 97 0.39990 0.00860
62 97 0.40000 0.00784
63 96 0.40020 0.00714
64 94 0.40030 0.00651
65 94 0.40030 0.00593
66 94 0.40040 0.00540
67 96 0.40050 0.00492
68 98 0.40060 0.00449
69 99 0.40070 0.00409
70 98 0.40070 0.00372
71 97 0.40080 0.00339
72 97 0.40080 0.00309
73 98 0.40090 0.00282
74 98 0.40100 0.00257
75 98 0.40100 0.00234
76 97 0.40110 0.00213
77 98 0.40110 0.00194
78 99 0.40110 0.00177
