
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.6150
2    1 0.000690 7.8500
3    1 0.001435 7.1520
4    1 0.002238 6.5170
5    2 0.003313 5.9380
6    2 0.004759 5.4110
7    3 0.006343 4.9300
8    3 0.008372 4.4920
9    3 0.010540 4.0930
10   4 0.012950 3.7290
11   5 0.015960 3.3980
12   5 0.019160 3.0960
13   5 0.022540 2.8210
14   7 0.026240 2.5700
15   8 0.030280 2.3420
16   9 0.034660 2.1340
17   9 0.039310 1.9440
18   9 0.044100 1.7720
19  10 0.049070 1.6140
20  12 0.054370 1.4710
21  15 0.059930 1.3400
22  16 0.066020 1.2210
23  17 0.072380 1.1130
24  19 0.079120 1.0140
25  21 0.086120 0.9238
26  21 0.093220 0.8417
27  21 0.100400 0.7669
28  23 0.107700 0.6988
29  23 0.115100 0.6367
30  24 0.122400 0.5802
31  24 0.129700 0.5286
32  25 0.137000 0.4817
33  26 0.144300 0.4389
34  26 0.151400 0.3999
35  27 0.158500 0.3644
36  28 0.165400 0.3320
37  28 0.172200 0.3025
38  28 0.178800 0.2756
39  29 0.185200 0.2511
40  30 0.191400 0.2288
41  31 0.197400 0.2085
42  31 0.203200 0.1900
43  31 0.208800 0.1731
44  31 0.214000 0.1577
45  31 0.219000 0.1437
46  30 0.223700 0.1309
47  30 0.228100 0.1193
48  30 0.232200 0.1087
49  30 0.236000 0.0990
50  31 0.239600 0.0902
51  33 0.243000 0.0822
52  33 0.246100 0.0749
53  33 0.249000 0.0683
54  33 0.251700 0.0622
55  33 0.254100 0.0567
56  33 0.256300 0.0516
57  34 0.258400 0.0471
58  35 0.260200 0.0429
59  35 0.261900 0.0391
60  35 0.263400 0.0356
61  36 0.264700 0.0324
62  36 0.265900 0.0296
63  36 0.267000 0.0269
64  37 0.268000 0.0245
65  37 0.268800 0.0224
66  37 0.269600 0.0204
67  37 0.270300 0.0186
68  37 0.270900 0.0169
69  37 0.271400 0.0154
70  37 0.271800 0.0140
71  36 0.272200 0.0128
72  36 0.272600 0.0117
73  36 0.272900 0.0106
74  36 0.273100 0.0097
75  36 0.273400 0.0088
76  36 0.273500 0.0080
77  37 0.273700 0.0073
78  37 0.273900 0.0067
79  37 0.274000 0.0061
80  37 0.274100 0.0055
81  37 0.274200 0.0050
82  37 0.274300 0.0046
83  37 0.274300 0.0042
84  37 0.274400 0.0038
85  37 0.274400 0.0035
86  37 0.274500 0.0032
87  37 0.274500 0.0029
88  37 0.274500 0.0026
89  37 0.274600 0.0024
90  37 0.274600 0.0022
91  37 0.274600 0.0020
92  37 0.274600 0.0018
93  37 0.274600 0.0017
94  37 0.274600 0.0015
95  37 0.274600 0.0014
96  37 0.274700 0.0012
97  37 0.274700 0.0011
98  37 0.274700 0.0010
99  37 0.274700 0.0009
100 37 0.274700 0.0009
