
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = TRUE) 

    Df     %Dev Lambda
1    0 0.000000 55.560
2    1 0.000494 50.630
3    1 0.001030 46.130
4    1 0.001612 42.030
5    1 0.002241 38.300
6    1 0.002921 34.900
7    2 0.003753 31.800
8    5 0.005107 28.970
9    5 0.006947 26.400
10   7 0.009068 24.050
11   7 0.011470 21.920
12   7 0.013980 19.970
13   9 0.016670 18.190
14  10 0.019740 16.580
15  10 0.022950 15.110
16  11 0.026300 13.760
17  13 0.029970 12.540
18  15 0.034000 11.430
19  16 0.038370 10.410
20  17 0.043000  9.487
21  20 0.047960  8.644
22  23 0.053230  7.876
23  23 0.058710  7.176
24  24 0.064370  6.539
25  25 0.070150  5.958
26  26 0.076130  5.429
27  26 0.082190  4.946
28  26 0.088290  4.507
29  26 0.094430  4.107
30  26 0.100600  3.742
31  26 0.106700  3.409
32  26 0.112800  3.106
33  26 0.118700  2.830
34  26 0.124600  2.579
35  27 0.130400  2.350
36  27 0.136100  2.141
37  27 0.141600  1.951
38  27 0.146900  1.778
39  27 0.152000  1.620
40  27 0.156800  1.476
41  28 0.161500  1.345
42  29 0.166000  1.225
43  29 0.170300  1.116
44  29 0.174300  1.017
45  29 0.178200  0.927
46  30 0.181800  0.844
47  30 0.185200  0.770
48  31 0.188300  0.701
49  31 0.191300  0.639
50  32 0.194000  0.582
51  32 0.196600  0.530
52  32 0.198900  0.483
53  31 0.201000  0.440
54  32 0.202900  0.401
55  33 0.204700  0.366
56  33 0.206400  0.333
57  33 0.207900  0.304
58  33 0.209300  0.276
59  33 0.210500  0.252
60  33 0.211600  0.230
61  33 0.212600  0.209
62  33 0.213500  0.191
63  33 0.214300  0.174
64  33 0.215000  0.158
65  33 0.215600  0.144
66  33 0.216100  0.131
67  33 0.216600  0.120
68  33 0.217000  0.109
69  33 0.217300  0.099
70  33 0.217700  0.091
71  33 0.217900  0.083
72  33 0.218200  0.075
73  33 0.218300  0.068
74  33 0.218500  0.062
75  33 0.218700  0.057
76  33 0.218800  0.052
77  32 0.218900  0.047
78  33 0.219000  0.043
79  33 0.219100  0.039
80  33 0.219100  0.036
81  33 0.219200  0.033
82  33 0.219200  0.030
83  33 0.219300  0.027
84  33 0.219300  0.025
85  33 0.219300  0.022
86  33 0.219300  0.020
87  33 0.219400  0.019
88  33 0.219400  0.017
89  33 0.219400  0.015
90  33 0.219400  0.014
91  33 0.219400  0.013
92  33 0.219400  0.012
93  33 0.219400  0.011
94  33 0.219400  0.010
95  33 0.219400  0.009
96  33 0.219400  0.008
97  33 0.219500  0.007
98  33 0.219500  0.007
99  33 0.219500  0.006
100 33 0.219500  0.006
