
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

   Df     %Dev  Lambda
1   0 0.000000 1.65200
2   1 0.001850 1.50500
3   2 0.005726 1.37100
4   2 0.009930 1.25000
5   2 0.014070 1.13900
6   2 0.018130 1.03700
7   3 0.023240 0.94520
8   3 0.028530 0.86120
9   4 0.033880 0.78470
10  4 0.039240 0.71500
11  6 0.044930 0.65150
12  6 0.050580 0.59360
13  7 0.056130 0.54090
14  7 0.062900 0.49280
15  7 0.069400 0.44910
16  9 0.075940 0.40920
17 13 0.083930 0.37280
18 14 0.092420 0.33970
19 15 0.101000 0.30950
20 15 0.109000 0.28200
21 15 0.116600 0.25700
22 15 0.123700 0.23410
23 16 0.130500 0.21330
24 20 0.137400 0.19440
25 20 0.144100 0.17710
26 22 0.150700 0.16140
27 22 0.156800 0.14700
28 22 0.162600 0.13400
29 22 0.167800 0.12210
30 23 0.172600 0.11120
31 23 0.177100 0.10140
32 23 0.181200 0.09235
33 24 0.185000 0.08414
34 24 0.188500 0.07667
35 26 0.191700 0.06986
36 26 0.194600 0.06365
37 27 0.197300 0.05800
38 27 0.199700 0.05284
39 28 0.201900 0.04815
40 28 0.203900 0.04387
41 30 0.205800 0.03998
42 30 0.207500 0.03642
43 30 0.209100 0.03319
44 30 0.210400 0.03024
45 30 0.211600 0.02755
46 31 0.212700 0.02511
47 31 0.213600 0.02288
48 32 0.214400 0.02084
49 32 0.215200 0.01899
50 31 0.215800 0.01730
51 31 0.216300 0.01577
52 31 0.216800 0.01437
53 31 0.217100 0.01309
54 31 0.217500 0.01193
55 31 0.217800 0.01087
56 31 0.218000 0.00990
57 31 0.218200 0.00902
58 32 0.218400 0.00822
59 33 0.218600 0.00749
60 33 0.218700 0.00682
61 33 0.218800 0.00622
62 33 0.218900 0.00567
63 33 0.219000 0.00516
64 33 0.219100 0.00470
65 33 0.219100 0.00429
66 33 0.219200 0.00391
67 33 0.219200 0.00356
68 33 0.219300 0.00324
69 33 0.219300 0.00295
70 33 0.219300 0.00269
71 33 0.219400 0.00245
72 33 0.219400 0.00224
73 33 0.219400 0.00204
74 33 0.219400 0.00186
75 33 0.219400 0.00169
76 33 0.219400 0.00154
77 33 0.219400 0.00140
78 33 0.219400 0.00128
79 33 0.219400 0.00116
80 33 0.219400 0.00106
81 33 0.219400 0.00097
82 33 0.219500 0.00088
83 33 0.219500 0.00080
84 33 0.219500 0.00073
85 33 0.219500 0.00067
