
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 1.25900
2    1 0.01240 1.14700
3    2 0.02437 1.04500
4    4 0.03545 0.95240
5    4 0.04547 0.86780
6    5 0.05417 0.79070
7    5 0.06163 0.72050
8    6 0.06811 0.65650
9    6 0.07357 0.59820
10   6 0.07815 0.54500
11   6 0.08199 0.49660
12   6 0.08520 0.45250
13   7 0.08789 0.41230
14   8 0.09015 0.37570
15   8 0.09204 0.34230
16   8 0.09368 0.31190
17   8 0.09502 0.28420
18   8 0.09615 0.25890
19   8 0.09708 0.23590
20   8 0.09787 0.21500
21   8 0.09851 0.19590
22   8 0.09906 0.17850
23   8 0.09951 0.16260
24   8 0.09989 0.14820
25   8 0.10020 0.13500
26   8 0.10050 0.12300
27   8 0.10070 0.11210
28   8 0.10090 0.10210
29   7 0.10100 0.09305
30   8 0.10110 0.08479
31   7 0.10120 0.07726
32   7 0.10130 0.07039
33   7 0.10140 0.06414
34   7 0.10150 0.05844
35   7 0.10150 0.05325
36   7 0.10160 0.04852
37   7 0.10160 0.04421
38   7 0.10160 0.04028
39   7 0.10170 0.03670
40   7 0.10170 0.03344
41   7 0.10170 0.03047
42   8 0.10170 0.02776
43   8 0.10170 0.02530
44   8 0.10170 0.02305
45   8 0.10170 0.02100
46   8 0.10170 0.01914
47   8 0.10170 0.01744
48   8 0.10180 0.01589
49   8 0.10180 0.01448
50   8 0.10180 0.01319
51   8 0.10180 0.01202
52   8 0.10180 0.01095
53   9 0.10180 0.00998
54  10 0.10190 0.00909
55  11 0.10200 0.00828
56  11 0.10240 0.00755
57  10 0.10240 0.00688
58  10 0.10250 0.00627
59  12 0.10250 0.00571
60  12 0.10260 0.00520
61  13 0.10280 0.00474
62  14 0.10290 0.00432
63  13 0.10310 0.00394
64  12 0.10320 0.00359
65  12 0.10330 0.00327
66  13 0.10340 0.00298
67  15 0.10340 0.00271
68  16 0.10360 0.00247
69  17 0.10360 0.00225
70  16 0.10380 0.00205
71  16 0.10380 0.00187
72  16 0.10390 0.00170
73  16 0.10400 0.00155
74  17 0.10400 0.00141
75  17 0.10400 0.00129
76  17 0.10410 0.00117
77  18 0.10410 0.00107
78  18 0.10410 0.00097
79  18 0.10420 0.00089
80  19 0.10420 0.00081
81  21 0.10420 0.00074
82  21 0.10420 0.00067
83  22 0.10420 0.00061
84  22 0.10420 0.00056
85  22 0.10430 0.00051
86  22 0.10430 0.00046
87  22 0.10430 0.00042
88  22 0.10430 0.00038
89  22 0.10430 0.00035
90  22 0.10430 0.00032
91  23 0.10430 0.00029
92  23 0.10430 0.00026
93  23 0.10430 0.00024
94  24 0.10430 0.00022
95  24 0.10430 0.00020
96  24 0.10430 0.00018
97  24 0.10430 0.00017
98  24 0.10430 0.00015
99  24 0.10430 0.00014
100 24 0.10430 0.00013
