
Call:  glmnet(x = x, y = y, alpha = 0, family = "gaussian", standardize = TRUE) 

    Df    %Dev Lambda
1   33 0.00000 692.50
2   33 0.01460 631.00
3   33 0.01582 574.90
4   33 0.01713 523.80
5   33 0.01854 477.30
6   33 0.02003 434.90
7   33 0.02161 396.30
8   33 0.02328 361.10
9   33 0.02505 329.00
10  33 0.02691 299.80
11  33 0.02886 273.10
12  33 0.03090 248.90
13  33 0.03302 226.80
14  33 0.03522 206.60
15  33 0.03749 188.30
16  33 0.03983 171.50
17  33 0.04221 156.30
18  33 0.04464 142.40
19  33 0.04711 129.80
20  33 0.04961 118.20
21  33 0.05210 107.70
22  33 0.05458  98.16
23  33 0.05704  89.44
24  33 0.05947  81.49
25  33 0.06185  74.25
26  33 0.06417  67.66
27  33 0.06642  61.65
28  33 0.06859  56.17
29  33 0.07069  51.18
30  33 0.07268  46.63
31  33 0.07458  42.49
32  33 0.07637  38.72
33  33 0.07806  35.28
34  33 0.07965  32.14
35  33 0.08113  29.29
36  33 0.08252  26.69
37  33 0.08382  24.31
38  33 0.08502  22.15
39  33 0.08615  20.19
40  33 0.08720  18.39
41  33 0.08817  16.76
42  33 0.08908  15.27
43  33 0.08992  13.91
44  33 0.09071  12.68
45  33 0.09144  11.55
46  33 0.09212  10.53
47  33 0.09275   9.59
48  33 0.09334   8.74
49  33 0.09389   7.96
50  33 0.09440   7.25
51  33 0.09488   6.61
52  33 0.09533   6.02
53  33 0.09575   5.49
54  33 0.09614   5.00
55  33 0.09651   4.56
56  33 0.09686   4.15
57  33 0.09719   3.78
58  33 0.09750   3.45
59  33 0.09779   3.14
60  33 0.09806   2.86
61  33 0.09832   2.61
62  33 0.09856   2.38
63  33 0.09879   2.17
64  33 0.09901   1.97
65  33 0.09921   1.80
66  33 0.09941   1.64
67  33 0.09959   1.49
68  33 0.09977   1.36
69  33 0.09994   1.24
70  33 0.10010   1.13
71  33 0.10030   1.03
72  33 0.10040   0.94
73  33 0.10050   0.85
74  33 0.10070   0.78
75  33 0.10080   0.71
76  33 0.10090   0.65
77  33 0.10100   0.59
78  33 0.10110   0.54
79  33 0.10120   0.49
80  33 0.10130   0.45
81  33 0.10140   0.41
82  33 0.10150   0.37
83  33 0.10160   0.34
84  33 0.10160   0.31
85  33 0.10170   0.28
86  33 0.10180   0.25
87  33 0.10190   0.23
88  33 0.10190   0.21
89  33 0.10200   0.19
90  33 0.10200   0.18
91  33 0.10210   0.16
92  33 0.10220   0.15
93  33 0.10220   0.13
94  33 0.10230   0.12
95  33 0.10230   0.11
96  33 0.10240   0.10
97  33 0.10250   0.09
98  33 0.10250   0.08
99  33 0.10260   0.08
100 33 0.10260   0.07
