
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.86560
2    1 0.01411 0.78870
3    2 0.02612 0.71860
4    2 0.03722 0.65480
5    3 0.04681 0.59660
6    3 0.05536 0.54360
7    4 0.06297 0.49530
8    4 0.06919 0.45130
9    5 0.07451 0.41120
10   5 0.07904 0.37470
11   5 0.08280 0.34140
12   5 0.08593 0.31110
13   5 0.08853 0.28340
14   5 0.09070 0.25830
15   5 0.09250 0.23530
16   5 0.09400 0.21440
17   6 0.09524 0.19540
18   6 0.09632 0.17800
19   6 0.09724 0.16220
20   6 0.09800 0.14780
21   6 0.09863 0.13470
22   6 0.09916 0.12270
23   6 0.09960 0.11180
24   6 0.09997 0.10190
25   6 0.10030 0.09282
26   6 0.10050 0.08457
27   6 0.10070 0.07706
28   6 0.10090 0.07021
29   6 0.10100 0.06398
30   7 0.10120 0.05829
31   7 0.10130 0.05311
32   7 0.10140 0.04839
33   7 0.10140 0.04410
34   7 0.10150 0.04018
35   7 0.10150 0.03661
36   7 0.10160 0.03336
37   7 0.10160 0.03039
38   7 0.10160 0.02769
39   7 0.10170 0.02523
40   7 0.10170 0.02299
41   7 0.10170 0.02095
42   7 0.10170 0.01909
43   7 0.10170 0.01739
44   8 0.10170 0.01585
45   8 0.10170 0.01444
46   8 0.10170 0.01316
47   8 0.10170 0.01199
48   8 0.10180 0.01092
49   8 0.10180 0.00995
50   8 0.10180 0.00907
51   8 0.10180 0.00826
52   8 0.10180 0.00753
53   9 0.10180 0.00686
54   9 0.10190 0.00625
55  11 0.10210 0.00570
56  10 0.10230 0.00519
57  10 0.10240 0.00473
58  11 0.10240 0.00431
59  12 0.10250 0.00392
60  12 0.10260 0.00358
61  14 0.10280 0.00326
62  14 0.10300 0.00297
63  13 0.10320 0.00271
64  13 0.10330 0.00247
65  12 0.10340 0.00225
66  13 0.10350 0.00205
67  14 0.10360 0.00186
68  16 0.10360 0.00170
69  17 0.10370 0.00155
70  16 0.10380 0.00141
71  16 0.10380 0.00128
72  17 0.10390 0.00117
73  17 0.10400 0.00107
74  17 0.10410 0.00097
75  17 0.10410 0.00089
76  18 0.10410 0.00081
77  18 0.10410 0.00074
78  18 0.10420 0.00067
79  18 0.10420 0.00061
80  18 0.10420 0.00056
81  18 0.10420 0.00051
82  19 0.10420 0.00046
83  21 0.10430 0.00042
84  22 0.10430 0.00038
85  22 0.10430 0.00035
86  22 0.10430 0.00032
87  22 0.10430 0.00029
88  22 0.10430 0.00026
89  22 0.10430 0.00024
90  22 0.10430 0.00022
91  22 0.10430 0.00020
92  23 0.10430 0.00018
93  23 0.10430 0.00017
94  23 0.10430 0.00015
95  23 0.10430 0.00014
96  23 0.10430 0.00013
97  23 0.10430 0.00011
98  23 0.10430 0.00010
99  24 0.10430 0.00010
100 24 0.10430 0.00009
