
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 16.0000
2    1 0.01106 14.5800
3    1 0.02025 13.2800
4    1 0.02788 12.1000
5    1 0.03422 11.0300
6    1 0.03948 10.0500
7    1 0.04385  9.1560
8    1 0.04748  8.3430
9    1 0.05049  7.6010
10   1 0.05299  6.9260
11   1 0.05507  6.3110
12   1 0.05679  5.7500
13   1 0.05822  5.2390
14   1 0.05941  4.7740
15   1 0.06040  4.3500
16   1 0.06122  3.9630
17   1 0.06190  3.6110
18   1 0.06247  3.2900
19   2 0.06327  2.9980
20   2 0.06756  2.7320
21   2 0.07112  2.4890
22   2 0.07407  2.2680
23   2 0.07653  2.0670
24   2 0.07857  1.8830
25   2 0.08027  1.7160
26   2 0.08168  1.5630
27   3 0.08286  1.4240
28   3 0.08391  1.2980
29   3 0.08487  1.1830
30   3 0.08566  1.0770
31   3 0.08632  0.9818
32   3 0.08688  0.8945
33   2 0.08731  0.8151
34   2 0.08761  0.7427
35   3 0.08813  0.6767
36   3 0.08888  0.6166
37   3 0.08952  0.5618
38   3 0.09005  0.5119
39   3 0.09048  0.4664
40   3 0.09084  0.4250
41   3 0.09114  0.3872
42   4 0.09140  0.3528
43   4 0.09160  0.3215
44   4 0.09178  0.2929
45   4 0.09193  0.2669
46   5 0.09256  0.2432
47   5 0.09345  0.2216
48   6 0.09403  0.2019
49   6 0.09479  0.1840
50   6 0.09527  0.1676
51   6 0.09575  0.1527
52   6 0.09607  0.1392
53   6 0.09642  0.1268
54   6 0.09664  0.1155
55   6 0.09685  0.1053
56   5 0.09705  0.0959
57   5 0.09716  0.0874
58   5 0.09728  0.0796
59   5 0.09738  0.0726
60   6 0.09757  0.0661
61   6 0.09780  0.0602
62   6 0.09796  0.0549
63   8 0.09816  0.0500
64   8 0.09846  0.0456
65   8 0.09870  0.0415
66   8 0.09890  0.0378
67   8 0.09907  0.0345
68   9 0.09921  0.0314
69   9 0.09944  0.0286
70   9 0.09967  0.0261
71   9 0.09987  0.0238
72   9 0.09999  0.0216
73   9 0.10010  0.0197
74   9 0.10020  0.0180
75   9 0.10030  0.0164
76  10 0.10040  0.0149
77  10 0.10070  0.0136
78  10 0.10090  0.0124
79  10 0.10100  0.0113
80  11 0.10140  0.0103
81  11 0.10180  0.0094
82  12 0.10210  0.0085
83  12 0.10240  0.0078
84  12 0.10270  0.0071
85  12 0.10290  0.0065
86  12 0.10300  0.0059
87  12 0.10320  0.0054
88  12 0.10330  0.0049
89  12 0.10340  0.0045
90  12 0.10350  0.0041
91  12 0.10360  0.0037
92  12 0.10360  0.0034
93  13 0.10360  0.0031
94  12 0.10370  0.0028
95  13 0.10370  0.0025
96  13 0.10380  0.0023
97  14 0.10380  0.0021
98  14 0.10390  0.0019
99  13 0.10390  0.0018
100 14 0.10390  0.0016
