
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

   Df    %Dev Lambda
1   0 0.00000 4.2460
2   1 0.00274 3.8680
3   1 0.00546 3.5250
4   1 0.00812 3.2120
5   2 0.01149 2.9260
6   3 0.01611 2.6660
7   4 0.02274 2.4290
8   5 0.02936 2.2140
9   5 0.03661 2.0170
10  5 0.04347 1.8380
11  6 0.05073 1.6750
12 11 0.06049 1.5260
13 16 0.07223 1.3900
14 21 0.08516 1.2670
15 22 0.09804 1.1540
16 27 0.11170 1.0520
17 27 0.12470 0.9582
18 28 0.13690 0.8731
19 30 0.14840 0.7955
20 32 0.15970 0.7249
21 34 0.17090 0.6605
22 36 0.18160 0.6018
23 40 0.19220 0.5483
24 41 0.20230 0.4996
25 44 0.21160 0.4552
26 49 0.22080 0.4148
27 51 0.22960 0.3779
28 52 0.23810 0.3444
29 51 0.24570 0.3138
30 53 0.25300 0.2859
31 54 0.26000 0.2605
32 57 0.26640 0.2374
33 58 0.27210 0.2163
34 59 0.27740 0.1971
35 61 0.28220 0.1796
36 63 0.28660 0.1636
37 63 0.29060 0.1491
38 63 0.29410 0.1358
39 64 0.29720 0.1238
40 65 0.30000 0.1128
41 65 0.30250 0.1027
42 66 0.30470 0.0936
43 67 0.30670 0.0853
44 68 0.30850 0.0777
45 68 0.31010 0.0708
46 68 0.31150 0.0645
47 66 0.31270 0.0588
48 66 0.31370 0.0536
49 66 0.31450 0.0488
50 67 0.31520 0.0445
51 68 0.31590 0.0405
52 69 0.31650 0.0369
53 70 0.31710 0.0336
54 70 0.31750 0.0307
55 70 0.31790 0.0279
56 70 0.31830 0.0254
57 71 0.31860 0.0232
58 71 0.31880 0.0211
59 71 0.31900 0.0192
60 71 0.31920 0.0175
61 71 0.31940 0.0160
62 72 0.31950 0.0146
63 72 0.31960 0.0133
64 72 0.31970 0.0121
65 75 0.31980 0.0110
66 75 0.31990 0.0100
67 76 0.31990 0.0091
68 77 0.32000 0.0083
69 78 0.32000 0.0076
70 78 0.32010 0.0069
71 79 0.32010 0.0063
72 79 0.32020 0.0057
73 79 0.32020 0.0052
74 79 0.32020 0.0048
75 79 0.32020 0.0043
76 78 0.32030 0.0040
77 78 0.32030 0.0036
78 78 0.32030 0.0033
79 78 0.32030 0.0030
80 78 0.32030 0.0027
81 78 0.32030 0.0025
82 79 0.32030 0.0023
83 79 0.32030 0.0021
84 79 0.32040 0.0019
85 79 0.32040 0.0017
86 79 0.32040 0.0016
87 79 0.32040 0.0014
88 79 0.32040 0.0013
89 79 0.32040 0.0012
90 78 0.32040 0.0011
91 78 0.32040 0.0010
