
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

   Df     %Dev Lambda
1   0 0.000000 7.7320
2   3 0.009919 7.0450
3   5 0.022590 6.4190
4   6 0.036970 5.8490
5   8 0.050730 5.3300
6  15 0.067240 4.8560
7  19 0.084220 4.4250
8  20 0.101700 4.0320
9  20 0.117500 3.6730
10 20 0.132000 3.3470
11 20 0.145100 3.0500
12 21 0.157300 2.7790
13 21 0.169300 2.5320
14 21 0.180300 2.3070
15 21 0.190200 2.1020
16 21 0.199300 1.9150
17 22 0.207500 1.7450
18 22 0.215000 1.5900
19 22 0.221700 1.4490
20 22 0.227800 1.3200
21 22 0.233200 1.2030
22 22 0.238100 1.0960
23 22 0.242500 0.9987
24 22 0.246400 0.9099
25 22 0.249800 0.8291
26 22 0.252800 0.7554
27 21 0.255500 0.6883
28 21 0.257900 0.6272
29 21 0.260000 0.5715
30 21 0.261800 0.5207
31 21 0.263300 0.4744
32 21 0.264700 0.4323
33 21 0.265900 0.3939
34 21 0.267000 0.3589
35 21 0.267900 0.3270
36 20 0.268700 0.2980
37 20 0.269300 0.2715
38 20 0.269900 0.2474
39 20 0.270400 0.2254
40 19 0.270900 0.2054
41 18 0.271200 0.1871
42 18 0.271500 0.1705
43 18 0.271800 0.1554
44 18 0.272000 0.1416
45 18 0.272200 0.1290
46 17 0.272400 0.1175
47 17 0.272600 0.1071
48 17 0.272700 0.0976
49 17 0.272800 0.0889
50 17 0.272900 0.0810
51 17 0.273000 0.0738
52 16 0.273100 0.0672
53 15 0.273100 0.0613
54 14 0.273100 0.0558
55 14 0.273200 0.0509
56 14 0.273200 0.0464
57 15 0.273200 0.0422
58 15 0.273300 0.0385
59 15 0.273300 0.0351
60 15 0.273300 0.0320
61 14 0.273400 0.0291
62 15 0.273400 0.0265
63 16 0.273400 0.0242
64 25 0.273400 0.0220
65 25 0.273400 0.0201
66 27 0.273400 0.0183
67 26 0.273500 0.0167
68 27 0.273500 0.0152
69 28 0.273500 0.0138
70 30 0.273500 0.0126
71 30 0.273500 0.0115
72 30 0.273500 0.0105
73 30 0.273500 0.0095
74 30 0.273500 0.0087
75 30 0.273600 0.0079
76 30 0.273600 0.0072
77 30 0.273600 0.0066
78 31 0.273600 0.0060
79 32 0.273600 0.0055
80 32 0.273600 0.0050
81 32 0.273600 0.0045
82 32 0.273600 0.0041
83 32 0.273600 0.0038
