
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

   Df    %Dev Lambda
1   0 0.00000 5.1550
2   3 0.01228 4.6970
3   4 0.02673 4.2800
4   6 0.04197 3.8990
5   6 0.05622 3.5530
6   9 0.07304 3.2370
7  14 0.09061 2.9500
8  16 0.10940 2.6880
9  18 0.12660 2.4490
10 18 0.14200 2.2310
11 19 0.15590 2.0330
12 20 0.16850 1.8530
13 20 0.18090 1.6880
14 20 0.19210 1.5380
15 20 0.20200 1.4010
16 20 0.21080 1.2770
17 20 0.21870 1.1630
18 20 0.22560 1.0600
19 20 0.23180 0.9659
20 21 0.23730 0.8801
21 21 0.24210 0.8019
22 21 0.24630 0.7307
23 21 0.25000 0.6658
24 21 0.25330 0.6066
25 21 0.25610 0.5527
26 21 0.25850 0.5036
27 21 0.26060 0.4589
28 21 0.26240 0.4181
29 20 0.26400 0.3810
30 20 0.26540 0.3471
31 20 0.26660 0.3163
32 20 0.26760 0.2882
33 20 0.26840 0.2626
34 19 0.26920 0.2393
35 19 0.26980 0.2180
36 19 0.27040 0.1986
37 18 0.27080 0.1810
38 17 0.27120 0.1649
39 17 0.27150 0.1503
40 17 0.27180 0.1369
41 17 0.27210 0.1248
42 17 0.27230 0.1137
43 16 0.27240 0.1036
44 16 0.27260 0.0944
45 16 0.27270 0.0860
46 15 0.27280 0.0784
47 14 0.27290 0.0714
48 14 0.27300 0.0650
49 14 0.27310 0.0593
50 14 0.27310 0.0540
51 13 0.27320 0.0492
52 13 0.27320 0.0448
53 12 0.27320 0.0408
54 12 0.27330 0.0372
55 12 0.27330 0.0339
56 13 0.27330 0.0309
57 13 0.27330 0.0282
58 13 0.27330 0.0257
59 14 0.27340 0.0234
60 16 0.27340 0.0213
61 16 0.27340 0.0194
62 16 0.27340 0.0177
63 16 0.27340 0.0161
64 24 0.27340 0.0147
65 23 0.27340 0.0134
66 24 0.27350 0.0122
67 24 0.27350 0.0111
68 25 0.27350 0.0101
69 26 0.27350 0.0092
70 27 0.27350 0.0084
71 29 0.27350 0.0077
72 28 0.27350 0.0070
73 28 0.27350 0.0064
74 28 0.27360 0.0058
75 29 0.27360 0.0053
76 28 0.27360 0.0048
77 30 0.27360 0.0044
78 30 0.27360 0.0040
79 31 0.27360 0.0036
80 31 0.27360 0.0033
81 32 0.27360 0.0030
