
Call:  glmnet(x = x, y = y, alpha = 0.6, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 9.8540
2    1 0.01557 8.9780
3    2 0.03398 8.1810
4    2 0.05059 7.4540
5    2 0.06443 6.7920
6    2 0.07596 6.1880
7    2 0.08556 5.6390
8    2 0.09355 5.1380
9    2 0.10020 4.6810
10   3 0.10620 4.2650
11   3 0.11130 3.8870
12   3 0.11550 3.5410
13   3 0.11900 3.2270
14   3 0.12190 2.9400
15   3 0.12430 2.6790
16   4 0.12670 2.4410
17   4 0.12900 2.2240
18   4 0.13080 2.0260
19   4 0.13230 1.8460
20   4 0.13360 1.6820
21   4 0.13460 1.5330
22   4 0.13550 1.3970
23   4 0.13620 1.2730
24   4 0.13680 1.1600
25   4 0.13730 1.0570
26   4 0.13780 0.9627
27   4 0.13810 0.8772
28   4 0.13840 0.7993
29   4 0.13860 0.7283
30   4 0.13880 0.6636
31   4 0.13900 0.6046
32   5 0.13910 0.5509
33   5 0.14050 0.5020
34   6 0.14200 0.4574
35   7 0.14380 0.4167
36   8 0.14850 0.3797
37   8 0.15650 0.3460
38   8 0.16360 0.3152
39   9 0.17630 0.2872
40   9 0.18770 0.2617
41   9 0.19770 0.2385
42  10 0.20770 0.2173
43  10 0.21670 0.1980
44  10 0.22460 0.1804
45  10 0.23130 0.1644
46  10 0.23710 0.1498
47  10 0.24210 0.1365
48  10 0.24630 0.1243
49  10 0.25000 0.1133
50  10 0.25310 0.1032
51  10 0.25570 0.0941
52  10 0.25790 0.0857
53  10 0.25980 0.0781
54  10 0.26140 0.0712
55  10 0.26270 0.0648
56  10 0.26390 0.0591
57  11 0.26480 0.0538
58  11 0.26590 0.0490
59  11 0.26680 0.0447
60  12 0.26750 0.0407
61  12 0.26820 0.0371
62  12 0.26880 0.0338
63  12 0.26940 0.0308
64  12 0.26980 0.0281
65  13 0.27020 0.0256
66  12 0.27050 0.0233
67  13 0.27070 0.0212
68  14 0.27090 0.0193
69  14 0.27120 0.0176
70  14 0.27140 0.0161
71  14 0.27170 0.0146
72  13 0.27190 0.0133
73  13 0.27220 0.0122
74  13 0.27240 0.0111
75  13 0.27260 0.0101
76  12 0.27270 0.0092
77  12 0.27270 0.0084
78  13 0.27280 0.0076
79  13 0.27280 0.0070
80  13 0.27300 0.0063
81  13 0.27310 0.0058
82  13 0.27310 0.0053
83  13 0.27320 0.0048
84  13 0.27330 0.0044
85  13 0.27330 0.0040
86  13 0.27340 0.0036
87  14 0.27340 0.0033
88  15 0.27340 0.0030
89  15 0.27350 0.0027
90  15 0.27350 0.0025
91  16 0.27350 0.0023
92  16 0.27350 0.0021
93  16 0.27350 0.0019
94  17 0.27350 0.0017
95  17 0.27350 0.0016
96  17 0.27360 0.0014
97  17 0.27360 0.0013
98  18 0.27360 0.0012
99  18 0.27360 0.0011
100 19 0.27360 0.0010
