
Call:  glmnet(x = x, y = y, alpha = 0.45, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.91840
2   2 0.00605 0.83680
3   2 0.01397 0.76250
4   3 0.02106 0.69470
5   4 0.02752 0.63300
6   5 0.03399 0.57680
7   7 0.04084 0.52550
8   8 0.04700 0.47890
9  10 0.05235 0.43630
10 11 0.05751 0.39760
11 13 0.06215 0.36220
12 15 0.06646 0.33010
13 16 0.07048 0.30070
14 16 0.07386 0.27400
15 16 0.07673 0.24970
16 16 0.07914 0.22750
17 17 0.08119 0.20730
18 17 0.08307 0.18890
19 18 0.08467 0.17210
20 18 0.08601 0.15680
21 18 0.08714 0.14290
22 18 0.08809 0.13020
23 19 0.08889 0.11860
24 19 0.08961 0.10810
25 20 0.09021 0.09848
26 20 0.09079 0.08973
27 20 0.09128 0.08176
28 20 0.09170 0.07450
29 21 0.09206 0.06788
30 22 0.09238 0.06185
31 22 0.09262 0.05635
32 22 0.09282 0.05135
33 23 0.09300 0.04679
34 22 0.09317 0.04263
35 23 0.09339 0.03884
36 23 0.09359 0.03539
37 22 0.09376 0.03225
38 22 0.09391 0.02938
39 22 0.09403 0.02677
40 22 0.09413 0.02439
41 22 0.09421 0.02223
42 23 0.09429 0.02025
43 24 0.09435 0.01845
44 25 0.09439 0.01681
45 26 0.09444 0.01532
46 27 0.09448 0.01396
47 27 0.09451 0.01272
48 27 0.09454 0.01159
49 27 0.09456 0.01056
50 28 0.09458 0.00962
51 29 0.09460 0.00877
52 29 0.09461 0.00799
53 29 0.09462 0.00728
54 28 0.09463 0.00663
55 29 0.09464 0.00604
56 30 0.09465 0.00551
57 30 0.09466 0.00502
58 30 0.09466 0.00457
59 30 0.09467 0.00417
60 30 0.09467 0.00380
61 30 0.09467 0.00346
62 30 0.09468 0.00315
63 30 0.09468 0.00287
64 30 0.09468 0.00262
65 30 0.09468 0.00238
66 30 0.09468 0.00217
67 30 0.09468 0.00198
68 30 0.09469 0.00180
