
Call:  glmnet(x = x, y = y, alpha = 0, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1   84 0.00000 1159.00
2   84 0.01111 1056.00
3   84 0.01198  962.30
4   84 0.01289  876.80
5   84 0.01386  798.90
6   84 0.01488  727.90
7   84 0.01595  663.30
8   84 0.01707  604.30
9   84 0.01823  550.70
10  84 0.01945  501.70
11  84 0.02071  457.20
12  84 0.02202  416.60
13  84 0.02336  379.50
14  84 0.02475  345.80
15  84 0.02617  315.10
16  84 0.02763  287.10
17  84 0.02912  261.60
18  84 0.03063  238.40
19  84 0.03217  217.20
20  84 0.03374  197.90
21  84 0.03532  180.30
22  84 0.03692  164.30
23  84 0.03854  149.70
24  84 0.04018  136.40
25  84 0.04182  124.30
26  84 0.04348  113.20
27  84 0.04514  103.20
28  84 0.04682   94.02
29  84 0.04849   85.66
30  84 0.05017   78.05
31  84 0.05186   71.12
32  84 0.05354   64.80
33  84 0.05522   59.04
34  84 0.05689   53.80
35  84 0.05856   49.02
36  84 0.06021   44.67
37  84 0.06185   40.70
38  84 0.06347   37.08
39  84 0.06507   33.79
40  84 0.06664   30.79
41  84 0.06819   28.05
42  84 0.06971   25.56
43  84 0.07119   23.29
44  84 0.07264   21.22
45  84 0.07405   19.33
46  84 0.07541   17.62
47  84 0.07673   16.05
48  84 0.07800   14.63
49  84 0.07923   13.33
50  84 0.08040   12.14
51  84 0.08152   11.06
52  84 0.08259   10.08
53  84 0.08360    9.19
54  84 0.08456    8.37
55  84 0.08547    7.63
56  84 0.08632    6.95
57  84 0.08711    6.33
58  84 0.08785    5.77
59  84 0.08854    5.26
60  84 0.08918    4.79
61  84 0.08976    4.36
62  84 0.09030    3.98
63  84 0.09079    3.62
64  84 0.09124    3.30
65  84 0.09164    3.01
66  84 0.09201    2.74
67  84 0.09234    2.50
68  84 0.09263    2.27
69  84 0.09289    2.07
70  84 0.09312    1.89
71  84 0.09333    1.72
72  84 0.09351    1.57
73  84 0.09367    1.43
74  84 0.09380    1.30
75  84 0.09394    1.19
76  84 0.09404    1.08
77  84 0.09413    0.98
78  84 0.09421    0.90
79  84 0.09428    0.82
80  84 0.09434    0.75
81  84 0.09439    0.68
82  84 0.09443    0.62
83  84 0.09447    0.56
84  84 0.09450    0.51
85  84 0.09453    0.47
86  84 0.09456    0.43
87  84 0.09458    0.39
88  84 0.09460    0.35
89  84 0.09461    0.32
90  84 0.09462    0.29
91  84 0.09463    0.27
92  84 0.09464    0.24
93  84 0.09465    0.22
94  84 0.09466    0.20
95  84 0.09466    0.18
96  84 0.09467    0.17
97  84 0.09467    0.15
98  84 0.09467    0.14
99  84 0.09468    0.13
100 84 0.09468    0.12
