
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 2.92200
2    7 0.007318 2.66200
3   12 0.016170 2.42600
4   14 0.025390 2.21000
5   15 0.033450 2.01400
6   16 0.040670 1.83500
7   18 0.046970 1.67200
8   18 0.052430 1.52400
9   18 0.057160 1.38800
10  19 0.061290 1.26500
11  19 0.064860 1.15300
12  20 0.067960 1.05000
13  20 0.070620 0.95680
14  20 0.072940 0.87180
15  20 0.074950 0.79440
16  19 0.076690 0.72380
17  19 0.078180 0.65950
18  19 0.079490 0.60090
19  19 0.080620 0.54750
20  18 0.081600 0.49890
21  17 0.082440 0.45460
22  17 0.083180 0.41420
23  17 0.083810 0.37740
24  14 0.084340 0.34390
25  14 0.084780 0.31330
26  14 0.085150 0.28550
27  14 0.085470 0.26010
28  14 0.085740 0.23700
29  14 0.085970 0.21600
30  14 0.086180 0.19680
31  14 0.086340 0.17930
32  13 0.086490 0.16340
33  12 0.086610 0.14890
34  11 0.086710 0.13560
35  12 0.086800 0.12360
36  11 0.086870 0.11260
37  11 0.086920 0.10260
38  14 0.087170 0.09348
39  15 0.087540 0.08518
40  15 0.087870 0.07761
41  15 0.088170 0.07072
42  16 0.088530 0.06443
43  16 0.088910 0.05871
44  17 0.089250 0.05349
45  18 0.089530 0.04874
46  20 0.089800 0.04441
47  20 0.090130 0.04047
48  21 0.090360 0.03687
49  21 0.090600 0.03360
50  21 0.090790 0.03061
51  21 0.090960 0.02789
52  22 0.091110 0.02541
53  23 0.091240 0.02316
54  23 0.091380 0.02110
55  23 0.091520 0.01923
56  23 0.091680 0.01752
57  23 0.091780 0.01596
58  24 0.091890 0.01454
59  24 0.092000 0.01325
60  25 0.092080 0.01207
61  26 0.092150 0.01100
62  25 0.092220 0.01002
63  25 0.092290 0.00913
64  25 0.092350 0.00832
65  25 0.092410 0.00758
66  26 0.092450 0.00691
67  26 0.092500 0.00630
68  26 0.092550 0.00574
69  25 0.092570 0.00523
70  25 0.092570 0.00476
71  25 0.092580 0.00434
72  25 0.092600 0.00395
73  25 0.092610 0.00360
74  26 0.092650 0.00328
75  27 0.092680 0.00299
76  27 0.092710 0.00272
77  39 0.092730 0.00248
78  39 0.092750 0.00226
79  41 0.092770 0.00206
80  33 0.092800 0.00188
81  34 0.092810 0.00171
82  38 0.092810 0.00156
83  44 0.092860 0.00142
84  52 0.092860 0.00130
85  52 0.092870 0.00118
86  53 0.092880 0.00108
87  63 0.092890 0.00098
88  60 0.092890 0.00089
89  58 0.092900 0.00081
90  58 0.092900 0.00074
91  58 0.092910 0.00068
92  63 0.092920 0.00062
93  63 0.092920 0.00056
94  63 0.092930 0.00051
95  62 0.092930 0.00047
96  62 0.092930 0.00042
97  65 0.092940 0.00039
98  64 0.092940 0.00035
99  65 0.092940 0.00032
100 65 0.092950 0.00029
