
Call:  glmnet(x = x, y = y, alpha = 0.4, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 1.09600
2    5 0.008566 0.99840
3    9 0.017960 0.90970
4   11 0.028190 0.82890
5   12 0.037070 0.75530
6   12 0.044680 0.68820
7   12 0.051130 0.62700
8   13 0.056640 0.57130
9   14 0.061430 0.52060
10  14 0.065460 0.47430
11  14 0.068920 0.43220
12  13 0.071820 0.39380
13  13 0.074310 0.35880
14  14 0.076410 0.32690
15  14 0.078190 0.29790
16  14 0.079690 0.27140
17  14 0.080920 0.24730
18  14 0.081950 0.22530
19  14 0.082810 0.20530
20  13 0.083540 0.18710
21  13 0.084150 0.17050
22  12 0.084660 0.15530
23  12 0.085100 0.14150
24  12 0.085450 0.12900
25  10 0.085760 0.11750
26  11 0.086010 0.10710
27  10 0.086210 0.09755
28  10 0.086380 0.08888
29  10 0.086530 0.08098
30  10 0.086640 0.07379
31  10 0.086750 0.06724
32  10 0.086830 0.06126
33  11 0.086900 0.05582
34  11 0.086960 0.05086
35  12 0.087010 0.04634
36  12 0.087050 0.04223
37  13 0.087240 0.03847
38  13 0.087530 0.03506
39  13 0.087920 0.03194
40  14 0.088240 0.02910
41  15 0.088600 0.02652
42  15 0.089010 0.02416
43  15 0.089380 0.02202
44  16 0.089680 0.02006
45  16 0.089950 0.01828
46  18 0.090240 0.01665
47  19 0.090530 0.01518
48  21 0.090750 0.01383
49  20 0.090910 0.01260
50  21 0.091080 0.01148
51  21 0.091240 0.01046
52  21 0.091360 0.00953
53  21 0.091480 0.00868
54  22 0.091580 0.00791
55  22 0.091700 0.00721
56  23 0.091830 0.00657
57  23 0.091960 0.00598
58  24 0.092050 0.00545
59  24 0.092150 0.00497
60  25 0.092160 0.00453
61  23 0.092310 0.00412
62  24 0.092320 0.00376
63  24 0.092430 0.00342
64  25 0.092430 0.00312
65  24 0.092530 0.00284
66  24 0.092540 0.00259
67  24 0.092540 0.00236
68  24 0.092560 0.00215
69  24 0.092580 0.00196
70  24 0.092600 0.00179
71  30 0.092610 0.00163
72  30 0.092620 0.00148
73  32 0.092620 0.00135
74  36 0.092730 0.00123
75  39 0.092740 0.00112
76  39 0.092750 0.00102
77  39 0.092760 0.00093
78  33 0.092780 0.00085
79  36 0.092810 0.00077
80  36 0.092830 0.00070
81  42 0.092850 0.00064
82  42 0.092870 0.00058
83  42 0.092890 0.00053
84  42 0.092900 0.00049
85  38 0.092900 0.00044
86  38 0.092920 0.00040
87  38 0.092930 0.00037
88  38 0.092940 0.00033
89  45 0.092940 0.00030
90  45 0.092950 0.00028
91  52 0.092950 0.00025
92  53 0.092960 0.00023
93  53 0.092960 0.00021
94  53 0.092970 0.00019
95  53 0.092970 0.00017
96  52 0.092970 0.00016
97  52 0.092980 0.00014
98  52 0.092980 0.00013
99  54 0.092980 0.00012
100 54 0.092980 0.00011
