
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 0.58440
2    4 0.009151 0.53250
3    7 0.018680 0.48520
4    8 0.029340 0.44210
5    9 0.038490 0.40280
6   10 0.046330 0.36700
7   10 0.052930 0.33440
8   10 0.058500 0.30470
9   10 0.063250 0.27760
10  10 0.067290 0.25300
11   9 0.070670 0.23050
12   8 0.073430 0.21000
13   8 0.075700 0.19140
14   9 0.077600 0.17440
15   9 0.079210 0.15890
16   9 0.080540 0.14480
17   9 0.081650 0.13190
18  10 0.082580 0.12020
19  10 0.083360 0.10950
20  11 0.084020 0.09978
21  11 0.084570 0.09091
22  11 0.085030 0.08284
23  10 0.085420 0.07548
24  10 0.085720 0.06877
25  10 0.085980 0.06266
26  10 0.086190 0.05710
27  10 0.086370 0.05202
28  10 0.086520 0.04740
29  10 0.086640 0.04319
30  10 0.086750 0.03935
31  11 0.086830 0.03586
32  11 0.086900 0.03267
33  12 0.086960 0.02977
34  12 0.087010 0.02713
35  12 0.087060 0.02472
36  12 0.087090 0.02252
37  12 0.087370 0.02052
38  13 0.087640 0.01870
39  13 0.088020 0.01704
40  13 0.088360 0.01552
41  14 0.088700 0.01414
42  15 0.089170 0.01289
43  15 0.089530 0.01174
44  16 0.089810 0.01070
45  17 0.090070 0.00975
46  17 0.090380 0.00888
47  17 0.090650 0.00809
48  18 0.090860 0.00737
49  19 0.091060 0.00672
50  20 0.091160 0.00612
51  20 0.091330 0.00558
52  20 0.091440 0.00508
53  20 0.091550 0.00463
54  21 0.091640 0.00422
55  21 0.091740 0.00384
56  22 0.091890 0.00350
57  22 0.092000 0.00319
58  22 0.092060 0.00291
59  21 0.092210 0.00265
60  22 0.092220 0.00242
61  23 0.092340 0.00220
62  24 0.092390 0.00200
63  24 0.092460 0.00183
64  24 0.092510 0.00166
65  23 0.092530 0.00152
66  23 0.092540 0.00138
67  23 0.092560 0.00126
68  23 0.092570 0.00115
69  23 0.092590 0.00104
70  30 0.092600 0.00095
71  30 0.092620 0.00087
72  32 0.092630 0.00079
73  34 0.092700 0.00072
74  34 0.092700 0.00066
75  34 0.092750 0.00060
76  42 0.092770 0.00054
77  42 0.092780 0.00050
78  38 0.092810 0.00045
79  39 0.092830 0.00041
80  39 0.092850 0.00038
81  39 0.092870 0.00034
82  45 0.092880 0.00031
83  46 0.092900 0.00028
84  47 0.092910 0.00026
85  47 0.092920 0.00024
86  48 0.092920 0.00022
87  48 0.092930 0.00020
88  48 0.092940 0.00018
89  48 0.092950 0.00016
90  48 0.092950 0.00015
91  48 0.092960 0.00014
92  48 0.092970 0.00012
93  55 0.092970 0.00011
94  55 0.092970 0.00010
95  55 0.092980 0.00009
96  58 0.092980 0.00008
97  58 0.092980 0.00008
98  57 0.092980 0.00007
99  59 0.092980 0.00006
100 59 0.092990 0.00006
