
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 37.320
2    1 0.00701 34.010
3    1 0.01290 30.990
4    1 0.01784 28.230
5    1 0.02199 25.720
6    1 0.02546 23.440
7    1 0.02836 21.360
8    1 0.03079 19.460
9    1 0.03283 17.730
10   2 0.03729 16.160
11   2 0.04237 14.720
12   2 0.04669 13.410
13   2 0.05034 12.220
14   2 0.05343 11.140
15   2 0.05604 10.150
16   2 0.05824  9.245
17   2 0.06010  8.424
18   2 0.06166  7.675
19   2 0.06297  6.993
20   2 0.06408  6.372
21   2 0.06500  5.806
22   2 0.06578  5.290
23   2 0.06642  4.820
24   2 0.06696  4.392
25   3 0.06755  4.002
26   4 0.06861  3.646
27   4 0.06980  3.322
28   4 0.07080  3.027
29   4 0.07166  2.758
30   4 0.07238  2.513
31   4 0.07298  2.290
32   4 0.07350  2.087
33   4 0.07393  1.901
34   4 0.07429  1.732
35   4 0.07460  1.578
36   5 0.07533  1.438
37   5 0.07600  1.310
38   5 0.07657  1.194
39   5 0.07705  1.088
40   5 0.07745  0.991
41   6 0.07978  0.903
42   7 0.08449  0.823
43   8 0.09013  0.750
44   8 0.09582  0.683
45   9 0.10270  0.623
46   9 0.10970  0.567
47   9 0.11640  0.517
48   9 0.12280  0.471
49  11 0.12970  0.429
50  12 0.13760  0.391
51  12 0.14630  0.356
52  15 0.15510  0.325
53  16 0.16450  0.296
54  21 0.17430  0.270
55  21 0.18490  0.246
56  22 0.19480  0.224
57  23 0.20430  0.204
58  25 0.21390  0.186
59  27 0.22340  0.169
60  28 0.23280  0.154
61  31 0.24200  0.140
62  32 0.25100  0.128
63  33 0.26000  0.117
64  36 0.26860  0.106
65  36 0.27680  0.097
66  37 0.28430  0.088
67  40 0.29160  0.080
68  41 0.29860  0.073
69  42 0.30510  0.067
70  42 0.31110  0.061
71  46 0.31700  0.055
72  47 0.32280  0.050
73  47 0.32820  0.046
74  46 0.33320  0.042
75  46 0.33770  0.038
76  46 0.34190  0.035
77  46 0.34570  0.032
78  46 0.34910  0.029
79  47 0.35220  0.026
80  48 0.35500  0.024
81  48 0.35760  0.022
82  48 0.35990  0.020
83  48 0.36200  0.018
84  48 0.36380  0.017
85  48 0.36550  0.015
86  48 0.36690  0.014
87  48 0.36820  0.013
88  48 0.36930  0.011
89  48 0.37030  0.010
90  48 0.37120  0.009
91  48 0.37190  0.009
92  48 0.37260  0.008
93  48 0.37320  0.007
94  48 0.37370  0.007
95  48 0.37410  0.006
96  48 0.37450  0.005
97  48 0.37480  0.005
98  48 0.37500  0.004
99  48 0.37530  0.004
100 48 0.37550  0.004
