
Call:  glmnet(x = x, y = y, alpha = 0.85, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 8.7820
2    1 0.00729 8.0020
3    1 0.01335 7.2910
4    1 0.01838 6.6430
5    1 0.02256 6.0530
6    1 0.02603 5.5150
7    1 0.02891 5.0250
8    1 0.03130 4.5790
9    1 0.03329 4.1720
10   2 0.03750 3.8010
11   2 0.04295 3.4640
12   2 0.04748 3.1560
13   2 0.05123 2.8760
14   2 0.05436 2.6200
15   2 0.05696 2.3870
16   2 0.05912 2.1750
17   2 0.06091 1.9820
18   2 0.06240 1.8060
19   2 0.06364 1.6460
20   2 0.06467 1.4990
21   2 0.06553 1.3660
22   2 0.06624 1.2450
23   2 0.06682 1.1340
24   2 0.06731 1.0330
25   2 0.06772 0.9416
26   3 0.06845 0.8580
27   4 0.06964 0.7818
28   4 0.07074 0.7123
29   4 0.07166 0.6490
30   4 0.07243 0.5914
31   4 0.07306 0.5388
32   4 0.07359 0.4910
33   4 0.07403 0.4474
34   4 0.07439 0.4076
35   4 0.07469 0.3714
36   5 0.07545 0.3384
37   5 0.07615 0.3083
38   5 0.07672 0.2809
39   5 0.07720 0.2560
40   5 0.07760 0.2332
41   6 0.08345 0.2125
42   7 0.09479 0.1936
43   7 0.10640 0.1764
44   8 0.11630 0.1608
45   9 0.12800 0.1465
46   9 0.13810 0.1335
47   9 0.14660 0.1216
48  10 0.15920 0.1108
49  10 0.17060 0.1010
50  11 0.18100 0.0920
51  11 0.19030 0.0838
52  13 0.19860 0.0764
53  16 0.20730 0.0696
54  18 0.21590 0.0634
55  20 0.22530 0.0578
56  20 0.23400 0.0526
57  22 0.24240 0.0480
58  24 0.25140 0.0437
59  31 0.26080 0.0398
60  31 0.27090 0.0363
61  33 0.28020 0.0331
62  33 0.28940 0.0301
63  34 0.29720 0.0274
64  35 0.30440 0.0250
65  35 0.31050 0.0228
66  38 0.31700 0.0208
67  39 0.32320 0.0189
68  40 0.32890 0.0172
69  43 0.33460 0.0157
70  43 0.34050 0.0143
71  45 0.34590 0.0130
72  46 0.35070 0.0119
73  46 0.35490 0.0108
74  46 0.35830 0.0099
75  46 0.36120 0.0090
76  47 0.36370 0.0082
77  47 0.36570 0.0075
78  47 0.36750 0.0068
79  47 0.36890 0.0062
80  48 0.37010 0.0056
81  47 0.37120 0.0051
82  47 0.37210 0.0047
83  47 0.37280 0.0043
84  47 0.37350 0.0039
85  47 0.37400 0.0035
86  47 0.37440 0.0032
87  46 0.37480 0.0029
88  46 0.37510 0.0027
89  46 0.37530 0.0024
90  46 0.37550 0.0022
91  46 0.37570 0.0020
92  46 0.37580 0.0018
93  46 0.37590 0.0017
94  46 0.37600 0.0015
95  46 0.37610 0.0014
96  47 0.37620 0.0013
97  47 0.37620 0.0012
98  47 0.37630 0.0011
99  47 0.37630 0.0010
100 47 0.37640 0.0009
