
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 34.050
2    1 0.005727 31.020
3    1 0.010580 28.270
4    1 0.014680 25.750
5    2 0.018500 23.470
6    2 0.023300 21.380
7    3 0.027380 19.480
8    4 0.031220 17.750
9    4 0.035110 16.170
10   4 0.038370 14.740
11   4 0.041120 13.430
12   4 0.043420 12.240
13   5 0.045360 11.150
14   5 0.047100 10.160
15   5 0.048580  9.256
16   5 0.049820  8.433
17   5 0.050860  7.684
18   5 0.051740  7.002
19   5 0.052470  6.380
20   5 0.053090  5.813
21   5 0.053610  5.296
22   5 0.054050  4.826
23   5 0.054410  4.397
24   5 0.054720  4.007
25   5 0.054980  3.651
26   5 0.055200  3.326
27   5 0.055380  3.031
28   5 0.055530  2.762
29   5 0.055660  2.516
30   5 0.055770  2.293
31   5 0.055850  2.089
32   5 0.055930  1.903
33   5 0.055990  1.734
34   5 0.056050  1.580
35   7 0.057300  1.440
36   8 0.061440  1.312
37   8 0.065600  1.195
38   8 0.069680  1.089
39   8 0.073670  0.992
40   9 0.078930  0.904
41  11 0.084310  0.824
42  10 0.089910  0.751
43  11 0.095350  0.684
44  12 0.101200  0.623
45  12 0.106700  0.568
46  12 0.111800  0.518
47  12 0.116600  0.472
48  12 0.121000  0.430
49  12 0.125000  0.391
50  12 0.128700  0.357
51  12 0.132100  0.325
52  12 0.135200  0.296
53  12 0.138000  0.270
54  12 0.140600  0.246
55  12 0.142800  0.224
56  12 0.144900  0.204
57  13 0.146700  0.186
58  14 0.148400  0.169
59  15 0.149900  0.154
60  15 0.151300  0.141
61  16 0.152500  0.128
62  16 0.153600  0.117
63  16 0.154600  0.106
64  17 0.155500  0.097
65  18 0.156300  0.088
66  18 0.156900  0.080
67  18 0.157500  0.073
68  18 0.158000  0.067
69  17 0.158500  0.061
70  18 0.158900  0.055
71  18 0.159200  0.051
72  18 0.159500  0.046
73  18 0.159700  0.042
74  18 0.159900  0.038
75  18 0.160100  0.035
76  18 0.160300  0.032
77  20 0.160400  0.029
78  20 0.160500  0.026
79  20 0.160600  0.024
80  20 0.160700  0.022
81  20 0.160800  0.020
82  20 0.160800  0.018
83  20 0.160900  0.017
84  20 0.160900  0.015
85  21 0.161000  0.014
86  21 0.161000  0.013
87  21 0.161000  0.011
88  21 0.161100  0.010
89  21 0.161100  0.009
90  21 0.161100  0.009
91  21 0.161100  0.008
92  21 0.161100  0.007
93  21 0.161100  0.007
94  22 0.161100  0.006
95  22 0.161100  0.005
96  22 0.161100  0.005
97  23 0.161200  0.005
98  24 0.161200  0.004
99  23 0.161200  0.004
100 22 0.161200  0.003
