
Call:  glmnet(x = x, y = y, alpha = 0.4, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 1.25400
2    1 0.007469 1.14300
3    1 0.014110 1.04100
4    1 0.020000 0.94900
5    1 0.025180 0.86470
6    2 0.031090 0.78790
7    3 0.039080 0.71790
8    6 0.050280 0.65410
9    8 0.061300 0.59600
10   9 0.071800 0.54300
11  11 0.081990 0.49480
12  13 0.091590 0.45080
13  16 0.100100 0.41080
14  18 0.108100 0.37430
15  18 0.115000 0.34100
16  20 0.120900 0.31070
17  20 0.126100 0.28310
18  22 0.130400 0.25800
19  21 0.134100 0.23510
20  21 0.137200 0.21420
21  22 0.139800 0.19520
22  22 0.142100 0.17780
23  23 0.143900 0.16200
24  23 0.145500 0.14760
25  23 0.146800 0.13450
26  23 0.147900 0.12260
27  22 0.148900 0.11170
28  23 0.149600 0.10180
29  23 0.150200 0.09272
30  24 0.150700 0.08448
31  23 0.151200 0.07697
32  23 0.151500 0.07014
33  23 0.151900 0.06391
34  23 0.152100 0.05823
35  23 0.152300 0.05306
36  25 0.152800 0.04834
37  23 0.153200 0.04405
38  23 0.153600 0.04013
39  24 0.153900 0.03657
40  24 0.154600 0.03332
41  26 0.155300 0.03036
42  27 0.155900 0.02766
43  30 0.156500 0.02521
44  32 0.157100 0.02297
45  33 0.157700 0.02093
46  33 0.158400 0.01907
47  35 0.159000 0.01737
48  37 0.159500 0.01583
49  35 0.160000 0.01442
50  37 0.160500 0.01314
51  38 0.160900 0.01197
52  39 0.161300 0.01091
53  41 0.161600 0.00994
54  43 0.161900 0.00906
55  42 0.162200 0.00825
56  43 0.162500 0.00752
57  45 0.162800 0.00685
58  45 0.163100 0.00624
59  45 0.163400 0.00569
60  49 0.163500 0.00518
61  51 0.163700 0.00472
62  52 0.163900 0.00430
63  52 0.164000 0.00392
64  56 0.164200 0.00357
65  57 0.164300 0.00326
66  58 0.164400 0.00297
67  58 0.164500 0.00270
68  58 0.164600 0.00246
69  59 0.164700 0.00224
70  59 0.164800 0.00204
71  62 0.164800 0.00186
72  63 0.164900 0.00170
73  64 0.164900 0.00155
74  64 0.164900 0.00141
75  64 0.165000 0.00128
76  67 0.165000 0.00117
77  66 0.165000 0.00107
78  69 0.165000 0.00097
79  70 0.165100 0.00088
80  72 0.165100 0.00081
81  71 0.165100 0.00073
82  72 0.165100 0.00067
83  72 0.165100 0.00061
84  73 0.165100 0.00056
85  76 0.165100 0.00051
86  77 0.165100 0.00046
87  76 0.165100 0.00042
88  77 0.165100 0.00038
89  79 0.165100 0.00035
90  79 0.165200 0.00032
91  83 0.165200 0.00029
92  83 0.165200 0.00026
93  89 0.165200 0.00024
94  91 0.165200 0.00022
95  90 0.165200 0.00020
96  91 0.165200 0.00018
97  90 0.165200 0.00017
98  92 0.165200 0.00015
99  94 0.165200 0.00014
100 93 0.165200 0.00013
