
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 0.66910
2    1 0.009171 0.60960
3    1 0.016930 0.55550
4    1 0.023490 0.50610
5    1 0.029020 0.46120
6    2 0.035370 0.42020
7    3 0.043850 0.38290
8    5 0.055070 0.34880
9    6 0.066260 0.31790
10   8 0.076740 0.28960
11  10 0.086720 0.26390
12  12 0.096050 0.24040
13  13 0.104300 0.21910
14  15 0.111400 0.19960
15  17 0.118200 0.18190
16  17 0.123800 0.16570
17  18 0.128500 0.15100
18  18 0.132500 0.13760
19  19 0.135900 0.12540
20  21 0.138900 0.11420
21  21 0.141400 0.10410
22  20 0.143400 0.09484
23  20 0.145100 0.08641
24  19 0.146500 0.07874
25  20 0.147700 0.07174
26  19 0.148700 0.06537
27  19 0.149500 0.05956
28  19 0.150100 0.05427
29  19 0.150700 0.04945
30  20 0.151100 0.04506
31  21 0.151500 0.04105
32  22 0.151800 0.03741
33  23 0.152100 0.03408
34  23 0.152300 0.03105
35  24 0.152500 0.02830
36  22 0.153100 0.02578
37  22 0.153400 0.02349
38  22 0.153800 0.02140
39  23 0.154200 0.01950
40  23 0.154900 0.01777
41  25 0.155500 0.01619
42  27 0.156200 0.01475
43  28 0.156800 0.01344
44  31 0.157300 0.01225
45  30 0.158100 0.01116
46  31 0.158700 0.01017
47  32 0.159300 0.00927
48  34 0.159800 0.00844
49  34 0.160300 0.00769
50  37 0.160700 0.00701
51  38 0.161100 0.00639
52  39 0.161500 0.00582
53  39 0.161800 0.00530
54  40 0.162100 0.00483
55  42 0.162400 0.00440
56  43 0.162600 0.00401
57  44 0.163000 0.00366
58  44 0.163300 0.00333
59  45 0.163600 0.00303
60  46 0.163800 0.00276
61  46 0.163900 0.00252
62  50 0.164000 0.00230
63  51 0.164100 0.00209
64  54 0.164300 0.00191
65  56 0.164400 0.00174
66  56 0.164500 0.00158
67  54 0.164600 0.00144
68  56 0.164700 0.00131
69  59 0.164800 0.00120
70  57 0.164800 0.00109
71  60 0.164900 0.00099
72  60 0.164900 0.00091
73  62 0.164900 0.00082
74  61 0.165000 0.00075
75  65 0.165000 0.00068
76  63 0.165000 0.00062
77  67 0.165000 0.00057
78  69 0.165100 0.00052
79  69 0.165100 0.00047
80  68 0.165100 0.00043
81  69 0.165100 0.00039
82  68 0.165100 0.00036
83  69 0.165100 0.00033
84  71 0.165100 0.00030
85  71 0.165100 0.00027
86  73 0.165100 0.00025
87  77 0.165100 0.00022
88  80 0.165100 0.00020
89  82 0.165200 0.00019
90  83 0.165200 0.00017
91  85 0.165200 0.00015
92  86 0.165200 0.00014
93  88 0.165200 0.00013
94  88 0.165200 0.00012
95  89 0.165200 0.00011
96  90 0.165200 0.00010
97  89 0.165200 0.00009
98  90 0.165200 0.00008
99  91 0.165200 0.00007
100 92 0.165200 0.00007
